Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true
537,Check for completeness,2023-10-31 06:05:23.715,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
537,Perform checks,2023-10-31 06:12:17.285,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
537,Make decision,2023-10-31 06:23:51.057,Manager-000005,,0,Make decision,make decision,-1,0,0
537,notify reject,2023-10-31 06:24:11.286,Manager-000002,,0,notify reject,notify reject,-1,0,0
537,review request received,2023-10-31 06:36:34.906,,,0,review request received,review request received,-1,0,0
537,Check for completeness,2023-10-31 06:36:44.906,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
537,Request info,2023-10-31 07:17:47.373,Manager-000001,,0,Request info,request info,-1,0,0
537,info received,2023-10-31 07:21:01.374,,,0,info received,info received,-1,0,0
537,Check for completeness,2023-10-31 07:21:11.374,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
537,Perform checks,2023-10-31 07:46:19.639,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
537,Make decision,2023-10-31 07:50:23.423,Manager-000006,,0,Make decision,make decision,-1,0,0
537,Notify accept,2023-10-31 08:31:10.746,Manager-000005,,0,Notify accept,notify accept,-1,0,0
537,Deliver card,2023-10-31 08:52:31.873,Manager-000001,,0,Deliver card,deliver card,-1,0,0
537,EVENT 13 END,2023-10-31 08:56:15.622,,,0,EVENT 13 END,event 13 end,-1,0,0
538,Check for completeness,2023-10-31 07:58:12.294,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
538,New online application received,2023-10-31 07:58:12.294,,,0,New online application received,new online application received,-1,0,0
538,Perform checks,2023-10-31 08:02:40.757,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
538,Make decision,2023-10-31 08:04:33.059,Manager-000003,,0,Make decision,make decision,-1,0,0
538,notify reject,2023-10-31 08:27:49.525,Manager-000004,,0,notify reject,notify reject,-1,0,0
538,time out,2023-10-31 08:28:38.411,,,0,time out,time out,-1,0,0
538,EVENT 13 END,2023-10-31 08:28:48.411,,,0,EVENT 13 END,event 13 end,-1,0,0
539,Check for completeness,2023-10-31 08:33:15.769,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
539,New online application received,2023-10-31 08:33:15.769,,,0,New online application received,new online application received,-1,0,0
539,Perform checks,2023-10-31 08:47:17.886,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
539,Make decision,2023-10-31 09:11:25.264,Manager-000005,,0,Make decision,make decision,-1,0,0
539,Notify accept,2023-10-31 09:15:16.542,Manager-000002,,0,Notify accept,notify accept,-1,0,0
539,Deliver card,2023-10-31 09:19:52.641,Manager-000001,,0,Deliver card,deliver card,-1,0,0
539,EVENT 13 END,2023-10-31 09:24:15.747,,,0,EVENT 13 END,event 13 end,-1,0,0
540,Check for completeness,2023-10-31 08:33:51.736,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
540,New online application received,2023-10-31 08:33:51.736,,,0,New online application received,new online application received,-1,0,0
540,Request info,2023-10-31 08:36:02.842,Manager-000002,,0,Request info,request info,-1,0,0
540,info received,2023-10-31 08:56:11.080,,,0,info received,info received,-1,0,0
540,Check for completeness,2023-10-31 08:56:21.080,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
540,Perform checks,2023-10-31 08:57:24.970,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
540,Make decision,2023-10-31 09:07:30.325,Manager-000003,,0,Make decision,make decision,-1,0,0
540,Notify accept,2023-10-31 09:07:38.031,Manager-000004,,0,Notify accept,notify accept,-1,0,0
540,Deliver card,2023-10-31 09:08:11.421,Manager-000006,,0,Deliver card,deliver card,-1,0,0
540,EVENT 13 END,2023-10-31 09:36:28.194,,,0,EVENT 13 END,event 13 end,-1,0,0
541,Check for completeness,2023-10-31 10:13:28.123,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
541,New online application received,2023-10-31 10:13:28.123,,,0,New online application received,new online application received,-1,0,0
541,Request info,2023-10-31 10:49:21.269,Manager-000003,,0,Request info,request info,-1,0,0
541,info received,2023-10-31 10:56:16.227,,,0,info received,info received,-1,0,0
541,Check for completeness,2023-10-31 10:56:26.227,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
541,Perform checks,2023-10-31 11:11:06.368,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
541,Make decision,2023-10-31 11:44:04.165,Manager-000004,,0,Make decision,make decision,-1,0,0
541,notify reject,2023-10-31 11:54:00.651,Manager-000005,,0,notify reject,notify reject,-1,0,0
541,time out,2023-10-31 11:55:46.896,,,0,time out,time out,-1,0,0
541,EVENT 13 END,2023-10-31 11:55:56.896,,,0,EVENT 13 END,event 13 end,-1,0,0
542,Check for completeness,2023-10-31 11:56:38.352,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
542,New online application received,2023-10-31 11:56:38.352,,,0,New online application received,new online application received,-1,0,0
542,Request info,2023-10-31 12:04:01.477,Manager-000002,,0,Request info,request info,-1,0,0
542,info received,2023-10-31 12:08:37.072,,,0,info received,info received,-1,0,0
542,Check for completeness,2023-10-31 12:08:47.072,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
542,Perform checks,2023-10-31 12:19:31.165,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
542,Make decision,2023-10-31 12:23:58.227,Manager-000001,,0,Make decision,make decision,-1,0,0
542,notify reject,2023-10-31 12:50:48.738,Manager-000006,,0,notify reject,notify reject,-1,0,0
542,review request received,2023-10-31 13:24:38.236,,,0,review request received,review request received,-1,0,0
542,Check for completeness,2023-10-31 13:24:48.236,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
542,Request info,2023-10-31 13:36:23.703,Manager-000002,,0,Request info,request info,-1,0,0
542,info received,2023-10-31 13:37:59.583,,,0,info received,info received,-1,0,0
542,Check for completeness,2023-10-31 13:38:09.583,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
542,Perform checks,2023-10-31 13:52:32.640,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
542,Make decision,2023-10-31 13:57:21.765,Manager-000001,,0,Make decision,make decision,-1,0,0
542,notify reject,2023-10-31 14:13:32.835,Manager-000003,,0,notify reject,notify reject,-1,0,0
542,review request received,2023-10-31 14:17:15.194,,,0,review request received,review request received,-1,0,0
542,Check for completeness,2023-10-31 14:17:25.194,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
542,Request info,2023-10-31 14:30:12.926,Manager-000004,,0,Request info,request info,-1,0,0
542,info received,2023-10-31 14:36:20.537,,,0,info received,info received,-1,0,0
542,Check for completeness,2023-10-31 14:36:30.537,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
542,Request info,2023-10-31 14:59:07.342,Manager-000002,,0,Request info,request info,-1,0,0
542,info received,2023-10-31 15:03:48.150,,,0,info received,info received,-1,0,0
542,Check for completeness,2023-10-31 15:03:58.150,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
542,Perform checks,2023-10-31 15:08:00.659,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
542,Make decision,2023-10-31 15:17:47.248,Manager-000003,,0,Make decision,make decision,-1,0,0
542,Notify accept,2023-10-31 15:26:00.696,Manager-000004,,0,Notify accept,notify accept,-1,0,0
542,Deliver card,2023-10-31 15:34:39.619,Manager-000005,,0,Deliver card,deliver card,-1,0,0
542,EVENT 13 END,2023-10-31 15:40:24.772,,,0,EVENT 13 END,event 13 end,-1,0,0
543,Check for completeness,2023-10-31 12:09:47.522,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
543,New online application received,2023-10-31 12:09:47.522,,,0,New online application received,new online application received,-1,0,0
543,Perform checks,2023-10-31 12:41:16.083,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
543,Make decision,2023-10-31 12:54:10.130,Manager-000003,,0,Make decision,make decision,-1,0,0
543,Notify accept,2023-10-31 12:56:40.738,Manager-000004,,0,Notify accept,notify accept,-1,0,0
543,Deliver card,2023-10-31 12:59:04.211,Manager-000005,,0,Deliver card,deliver card,-1,0,0
543,EVENT 13 END,2023-10-31 13:03:46.427,,,0,EVENT 13 END,event 13 end,-1,0,0
544,Check for completeness,2023-10-31 14:40:14.151,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
544,New online application received,2023-10-31 14:40:14.151,,,0,New online application received,new online application received,-1,0,0
544,Make decision_signed1,2023-10-31 14:40:14.451,,collateral events(Make decision),0,Make decision_signed1,make decision,1809,0,1
544,Perform checks,2023-10-31 14:42:26.105,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
544,Make decision_signed1,2023-10-31 14:42:26.505,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,1810,0,1
544,Make decision,2023-10-31 14:50:34.928,Manager-000005,,0,Make decision,make decision,1811,0,0
544,Notify accept,2023-10-31 14:56:22.986,Manager-000006,,0,Notify accept,notify accept,-1,0,0
544,Make decision_signed1,2023-10-31 14:56:23.086,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1812,0,1
544,Deliver card,2023-10-31 15:02:30.712,Manager-000001,,0,Deliver card,deliver card,-1,0,0
544,Make decision_signed1,2023-10-31 15:02:31.412,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1813,0,1
544,EVENT 13 END,2023-10-31 15:19:03.484,,,0,EVENT 13 END,event 13 end,-1,0,0
544,Make decision_signed1,2023-10-31 15:19:03.884,,collateral events(Make decision),0,Make decision_signed1,make decision,1814,0,1
545,Check for completeness,2023-10-31 15:54:27.004,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
545,New online application received,2023-10-31 15:54:27.004,,,0,New online application received,new online application received,-1,0,0
545,Perform checks,2023-10-31 16:04:20.050,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
545,Make decision,2023-10-31 16:15:38.768,Manager-000006,,0,Make decision,make decision,-1,0,0
545,Notify accept,2023-10-31 16:17:17.390,Manager-000002,,0,Notify accept,notify accept,-1,0,0
545,Deliver card,2023-10-31 16:23:49.062,Manager-000001,,0,Deliver card,deliver card,-1,0,0
545,EVENT 13 END,2023-10-31 16:37:35.043,,,0,EVENT 13 END,event 13 end,-1,0,0
546,Check for completeness,2023-10-31 16:41:48.913,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
546,New online application received,2023-10-31 16:41:48.913,,,0,New online application received,new online application received,-1,0,0
546,Perform checks,2023-10-31 16:47:16.139,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
546,Make decision,2023-10-31 17:14:22.968,Manager-000003,,0,Make decision,make decision,-1,0,0
546,Notify accept,2023-10-31 17:17:38.058,Manager-000006,,0,Notify accept,notify accept,-1,0,0
546,Deliver card,2023-10-31 17:26:47.279,Manager-000001,,0,Deliver card,deliver card,-1,0,0
546,EVENT 13 END,2023-10-31 17:48:45.184,,,0,EVENT 13 END,event 13 end,-1,0,0
547,Check for completeness,2023-10-31 17:04:06.700,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
547,New online application received,2023-10-31 17:04:06.700,,,0,New online application received,new online application received,-1,0,0
547,Request info,2023-10-31 17:14:38.300,Manager-000004,,0,Request info,request info,-1,0,0
547,info received,2023-10-31 17:30:53.018,,,0,info received,info received,-1,0,0
547,Check for completeness,2023-10-31 17:31:03.018,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
547,Request info,2023-10-31 17:49:45.095,Manager-000005,,0,Request info,request info,-1,0,0
547,info received,2023-10-31 18:06:54.230,,,0,info received,info received,-1,0,0
547,Check for completeness,2023-10-31 18:07:04.230,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
547,Perform checks,2023-10-31 18:16:59.345,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
547,Make decision,2023-10-31 18:25:59.954,Manager-000006,,0,Make decision,make decision,-1,0,0
547,Notify accept,2023-10-31 18:26:07.447,Manager-000002,,0,Notify accept,notify accept,-1,0,0
547,Deliver card,2023-10-31 18:29:05.250,Manager-000004,,0,Deliver card,deliver card,-1,0,0
547,EVENT 13 END,2023-10-31 18:29:16.167,,,0,EVENT 13 END,event 13 end,-1,0,0
548,Check for completeness,2023-10-31 17:07:03.047,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
548,New online application received,2023-10-31 17:07:03.047,,,0,New online application received,new online application received,-1,0,0
548,Make decision_signed1,2023-10-31 17:07:03.247,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,1815,0,1
548,Perform checks,2023-10-31 17:10:25.234,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
548,Make decision_signed1,2023-10-31 17:10:25.934,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1816,0,1
548,Make decision,2023-10-31 17:14:40.594,Manager-000005,,0,Make decision,make decision,1817,0,0
548,Notify accept,2023-10-31 17:18:44.838,Manager-000002,,0,Notify accept,notify accept,-1,0,0
548,Make decision_signed1,2023-10-31 17:18:45.638,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,1818,0,1
548,Deliver card,2023-10-31 17:27:55.605,Manager-000003,,0,Deliver card,deliver card,-1,0,0
548,Make decision_signed1,2023-10-31 17:27:55.905,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,1819,0,1
548,EVENT 13 END,2023-10-31 17:35:58.092,,,0,EVENT 13 END,event 13 end,-1,0,0
548,Make decision_signed1,2023-10-31 17:35:58.792,,collateral events(Make decision),0,Make decision_signed1,make decision,1820,0,1
549,Check for completeness,2023-10-31 18:28:36.574,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
549,New online application received,2023-10-31 18:28:36.574,,,0,New online application received,new online application received,-1,0,0
549,Request info,2023-10-31 18:32:18.390,Manager-000003,,0,Request info,request info,-1,0,0
549,info received,2023-10-31 18:33:23.613,,,0,info received,info received,-1,0,0
549,Check for completeness,2023-10-31 18:33:33.613,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
549,Perform checks,2023-10-31 19:33:09.163,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
549,Make decision,2023-10-31 19:33:48.600,Manager-000002,,0,Make decision,make decision,-1,0,0
549,Notify accept,2023-10-31 19:42:55.587,Manager-000003,,0,Notify accept,notify accept,-1,0,0
549,Deliver card,2023-10-31 19:44:06.757,Manager-000001,,0,Deliver card,deliver card,-1,0,0
549,EVENT 13 END,2023-10-31 19:59:16.337,,,0,EVENT 13 END,event 13 end,-1,0,0
550,Check for completeness,2023-10-31 18:34:35.158,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
550,New online application received,2023-10-31 18:34:35.158,,,0,New online application received,new online application received,-1,0,0
550,Make decision_signed1,2023-10-31 18:34:35.658,,collateral events(Make decision),0,Make decision_signed1,make decision,1821,0,1
550,Request info,2023-10-31 18:41:29.911,Manager-000001,,0,Request info,request info,-1,0,0
550,Make decision_signed1,2023-10-31 18:41:30.411,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,1822,0,1
550,info received,2023-10-31 18:47:42.339,,,0,info received,info received,-1,0,0
550,Make decision_signed1,2023-10-31 18:47:42.739,,collateral events(Make decision),0,Make decision_signed1,make decision,1823,0,1
550,Check for completeness,2023-10-31 18:47:52.339,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
