Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous
2278,2024-08-13 19:43:21,Waiter-000002,Review drinks,Review drinks,0
2278,2024-08-13 19:43:25,Barman-000002,prepare drinks,prepare drinks,0
2278,2024-08-13 19:46:31,Barman-000003,Bring drinks,Bring drinks,0
2278,2024-08-13 19:52:17,Waiter-000003,Review drinks,Review drinks,0
2278,2024-08-17 00:50:23,Cook-000002,Prepare main course,Prepare main course,0
2278,2024-08-22 20:17:39,Cook-000003,Signal food complete,Signal food complete,0
2278,2024-08-22 20:41:15,Cook helper-000001,Bring food,Bring food,0
2278,2024-08-22 20:47:09,Waiter-000001,Deliver to customer,Deliver to customer,0
2278,2024-08-22 20:49:05,,EVENT 8 END,EVENT 8 END,0
2279,2024-08-13 19:45:00,Waiter-000005,Take order,Take order,0
2279,2024-08-13 19:45:00,,start,start,0
2279,2024-08-13 19:46:14,Waiter-000001,Review order,Review order,0
2279,2024-08-13 19:46:15,Barman-000001,prepare drinks,prepare drinks,0
2279,2024-08-13 20:02:04,Barman-000002,Bring drinks,Bring drinks,0
2279,2024-08-13 20:06:42,Waiter-000005,Review drinks,Review drinks,0
2279,2024-08-13 20:06:46,Barman-000003,prepare drinks,prepare drinks,0
2279,2024-08-13 20:12:11,Barman-000002,Bring drinks,Bring drinks,0
2279,2024-08-13 20:14:57,Waiter-000004,Review drinks,Review drinks,0
2279,2024-08-13 20:14:59,Barman-000001,prepare drinks,prepare drinks,0
2279,2024-08-13 20:16:52,Barman-000003,Bring drinks,Bring drinks,0
2279,2024-08-13 20:22:56,Waiter-000004,Review drinks,Review drinks,0
2279,2024-08-17 00:57:35,Cook-000002,Prepare main course,Prepare main course,0
2279,2024-08-22 21:26:14,Cook-000001,Signal food complete,Signal food complete,0
2279,2024-08-22 21:28:03,Cook helper-000002,Bring food,Bring food,0
2279,2024-08-22 21:29:33,Waiter-000001,Deliver to customer,Deliver to customer,0
2279,2024-08-22 21:31:47,,EVENT 8 END,EVENT 8 END,0
2280,2024-08-13 20:00:00,Waiter-000004,Take order,Take order,0
2280,2024-08-13 20:00:00,,start,start,0
2280,2024-08-13 20:02:07,Waiter-000002,Review order,Review order,0
2280,2024-08-13 20:02:08,Barman-000003,prepare drinks,prepare drinks,0
2280,2024-08-13 20:03:04,Barman-000001,Bring drinks,Bring drinks,0
2280,2024-08-13 20:09:09,Waiter-000001,Review drinks,Review drinks,0
2280,2024-08-17 01:09:14,Cook-000003,Prepare main course,Prepare main course,0
2280,2024-08-22 21:01:26,Cook-000003,Signal food complete,Signal food complete,0
2280,2024-08-22 21:56:11,Cook helper-000002,Bring food,Bring food,0
2280,2024-08-22 21:56:41,Waiter-000003,Deliver to customer,Deliver to customer,0
2280,2024-08-22 21:56:57,,EVENT 8 END,EVENT 8 END,0
2281,2024-08-13 20:15:00,Waiter-000002,Take order,Take order,0
2281,2024-08-13 20:15:00,,start,start,0
2281,2024-08-13 20:19:47,Waiter-000005,Review order,Review order,0
2281,2024-08-13 20:20:13,Barman-000002,prepare drinks,prepare drinks,0
2281,2024-08-13 20:21:54,Barman-000001,Bring drinks,Bring drinks,0
2281,2024-08-13 20:25:58,Waiter-000003,Review drinks,Review drinks,0
2281,2024-08-17 01:26:40,Cook-000003,Prepare main course,Prepare main course,0
2281,2024-08-22 21:28:03,Cook-000001,Signal food complete,Signal food complete,0
2281,2024-08-22 21:56:57,Cook helper-000001,Bring food,Bring food,0
2281,2024-08-22 22:06:31,Waiter-000004,Deliver to customer,Deliver to customer,0
2281,2024-08-22 22:06:33,,EVENT 8 END,EVENT 8 END,0
2282,2024-08-13 20:30:00,Waiter-000002,Take order,Take order,0
2282,2024-08-13 20:30:00,,start,start,0
2282,2024-08-13 20:31:34,Waiter-000005,Review order,Review order,0
2282,2024-08-13 20:32:37,Barman-000002,prepare drinks,prepare drinks,0
2282,2024-08-13 20:37:27,Barman-000003,Bring drinks,Bring drinks,0
2282,2024-08-13 20:48:13,Waiter-000004,Review drinks,Review drinks,0
2282,2024-08-13 20:49:29,Barman-000001,prepare drinks,prepare drinks,0
2282,2024-08-13 20:52:22,Barman-000002,Bring drinks,Bring drinks,0
2282,2024-08-13 20:53:49,Waiter-000003,Review drinks,Review drinks,0
2282,2024-08-17 01:48:39,Cook-000003,Prepare main course,Prepare main course,0
2282,2024-08-22 21:56:11,Cook-000003,Signal food complete,Signal food complete,0
2282,2024-08-22 22:31:49,Cook helper-000001,Bring food,Bring food,0
2282,2024-08-22 22:42:43,Waiter-000002,Deliver to customer,Deliver to customer,0
2282,2024-08-22 22:46:13,,EVENT 8 END,EVENT 8 END,0
2283,2024-08-13 20:45:00,Waiter-000004,Take order,Take order,0
2283,2024-08-13 20:45:00,,start,start,0
2283,2024-08-13 20:45:24,Waiter-000003,Review order,Review order,0
2283,2024-08-13 20:45:27,Barman-000001,prepare drinks,prepare drinks,0
2283,2024-08-13 20:45:31,Barman-000002,Bring drinks,Bring drinks,0
2283,2024-08-13 20:47:38,Waiter-000005,Review drinks,Review drinks,0
2283,2024-08-17 01:50:34,Cook-000003,Prepare main course,Prepare main course,0
2283,2024-08-22 22:42:47,Cook-000002,Signal food complete,Signal food complete,0
2283,2024-08-22 23:38:57,Cook helper-000001,Bring food,Bring food,0
2283,2024-08-22 23:46:00,Waiter-000004,Deliver to customer,Deliver to customer,0
2283,2024-08-22 23:46:19,,EVENT 8 END,EVENT 8 END,0
2284,2024-08-13 21:00:00,Waiter-000004,Take order,Take order,0
2284,2024-08-13 21:00:00,,start,start,0
2284,2024-08-13 21:00:16,Waiter-000002,Review order,Review order,0
2284,2024-08-13 21:00:34,Cook helper-000001,Prepare starter,Prepare starter,0
2284,2024-08-13 21:00:34,Barman-000003,prepare drinks,prepare drinks,0
2284,2024-08-13 21:07:33,Barman-000001,Bring drinks,Bring drinks,0
2284,2024-08-13 21:08:04,Waiter-000001,Review drinks,Review drinks,0
2284,2024-08-19 18:06:49,Cook-000002,Prepare main course,Prepare main course,0
2284,2024-08-22 23:31:46,Cook-000001,Signal food complete,Signal food complete,0
2284,2024-08-23 00:01:58,Cook helper-000001,Bring food,Bring food,0
2284,2024-08-23 00:02:25,Waiter-000002,Deliver to customer,Deliver to customer,0
2284,2024-08-23 00:05:13,,EVENT 8 END,EVENT 8 END,0
2285,2024-08-13 21:15:00,Waiter-000004,Take order,Take order,0
2285,2024-08-13 21:15:00,,start,start,0
2285,2024-08-13 21:18:06,Waiter-000002,Review order,Review order,0
2285,2024-08-13 21:18:58,Barman-000002,prepare drinks,prepare drinks,0
2285,2024-08-13 21:21:58,Barman-000003,Bring drinks,Bring drinks,0
2285,2024-08-13 21:22:58,Waiter-000003,Review drinks,Review drinks,0
2285,2024-08-13 21:23:09,Barman-000001,prepare drinks,prepare drinks,0
2285,2024-08-13 21:28:33,Barman-000002,Bring drinks,Bring drinks,0
2285,2024-08-13 21:34:53,Waiter-000004,Review drinks,Review drinks,0
2285,2024-08-13 21:35:15,Barman-000003,prepare drinks,prepare drinks,0
2285,2024-08-13 21:44:34,Barman-000002,Bring drinks,Bring drinks,0
2285,2024-08-13 21:48:20,Waiter-000001,Review drinks,Review drinks,0
2285,2024-08-13 21:49:59,Barman-000002,prepare drinks,prepare drinks,0
2285,2024-08-13 22:18:10,Barman-000002,Bring drinks,Bring drinks,0
2285,2024-08-13 22:22:14,Waiter-000001,Review drinks,Review drinks,0
2285,2024-08-13 22:24:07,Barman-000002,prepare drinks,prepare drinks,0
2285,2024-08-13 22:27:28,Barman-000001,Bring drinks,Bring drinks,0
2285,2024-08-13 22:36:10,Waiter-000001,Review drinks,Review drinks,0
2285,2024-08-19 18:19:36,Cook-000001,Prepare main course,Prepare main course,0
2285,2024-08-22 22:26:29,Cook-000001,Signal food complete,Signal food complete,0
2285,2024-08-22 22:48:03,Cook helper-000003,Bring food,Bring food,0
2285,2024-08-22 22:50:32,Waiter-000003,Deliver to customer,Deliver to customer,0
2285,2024-08-22 22:53:08,,EVENT 8 END,EVENT 8 END,0
2286,2024-08-13 21:30:00,Waiter-000001,Take order,Take order,0
2286,2024-08-13 21:30:00,,start,start,0
2286,2024-08-13 21:38:46,Waiter-000002,Review order,Review order,0
2286,2024-08-13 21:38:50,Barman-000001,prepare drinks,prepare drinks,0
2286,2024-08-13 21:56:16,Barman-000001,Bring drinks,Bring drinks,0
2286,2024-08-13 21:56:23,Waiter-000003,Review drinks,Review drinks,0
2286,2024-08-19 18:34:18,Cook-000003,Prepare main course,Prepare main course,0
2286,2024-08-22 22:58:38,Cook-000003,Signal food complete,Signal food complete,0
2286,2024-08-22 23:05:02,Cook helper-000001,Bring food,Bring food,0
2286,2024-08-22 23:05:24,Waiter-000001,Deliver to customer,Deliver to customer,0
2286,2024-08-22 23:07:11,,EVENT 8 END,EVENT 8 END,0
2287,2024-08-13 21:45:00,Waiter-000003,Take order,Take order,0
2287,2024-08-13 21:45:00,,start,start,0
2287,2024-08-13 21:45:09,Waiter-000005,Review order,Review order,0
2287,2024-08-13 21:45:21,Barman-000003,prepare drinks,prepare drinks,0
2287,2024-08-13 21:59:15,Barman-000001,Bring drinks,Bring drinks,0
2287,2024-08-13 22:01:42,Waiter-000001,Review drinks,Review drinks,0
2287,2024-08-13 22:05:31,Barman-000001,prepare drinks,prepare drinks,0
2287,2024-08-13 22:07:52,Barman-000001,Bring drinks,Bring drinks,0
2287,2024-08-13 22:09:00,Waiter-000004,Review drinks,Review drinks,0
2287,2024-08-19 18:53:02,Cook-000001,Prepare main course,Prepare main course,0
2287,2024-08-22 23:14:07,Cook-000003,Signal food complete,Signal food complete,0
2287,2024-08-22 23:48:05,Cook helper-000003,Bring food,Bring food,0
2287,2024-08-22 23:48:18,Waiter-000001,Deliver to customer,Deliver to customer,0
2287,2024-08-22 23:52:15,,EVENT 8 END,EVENT 8 END,0
2288,2024-08-13 22:00:00,Waiter-000004,Take order,Take order,0
2288,2024-08-13 22:00:00,,start,start,0
2288,2024-08-13 22:02:05,Waiter-000002,Review order,Review order,0
2288,2024-08-13 22:03:58,Cook helper-000002,Prepare starter,Prepare starter,0
2288,2024-08-13 22:03:58,Barman-000003,prepare drinks,prepare drinks,0
2288,2024-08-13 22:07:15,Barman-000003,Bring drinks,Bring drinks,0
2288,2024-08-13 22:07:30,Waiter-000003,Review drinks,Review drinks,0
2288,2024-08-13 22:07:42,Barman-000003,prepare drinks,prepare drinks,0
2288,2024-08-13 22:12:36,Barman-000001,Bring drinks,Bring drinks,0
2288,2024-08-13 22:23:23,Waiter-000003,Review drinks,Review drinks,0
2288,2024-08-19 19:05:18,Cook-000002,Prepare main course,Prepare main course,0
2288,2024-08-23 00:04:36,Cook-000003,Signal food complete,Signal food complete,0
2288,2024-08-23 01:07:45,Cook helper-000003,Bring food,Bring food,0
2288,2024-08-23 01:22:46,Waiter-000005,Deliver to customer,Deliver to customer,0
2288,2024-08-23 01:22:56,,EVENT 8 END,EVENT 8 END,0
2289,2024-08-13 22:15:00,Waiter-000005,Take order,Take order,0
2289,2024-08-13 22:15:00,,start,start,0
2289,2024-08-13 22:15:25,Waiter-000002,Review order,Review order,0
2289,2024-08-13 22:16:15,Barman-000003,prepare drinks,prepare drinks,0
2289,2024-08-13 22:29:36,Barman-000002,Bring drinks,Bring drinks,0
2289,2024-08-13 22:43:19,Waiter-000003,Review drinks,Review drinks,0
2289,2024-08-13 22:43:51,Barman-000003,prepare drinks,prepare drinks,0
2289,2024-08-13 22:49:03,Barman-000002,Bring drinks,Bring drinks,0
2289,2024-08-13 23:01:58,Waiter-000004,Review drinks,Review drinks,0
2289,2024-08-19 19:27:23,Cook-000003,Prepare main course,Prepare main course,0
2289,2024-08-23 00:01:58,Cook-000001,Signal food complete,Signal food complete,0
2289,2024-08-23 00:09:10,Cook helper-000003,Bring food,Bring food,0
2289,2024-08-23 00:14:40,Waiter-000004,Deliver to customer,Deliver to customer,0
2289,2024-08-23 00:18:10,,EVENT 8 END,EVENT 8 END,0
2290,2024-08-13 22:30:00,Waiter-000004,Take order,Take order,0
2290,2024-08-13 22:30:00,,start,start,0
2290,2024-08-13 22:30:27,Waiter-000005,Review order,Review order,0
2290,2024-08-13 22:32:01,Cook helper-000001,Prepare starter,Prepare starter,0
2290,2024-08-13 22:32:01,Barman-000003,prepare drinks,prepare drinks,0
2290,2024-08-13 22:32:52,Barman-000003,Bring drinks,Bring drinks,0
2290,2024-08-13 22:35:44,Waiter-000002,Review drinks,Review drinks,0
2290,2024-08-19 19:37:06,Cook-000002,Signal food complete,Signal food complete,0
2290,2024-08-19 20:07:36,Cook helper-000002,Bring food,Bring food,0
2290,2024-08-19 20:16:29,Waiter-000002,Deliver to customer,Deliver to customer,0
2290,2024-08-19 20:18:39,,EVENT 8 END,EVENT 8 END,0
2291,2024-08-13 22:45:00,Waiter-000004,Take order,Take order,0
2291,2024-08-13 22:45:00,,start,start,0
2291,2024-08-13 22:45:27,Waiter-000005,Review order,Review order,0
2291,2024-08-13 22:48:49,Barman-000001,prepare drinks,prepare drinks,0
2291,2024-08-13 22:52:06,Barman-000003,Bring drinks,Bring drinks,0
2291,2024-08-13 22:56:36,Waiter-000001,Review drinks,Review drinks,0
2291,2024-08-19 19:52:10,Cook-000003,Prepare main course,Prepare main course,0
2291,2024-08-23 00:15:42,Cook-000002,Signal food complete,Signal food complete,0
2291,2024-08-23 00:38:33,Cook helper-000003,Bring food,Bring food,0
2291,2024-08-23 00:41:11,Waiter-000002,Deliver to customer,Deliver to customer,0
2291,2024-08-23 00:41:20,,EVENT 8 END,EVENT 8 END,0
2292,2024-08-13 23:00:00,Waiter-000003,Take order,Take order,0
2292,2024-08-13 23:00:00,,start,start,0
2292,2024-08-13 23:01:59,Waiter-000005,Review order,Review order,0
2292,2024-08-13 23:02:27,Cook helper-000002,Prepare starter,Prepare starter,0
2292,2024-08-13 23:02:27,Barman-000001,prepare drinks,prepare drinks,0
2292,2024-08-13 23:08:29,Barman-000003,Bring drinks,Bring drinks,0
2292,2024-08-13 23:21:19,Waiter-000003,Review drinks,Review drinks,0
2292,2024-08-13 23:22:50,Barman-000001,prepare drinks,prepare drinks,0
2292,2024-08-13 23:23:39,Barman-000003,Bring drinks,Bring drinks,0
2292,2024-08-13 23:23:51,Waiter-000001,Review drinks,Review drinks,0
2292,2024-08-13 23:26:05,Barman-000001,prepare drinks,prepare drinks,0
2292,2024-08-13 23:40:57,Barman-000003,Bring drinks,Bring drinks,0
2292,2024-08-13 23:46:18,Waiter-000004,Review drinks,Review drinks,0
2292,2024-08-13 23:48:48,Barman-000002,prepare drinks,prepare drinks,0
2292,2024-08-13 23:54:40,Barman-000003,Bring drinks,Bring drinks,0
2292,2024-08-13 23:56:01,Waiter-000003,Review drinks,Review drinks,0
2292,2024-08-13 23:56:39,Barman-000001,prepare drinks,prepare drinks,0
2292,2024-08-14 00:01:49,Barman-000002,Bring drinks,Bring drinks,0
2292,2024-08-14 00:02:01,Waiter-000002,Review drinks,Review drinks,0
2292,2024-08-19 19:52:40,Cook-000003,Prepare main course,Prepare main course,0
2292,2024-08-23 01:07:45,Cook-000003,Signal food complete,Signal food complete,0
2292,2024-08-23 01:24:34,Cook helper-000002,Bring food,Bring food,0
2292,2024-08-23 01:27:02,Waiter-000001,Deliver to customer,Deliver to customer,0
2292,2024-08-23 01:30:41,,EVENT 8 END,EVENT 8 END,0
2293,2024-08-13 23:15:00,Waiter-000001,Take order,Take order,0
2293,2024-08-13 23:15:00,,start,start,0
2293,2024-08-13 23:15:47,Waiter-000002,Review order,Review order,0
2293,2024-08-13 23:16:17,Barman-000002,prepare drinks,prepare drinks,0
2293,2024-08-13 23:28:09,Barman-000003,Bring drinks,Bring drinks,0
2293,2024-08-13 23:32:06,Waiter-000005,Review drinks,Review drinks,0
2293,2024-08-13 23:32:42,Barman-000003,prepare drinks,prepare drinks,0
2293,2024-08-13 23:36:03,Barman-000003,Bring drinks,Bring drinks,0
2293,2024-08-13 23:38:18,Waiter-000001,Review drinks,Review drinks,0
2293,2024-08-19 20:07:36,Cook-000002,Prepare main course,Prepare main course,0
2293,2024-08-23 00:38:33,Cook-000002,Signal food complete,Signal food complete,0
2293,2024-08-23 00:51:32,Cook helper-000001,Bring food,Bring food,0
2293,2024-08-23 00:52:52,Waiter-000002,Deliver to customer,Deliver to customer,0
2293,2024-08-23 00:54:47,,EVENT 8 END,EVENT 8 END,0
2294,2024-08-13 23:30:00,Waiter-000003,Take order,Take order,0
2294,2024-08-13 23:30:00,,start,start,0
2294,2024-08-13 23:30:01,Waiter-000004,Review order,Review order,0
2294,2024-08-13 23:30:46,Barman-000002,prepare drinks,prepare drinks,0
2294,2024-08-13 23:36:13,Barman-000002,Bring drinks,Bring drinks,0
2294,2024-08-13 23:44:47,Waiter-000002,Review drinks,Review drinks,0
2294,2024-08-19 20:19:41,Cook-000001,Prepare main course,Prepare main course,0
2294,2024-08-23 01:16:40,Cook-000002,Signal food complete,Signal food complete,0
2294,2024-08-23 01:21:05,Cook helper-000002,Bring food,Bring food,0
2294,2024-08-23 01:21:20,Waiter-000003,Deliver to customer,Deliver to customer,0
2294,2024-08-23 01:25:47,,EVENT 8 END,EVENT 8 END,0
2295,2024-08-13 23:45:00,Waiter-000003,Take order,Take order,0
2295,2024-08-13 23:45:00,,start,start,0
2295,2024-08-13 23:47:43,Waiter-000005,Review order,Review order,0
2295,2024-08-13 23:48:48,Barman-000001,prepare drinks,prepare drinks,0
2295,2024-08-13 23:55:33,Barman-000002,Bring drinks,Bring drinks,0
2295,2024-08-14 00:00:41,Waiter-000004,Review drinks,Review drinks,0
2295,2024-08-19 20:39:32,Cook-000002,Prepare main course,Prepare main course,0
2295,2024-08-23 01:08:41,Cook-000002,Signal food complete,Signal food complete,0
2295,2024-08-23 01:16:40,Cook helper-000001,Bring food,Bring food,0
2295,2024-08-23 01:23:31,Waiter-000002,Deliver to customer,Deliver to customer,0
2295,2024-08-23 01:35:01,,EVENT 8 END,EVENT 8 END,0
2296,2024-08-14 00:00:00,Waiter-000005,Take order,Take order,0
2296,2024-08-14 00:00:00,,start,start,0
2296,2024-08-14 00:00:50,Waiter-000001,Review order,Review order,0
2296,2024-08-14 00:01:35,Barman-000003,prepare drinks,prepare drinks,0
2296,2024-08-14 00:02:11,Barman-000001,Bring drinks,Bring drinks,0
2296,2024-08-14 00:03:02,Waiter-000003,Review drinks,Review drinks,0
2296,2024-08-19 20:39:57,Cook-000002,Prepare main course,Prepare main course,0
2296,2024-08-23 01:40:37,Cook-000001,Signal food complete,Signal food complete,0
2296,2024-08-23 01:48:27,Cook helper-000003,Bring food,Bring food,0
2296,2024-08-23 01:52:22,Waiter-000002,Deliver to customer,Deliver to customer,0
2296,2024-08-23 01:52:32,,EVENT 8 END,EVENT 8 END,0
2297,2024-08-14 00:15:00,Waiter-000005,Take order,Take order,0
2297,2024-08-14 00:15:00,,start,start,0
2297,2024-08-14 00:17:20,Waiter-000001,Review order,Review order,0
2297,2024-08-14 00:18:35,Cook helper-000003,Prepare starter,Prepare starter,0
2297,2024-08-14 00:18:35,Barman-000002,prepare drinks,prepare drinks,0
2297,2024-08-14 00:19:32,Barman-000003,Bring drinks,Bring drinks,0
2297,2024-08-14 00:21:31,Waiter-000002,Review drinks,Review drinks,0
2297,2024-08-19 20:40:28,Cook-000001,Prepare main course,Prepare main course,0
2297,2024-08-23 01:21:05,Cook-000002,Signal food complete,Signal food complete,0
2297,2024-08-23 18:16:16,Cook helper-000003,Bring food,Bring food,0
2297,2024-08-23 18:21:33,Waiter-000001,Deliver to customer,Deliver to customer,0
2297,2024-08-23 18:24:42,,EVENT 8 END,EVENT 8 END,0
2298,2024-08-14 00:30:00,Waiter-000005,Take order,Take order,0
2298,2024-08-14 00:30:00,,start,start,0
2298,2024-08-14 00:30:23,Waiter-000001,Review order,Review order,0
2298,2024-08-14 00:30:37,Barman-000001,prepare drinks,prepare drinks,0
2298,2024-08-14 00:34:09,Barman-000002,Bring drinks,Bring drinks,0
2298,2024-08-14 00:38:30,Waiter-000004,Review drinks,Review drinks,0
2298,2024-08-19 20:52:47,Cook-000001,Prepare main course,Prepare main course,0
2298,2024-08-23 01:24:34,Cook-000003,Signal food complete,Signal food complete,0
2298,2024-08-23 18:24:47,Cook helper-000002,Bring food,Bring food,0
2298,2024-08-23 18:31:00,Waiter-000003,Deliver to customer,Deliver to customer,0
2298,2024-08-23 18:31:10,,EVENT 8 END,EVENT 8 END,0
2299,2024-08-14 00:45:00,Waiter-000003,Take order,Take order,0
2299,2024-08-14 00:45:00,,start,start,0
2299,2024-08-14 00:50:09,Waiter-000001,Review order,Review order,0
2299,2024-08-14 00:50:41,Barman-000003,prepare drinks,prepare drinks,0
2299,2024-08-14 00:51:52,Barman-000001,Bring drinks,Bring drinks,0
2299,2024-08-14 00:56:00,Waiter-000004,Review drinks,Review drinks,0
2299,2024-08-19 21:22:28,Cook-000002,Prepare main course,Prepare main course,0
2299,2024-08-23 18:24:47,Cook-000003,Signal food complete,Signal food complete,0
2299,2024-08-23 19:31:19,Cook helper-000001,Bring food,Bring food,0
2299,2024-08-23 19:38:37,Waiter-000002,Deliver to customer,Deliver to customer,0
