Case,Activity,Timestamp,Resource,Event,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,Activity_fixed
8577876,set phase: phase permitting irrevocable,2014-03-14 08:00:03,560872,46884,,0,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,-1,0,set phase: phase permitting irrevocable
8577876,close case,2014-03-31 07:00:06,560872,46892,,0,close case,close case,-1,0,close case
8577876,objection lodged against decision,2014-03-31 07:00:07,560872,46886,,0,objection lodged against decision,objection lodged against decision,-1,0,objection lodged against decision
8577876,phase archived case,2014-03-31 07:00:08,560872,46889,,0,phase archived case,phase archived case,-1,0,phase archived case
8577876,phase case handled,2014-03-31 07:00:09,560872,46893,,0,phase case handled,phase case handled,-1,0,phase case handled
8577876,phase decision irrevocable,2014-03-31 07:00:10,560872,46888,,0,phase decision irrevocable,phase decision irrevocable,-1,0,phase decision irrevocable
8577876,read publication date field,2014-03-31 07:00:11,560872,46887,,0,read publication date field,read publication date field,-1,0,read publication date field
8577876,read publication date field,2014-03-31 07:00:12,560872,46891,,0,read publication date field,read publication date field,-1,0,read publication date field
8577876,stop all running subcases 2b,2014-03-31 07:00:13,560872,46890,,0,stop all running subcases 2b,stop all running subcases 2b,-1,0,stop all running subcases 2b
8584650,register submission date request,2013-10-24 07:00:21,560872,46894,,0,register submission date request,register submission date request,-1,0,register submission date request
8584650,OLO messaging active,2013-10-25 07:00:54,560872,46895,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
8584650,create procedure confirmation,2013-10-25 07:00:55,560872,46899,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
8584650,create publication document,2013-10-25 07:00:56,560872,46901,,0,create publication document,create publication document,-1,0,create publication document
8584650,create subcases completeness,2013-10-25 07:00:57,560872,46900,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
8584650,forward to the competent authority,2013-10-25 07:00:58,560872,46897,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
8584650,phase application received,2013-10-25 07:00:59,560872,46905,,0,phase application received,phase application received,-1,0,phase application received
8584650,registration date publication,2013-10-25 07:01:00,560872,46904,,0,registration date publication,registration date publication,-1,0,registration date publication
8584650,regular procedure without MER,2013-10-25 07:01:01,560872,46898,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
8584650,send confirmation receipt,2013-10-25 07:01:02,560872,46896,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
8584650,send confirmation receipt,2013-10-25 07:01:03,560872,46903,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
8584650,start WABOprocedure,2013-10-25 07:01:04,560872,46902,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
8584650,article 34  WABO applies,2013-11-01 08:00:46,2670601,46911,,0,article 34  WABO applies,article 34 wabo applies,-1,0,article 34  WABO applies
8584650,ask stakeholders views,2013-11-01 08:00:47,2670601,46913,,0,ask stakeholders views,ask stakeholders views,-1,0,ask stakeholders views
8584650,assessment of content completed,2013-11-01 08:00:48,2670601,46925,,0,assessment of content completed,assessment of content completed,-1,0,assessment of content completed
8584650,by law,2013-11-01 08:00:49,2670601,46916,,0,by law,by law,-1,0,by law
8584650,completed subcases content,2013-11-01 08:00:50,2670601,46923,,0,completed subcases content,completed subcases content,-1,0,completed subcases content
8584650,coordination of application,2013-11-01 08:00:51,2670601,46915,,0,coordination of application,coordination of application,-1,0,coordination of application
8584650,creating environmental permit decision,2013-11-01 08:00:52,2670601,46926,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
8584650,decision date prior to decision,2013-11-01 08:00:53,2670601,46917,,0,decision date prior to decision,decision date prior to decision,-1,0,decision date prior to decision
8584650,generating decision environmental permit,2013-11-01 08:00:54,2670601,46922,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
8584650,grounds for refusal,2013-11-01 08:00:55,2670601,46912,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
8584650,phase advice known,2013-11-01 08:00:56,2670601,46927,,0,phase advice known,phase advice known,-1,0,phase advice known
8584650,phase application receptive,2013-11-01 08:00:57,2670601,46921,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
8584650,phase decision ready,2013-11-01 08:00:58,2670601,46920,,0,phase decision ready,phase decision ready,-1,0,phase decision ready
8584650,procedure change,2013-11-01 08:00:59,2670601,46907,,0,procedure change,procedure change,-1,0,procedure change
8584650,procedure change,2013-11-01 08:01:00,2670601,46910,,0,procedure change,procedure change,-1,0,procedure change
8584650,request complete,2013-11-01 08:01:01,2670601,46908,,0,request complete,request complete,-1,0,request complete
8584650,send letter in progress,2013-11-01 08:01:02,2670601,46909,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
8584650,set decision status,2013-11-01 08:01:03,2670601,46924,,0,set decision status,set decision status,-1,0,set decision status
8584650,submit decision,2013-11-01 08:01:04,2670601,46918,,0,submit decision,submit decision,-1,0,submit decision
8584650,suspension ground applicable,2013-11-01 08:01:05,2670601,46914,,0,suspension ground applicable,suspension ground applicable,-1,0,suspension ground applicable
8584650,treat subcases content,2013-11-01 08:01:06,2670601,46919,,0,treat subcases content,treat subcases content,-1,0,treat subcases content
8584650,creating cover letter decision,2013-11-05 08:00:11,560890,46929,,0,creating cover letter decision,creating cover letter decision,-1,0,creating cover letter decision
8584650,enter senddate decision,2013-11-05 08:00:12,560890,46935,,0,enter senddate decision,enter senddate decision,-1,0,enter senddate decision
8584650,enter senddate decision environmental permit,2013-11-05 08:00:13,560890,46934,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
8584650,phase decision sent,2013-11-05 08:00:14,560890,46932,,0,phase decision sent,phase decision sent,-1,0,phase decision sent
8584650,phase decision taken,2013-11-05 08:00:15,560890,46933,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
8584650,record date of decision environmental permit,2013-11-05 08:00:16,560890,46930,,0,record date of decision environmental permit,record date of decision environmental permit,-1,0,record date of decision environmental permit
8584650,register objection and appeal periods,2013-11-05 08:00:17,560890,46928,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
8584650,set decision phase decision permitting decided,2013-11-05 08:00:18,560890,46937,,0,set decision phase decision permitting decided,set decision phase decision permitting decided,-1,0,set decision phase decision permitting decided
8584650,start decision phase decision permitting sent,2013-11-05 08:00:19,560890,46931,,0,start decision phase decision permitting sent,start decision phase decision permitting sent,-1,0,start decision phase decision permitting sent
8584650,transcript decision environmental permit to stakeholders,2013-11-05 08:00:20,560890,46936,,0,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,-1,0,transcript decision environmental permit to stakeholders
8598168,register submission date request,2013-10-25 07:01:05,560925,46939,,0,register submission date request,register submission date request,-1,0,register submission date request
8598168,send confirmation receipt_signed1,2013-10-25 07:01:05,560925,46939,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8598168,send confirmation receipt_signed2,2013-10-25 07:01:06,560925,46939,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8598168,OLO messaging active,2013-10-28 08:00:11,560925,46940,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
8598168,send confirmation receipt_signed1,2013-10-28 08:00:11,560925,46940,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8598168,send confirmation receipt_signed2,2013-10-28 08:00:11,560925,46940,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8598168,create procedure confirmation,2013-10-28 08:00:12,560925,46944,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
8598168,send confirmation receipt_signed1,2013-10-28 08:00:12,560925,46944,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
8598168,send confirmation receipt_signed2,2013-10-28 08:00:12,560925,46944,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
8598168,forward to the competent authority,2013-10-28 08:00:13,560925,46942,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
