Case,Timestamp,original_activity,Activity_fixed,label
6799546,2013-04-05 17:48:11,submit decision,submit decision,
6799546,2013-04-05 17:48:53,phase decision sent,phase decision sent,
6853077,2012-12-01 08:00:04,set decision phase suspension decided,keep permanently suspended,
6853077,2013-02-20 08:00:01,register submission date request,register submission date request,
6853077,2013-02-28 19:52:32,phase application received,phase application received,
6853077,2013-02-28 19:54:15,send confirmation receipt,send confirmation receipt,
6853077,2013-02-28 19:54:17,regular procedure without MER,regular procedure without MER,
6853077,2013-02-28 19:54:18,start WABOprocedure,start WABOprocedure,
6853077,2013-02-28 19:54:19,create procedure confirmation,enter senddate procedure confirmation,
6853077,2013-04-04 07:00:06,enter enddate suspension art. 33 WABO,enter enddate suspension art. 33 WABO,
6853077,2013-04-04 07:00:07,set decision phase: suspension cancelled,keep permanently suspended,
6853077,2013-04-05 07:00:06,set decision phase suspension sent,keep permanently suspended,
6853077,2013-04-05 19:24:54,request complete,request complete,
6853077,2013-04-05 19:25:22,phase decision suspended,phase decision sent,
6853077,2013-04-05 19:25:31,send decision suspension,enter senddate decision,
6853077,2013-04-05 19:25:59,phase procedure resumed,phase procedure resumed,
6853077,2013-04-05 19:26:01,creating environmental permit decision,enter senddate decision environmental permit,
6853077,2013-04-08 16:59:02,phase decision sent,phase decision sent,
6853077,2013-04-09 07:00:15,enter senddate decision,enter senddate decision,
6853077,2013-04-09 07:00:16,enter senddate decision environmental permit,enter senddate decision environmental permit,
6853077,2013-04-09 07:00:17,record date of decision environmental permit,enter senddate decision environmental permit,
6853077,2013-04-09 07:00:18,set decision phase decision permitting decided,phase decision sent,
6853077,2013-04-09 07:00:19,start decision phase decision permitting sent,phase decision sent,
6856215,2013-02-26 08:00:04,register submission date request,register submission date request,
6856215,2013-04-09 18:25:40,phase procedure prematurely terminated,phase procedure prematurely terminated,
6856215,2013-04-09 18:49:54,message terminate request,message terminate request,
6856215,2013-04-09 18:50:06,read publication date field,read publication date field,
6888280,2013-02-28 08:00:02,register submission date request,register submission date request,
6888280,2013-03-04 20:13:12,phase application received,phase application received,
6888280,2013-03-04 20:13:13,send confirmation receipt,send confirmation receipt,
6888280,2013-03-04 20:16:56,send confirmation receipt,send confirmation receipt,
6888280,2013-03-04 20:17:01,regular procedure without MER,regular procedure without MER,
6888280,2013-03-04 20:17:02,start WABOprocedure,start WABOprocedure,
6888280,2013-04-22 07:00:12,set decision phase decision permitting decided,phase decision sent,
6888280,2013-04-22 07:00:13,start decision phase decision permitting sent,phase decision sent,
6888280,2013-04-22 17:20:21,request complete,request complete,
6888280,2013-04-22 17:20:31,assessment of content completed,assessment of content completed,
6888280,2013-04-22 17:20:32,phase advice known,phase advice known,
6888280,2013-04-22 17:20:33,grounds for refusal,grounds for refusal,
6888280,2013-04-22 17:20:34,ask stakeholders views,ask stakeholders views,
6888280,2013-04-22 17:20:35,suspension ground applicable,suspension ground applicable,
6888280,2013-04-22 18:45:15,record date of decision environmental permit,enter senddate decision environmental permit,
6888280,2013-04-22 18:45:16,submit decision,submit decision,
6888280,2013-04-22 18:48:00,enter senddate decision environmental permit,enter senddate decision environmental permit,
6888280,2013-04-22 18:48:01,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
6888280,2013-04-22 18:48:07,phase decision sent,phase decision sent,
6903505,2013-03-01 08:00:08,register submission date request,register submission date request,
6903505,2013-03-07 21:42:06,phase application received,phase application received,
6903505,2013-03-07 21:42:07,send confirmation receipt,send confirmation receipt,
6903505,2013-03-07 21:44:26,send confirmation receipt,send confirmation receipt,
6903505,2013-03-07 21:44:28,regular procedure without MER,regular procedure without MER,
6903505,2013-03-07 21:44:29,start WABOprocedure,start WABOprocedure,
6903505,2013-04-08 17:18:16,retrieve missing data,retrieve missing data,
6903505,2013-04-08 17:18:17,phase asked additional information,receive additional information,
6903505,2013-04-22 07:00:14,record date of decision environmental permit,enter senddate decision environmental permit,
6903505,2013-04-22 07:00:15,set decision phase decision permitting decided,phase decision sent,
6903505,2013-04-22 16:21:49,phase additional information received,receive additional information,
6903505,2013-04-22 18:46:31,request complete,request complete,
6903505,2013-04-22 18:46:36,treat subcases content,treat subcases content,
6903505,2013-04-22 18:46:41,phase advice known,phase advice known,
6903505,2013-04-22 19:03:53,creating environmental permit decision,enter senddate decision environmental permit,
6903505,2013-04-23 07:00:01,start decision phase decision permitting sent,phase decision sent,
6903505,2013-04-23 17:26:16,submit decision,submit decision,
6903505,2013-04-23 17:28:48,enter senddate decision environmental permit,enter senddate decision environmental permit,
6903505,2013-04-23 17:28:49,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
6903505,2013-04-23 17:28:56,phase decision sent,phase decision sent,
6942918,2013-03-08 08:00:04,register submission date request,register submission date request,
6942918,2013-03-12 00:20:14,phase application received,phase application received,
6942918,2013-03-12 00:25:12,regular procedure without MER,regular procedure without MER,
6942918,2013-03-12 00:25:13,start WABOprocedure,start WABOprocedure,
6942918,2013-03-12 00:25:14,create procedure confirmation,enter senddate procedure confirmation,
6942918,2013-03-12 08:00:09,enter senddate acknowledgement,enter senddate acknowledgement,
6942918,2013-03-28 17:23:02,retrieve missing data,retrieve missing data,
6942918,2013-06-28 07:00:21,MER present in supplement,MER present in supplement,
6942918,2013-06-28 07:00:22,article 34  WABO applies,article 34  WABO applies,
6942918,2013-06-28 07:00:23,ask stakeholders views,ask stakeholders views,
6942918,2013-06-28 07:00:24,assessment of content completed,assessment of content completed,
6942918,2013-06-28 07:00:25,by law,by law,
6942918,2013-06-28 07:00:26,completed subcases content,treat subcases content,
6942918,2013-06-28 07:00:27,create publication document,create publication document,
6942918,2013-06-28 07:00:28,creating cover letter decision,creating cover letter decision,
6942918,2013-06-28 07:00:29,creating environmental permit decision,enter senddate decision environmental permit,
6942918,2013-06-28 07:00:30,decision date prior to decision,decision date prior to decision,
6942918,2013-06-28 07:00:31,enter receipt of additional data,enter receipt of additional data,
6942918,2013-06-28 07:00:32,enter senddate decision environmental permit,enter senddate decision environmental permit,
6942918,2013-06-28 07:00:33,generating decision environmental permit,enter senddate decision environmental permit,
6942918,2013-06-28 07:00:34,grounds for refusal,grounds for refusal,
6942918,2013-06-28 07:00:35,phase additional information received,receive additional information,
6942918,2013-06-28 07:00:36,phase advice known,phase advice known,
6942918,2013-06-28 07:00:37,phase application receptive,phase application received,
6942918,2013-06-28 07:00:38,phase decision sent,phase decision sent,
6942918,2013-06-28 07:00:39,phase decision taken,phase decision sent,
6942918,2013-06-28 07:00:40,procedure change,procedure change,
6942918,2013-06-28 07:00:41,procedure change after completeness,procedure change after completeness,
6942918,2013-06-28 07:00:42,receive additional information,receive additional information,
6942918,2013-06-28 07:00:43,register objection and appeal periods,register objection and appeal periods,
6942918,2013-06-28 07:00:44,request complete,request complete,
6942918,2013-06-28 07:00:45,send confirmation receipt additional data,send confirmation receipt,
6942918,2013-06-28 07:00:46,send letter in progress,send letter in progress,
6942918,2013-06-28 07:00:47,set decision status,set decision status,
6942918,2013-06-28 07:00:48,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
6942918,2013-06-28 07:00:49,treat subcases content,treat subcases content,
6942918,2013-06-28 07:00:50,updated plan after review,updated plan after review,
6942918,2013-07-01 07:01:12,enter senddate decision,enter senddate decision,
6942918,2013-07-01 07:01:13,enter senddate decision environmental permit,enter senddate decision environmental permit,
6942918,2013-07-01 07:01:14,register date environmental permit decision,enter senddate decision environmental permit,
6942918,2013-07-01 07:01:15,set decision phase decision permitting decided,phase decision sent,
6942918,2013-07-01 07:01:16,start decision phase decision permitting sent,phase decision sent,
6942918,2013-08-15 07:00:01,objections and preliminary injunction in system,objections and preliminary injunction in system,
6942918,2013-08-15 07:00:02,phase objection filed,phase objection filed,
6942918,2013-08-15 07:00:03,treat objection subcase,treat objection subcase,
6942918,2014-05-16 07:00:02,appeal and preliminary injunction in system,objections and preliminary injunction in system,
6942918,2014-05-16 07:00:03,appeal logded,appeal logded,
6942918,2014-05-16 07:00:04,objection subcase completed,objection subcase completed,
6942918,2014-05-16 07:00:05,phase appeal lodged,phase appeal lodged,
6942918,2014-05-16 07:00:06,request for preliminary injunction received,request for preliminary injunction received,
6943694,2013-03-06 08:00:03,register submission date request,register submission date request,
