Case,Activity,Activity_fixed,Timestamp,Resource,label
837,Request info,Request info,2023-11-16 22:47:38,Manager-000006,
837,info received,info received,2023-11-16 23:49:29,,
837,Check for completeness,Check for completeness,2023-11-16 23:49:39,Clerk-000003,
837,Perform checks,Perform checks,2023-11-16 23:52:49,Clerk-000006,
837,Make decision,Make decision,2023-11-16 23:53:52,Manager-000005,
837,notify reject,notify reject,2023-11-17 00:08:48,Manager-000004,
837,review request received,review request received,2023-11-17 00:09:41,,
837,Check for completeness,Check for completeness,2023-11-17 00:09:51,Clerk-000001,
837,Request info,Request info,2023-11-17 00:26:55,Manager-000002,
837,info received,info received,2023-11-17 00:32:23,,
837,Check for completeness,Check for completeness,2023-11-17 00:32:33,Clerk-000005,
837,Perform checks,Perform checks,2023-11-17 00:52:41,Clerk-000002,
837,Make decision,Make decision,2023-11-17 01:01:53,Manager-000001,
837,notify reject,notify reject,2023-11-17 01:03:43,Manager-000006,
837,review request received,review request received,2023-11-17 01:11:07,,
837,Check for completeness,Check for completeness,2023-11-17 01:11:17,Clerk-000006,
837,Perform checks,Perform checks,2023-11-17 01:42:41,Clerk-000005,
837,Make decision,Make decision,2023-11-17 01:45:58,Manager-000002,
837,notify reject,notify reject,2023-11-17 01:51:28,Manager-000003,
837,time out,time out,2023-11-17 01:55:53,,
837,EVENT 13 END,EVENT 13 END,2023-11-17 01:56:03,,
838,Check for completeness,Check for completeness,2023-11-17 00:54:05,Clerk-000004,
838,New online application received,New online application received,2023-11-17 00:54:05,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 00:54:05,,collateral events(Make decision)
838,Request info,Request info,2023-11-17 00:57:12,Manager-000003,
838,Make decision_signed1,Make decision_signed1,2023-11-17 00:57:12,Manager-000003,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 00:57:13,Manager-000003,collateral events(Make decision)
838,info received,info received,2023-11-17 01:05:32,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:05:32,,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:05:33,,collateral events(Make decision)
838,Check for completeness,Check for completeness,2023-11-17 01:05:42,Clerk-000003,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:05:43,Clerk-000003,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:05:43,Clerk-000003,collateral events(Make decision)
838,Request info,Request info,2023-11-17 01:06:13,Manager-000005,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:06:14,Manager-000005,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:06:15,Manager-000005,collateral events(Make decision)
838,info received,info received,2023-11-17 01:22:40,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:22:40,,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:22:41,,collateral events(Make decision)
838,Check for completeness,Check for completeness,2023-11-17 01:22:50,Clerk-000001,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:22:50,Clerk-000001,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:22:50,Clerk-000001,collateral events(Make decision)
838,Request info,Request info,2023-11-17 01:41:03,Manager-000004,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:41:04,Manager-000004,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:41:04,Manager-000004,collateral events(Make decision)
838,info received,info received,2023-11-17 01:46:53,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:46:54,,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:46:55,,collateral events(Make decision)
838,Check for completeness,Check for completeness,2023-11-17 01:47:03,Clerk-000004,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:47:04,Clerk-000004,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:47:05,Clerk-000004,collateral events(Make decision)
838,Request info,Request info,2023-11-17 01:47:20,Manager-000001,
838,Make decision_signed1,Make decision_signed1,2023-11-17 01:47:21,Manager-000001,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 01:47:22,Manager-000001,collateral events(Make decision)
838,info received,info received,2023-11-17 02:04:58,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:04:59,,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:04:59,,collateral events(Make decision)
838,Check for completeness,Check for completeness,2023-11-17 02:05:08,Clerk-000001,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:05:08,Clerk-000001,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:05:09,Clerk-000001,collateral events(Make decision)
838,Perform checks,Perform checks,2023-11-17 02:07:29,Clerk-000006,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:07:30,Clerk-000006,collateral events(Make decision)
838,Make decision,Make decision,2023-11-17 02:07:30,Manager-000005,
838,notify reject,notify reject,2023-11-17 02:15:44,Manager-000004,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:15:45,Manager-000004,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:15:45,Manager-000004,collateral events(Make decision)
838,review request received,review request received,2023-11-17 02:21:11,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:21:11,,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:21:11,,collateral events(Make decision)
838,Check for completeness,Check for completeness,2023-11-17 02:21:21,Clerk-000005,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:21:21,Clerk-000005,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:21:21,Clerk-000005,collateral events(Make decision)
838,Perform checks,Perform checks,2023-11-17 02:29:16,Clerk-000004,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:29:17,Clerk-000004,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:29:17,Clerk-000004,collateral events(Make decision)
838,Make decision,Make decision,2023-11-17 02:29:59,Manager-000002,
838,Notify accept,Notify accept,2023-11-17 02:56:27,Manager-000006,
838,Make decision_signed1,Make decision_signed1,2023-11-17 02:56:28,Manager-000006,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 02:56:28,Manager-000006,collateral events(Make decision)
838,Deliver card,Deliver card,2023-11-17 03:02:34,Manager-000001,
838,Make decision_signed1,Make decision_signed1,2023-11-17 03:02:35,Manager-000001,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 03:02:35,Manager-000001,collateral events(Make decision)
838,EVENT 13 END,EVENT 13 END,2023-11-17 03:06:22,,
838,Make decision_signed1,Make decision_signed1,2023-11-17 03:06:23,,collateral events(Make decision)
838,Make decision_signed2,Make decision_signed2,2023-11-17 03:06:24,,collateral events(Make decision)
839,Check for completeness,Check for completeness,2023-11-17 01:49:16,Clerk-000002,
839,New online application received,New online application received,2023-11-17 01:49:16,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 01:49:17,,collateral events(Make decision)
839,Request info,Request info,2023-11-17 01:52:00,Manager-000006,
839,Make decision_signed1,Make decision_signed1,2023-11-17 01:52:01,Manager-000006,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 01:52:02,Manager-000006,collateral events(Make decision)
839,info received,info received,2023-11-17 02:04:08,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 02:04:09,,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 02:04:09,,collateral events(Make decision)
839,Check for completeness,Check for completeness,2023-11-17 02:04:18,Clerk-000003,
839,Make decision_signed1,Make decision_signed1,2023-11-17 02:04:18,Clerk-000003,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 02:04:19,Clerk-000003,collateral events(Make decision)
839,Request info,Request info,2023-11-17 02:44:24,Manager-000003,
839,Make decision_signed1,Make decision_signed1,2023-11-17 02:44:24,Manager-000003,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 02:44:25,Manager-000003,collateral events(Make decision)
839,info received,info received,2023-11-17 02:46:43,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 02:46:43,,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 02:46:44,,collateral events(Make decision)
839,Check for completeness,Check for completeness,2023-11-17 02:46:53,Clerk-000002,
839,Make decision_signed1,Make decision_signed1,2023-11-17 02:46:53,Clerk-000002,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 02:46:54,Clerk-000002,collateral events(Make decision)
839,Request info,Request info,2023-11-17 03:10:03,Manager-000005,
839,Make decision_signed1,Make decision_signed1,2023-11-17 03:10:04,Manager-000005,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 03:10:04,Manager-000005,collateral events(Make decision)
839,info received,info received,2023-11-17 03:21:17,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 03:21:18,,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 03:21:19,,collateral events(Make decision)
839,Check for completeness,Check for completeness,2023-11-17 03:21:27,Clerk-000001,
839,Make decision_signed1,Make decision_signed1,2023-11-17 03:21:28,Clerk-000001,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 03:21:29,Clerk-000001,collateral events(Make decision)
839,Request info,Request info,2023-11-17 04:28:04,Manager-000003,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:28:04,Manager-000003,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 04:28:05,Manager-000003,collateral events(Make decision)
839,info received,info received,2023-11-17 04:28:43,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:28:44,,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 04:28:44,,collateral events(Make decision)
839,Check for completeness,Check for completeness,2023-11-17 04:28:53,Clerk-000005,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:28:53,Clerk-000005,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 04:28:54,Clerk-000005,collateral events(Make decision)
839,Perform checks,Perform checks,2023-11-17 04:37:18,Clerk-000003,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:37:18,Clerk-000003,collateral events(Make decision)
839,Make decision,Make decision,2023-11-17 04:43:40,Manager-000002,
839,notify reject,notify reject,2023-11-17 04:47:56,Manager-000006,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:47:56,Manager-000006,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 04:47:56,Manager-000006,collateral events(Make decision)
839,time out,time out,2023-11-17 04:48:09,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:48:09,,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 04:48:10,,collateral events(Make decision)
839,EVENT 13 END,EVENT 13 END,2023-11-17 04:48:19,,
839,Make decision_signed1,Make decision_signed1,2023-11-17 04:48:20,,collateral events(Make decision)
839,Make decision_signed2,Make decision_signed2,2023-11-17 04:48:20,,collateral events(Make decision)
840,Check for completeness,Check for completeness,2023-11-17 04:12:12,Clerk-000006,
840,New online application received,New online application received,2023-11-17 04:12:12,,
840,Request info,Request info,2023-11-17 04:13:18,Manager-000004,
840,info received,info received,2023-11-17 04:30:36,,
840,Check for completeness,Check for completeness,2023-11-17 04:30:46,Clerk-000004,
840,Perform checks,Perform checks,2023-11-17 04:52:30,Clerk-000002,
840,Make decision,Make decision,2023-11-17 04:53:16,Manager-000001,
840,Notify accept,Notify accept,2023-11-17 05:05:42,Manager-000005,
840,Deliver card,Deliver card,2023-11-17 05:14:57,Manager-000003,
840,EVENT 13 END,EVENT 13 END,2023-11-17 05:46:49,,
841,Check for completeness,Check for completeness,2023-11-17 05:39:16,Clerk-000006,
841,New online application received,New online application received,2023-11-17 05:39:16,,
841,Make decision_signed1,Make decision_signed1,2023-11-17 05:39:17,,collateral events(Make decision)
841,Perform checks,Perform checks,2023-11-17 05:52:39,Clerk-000001,
841,Make decision_signed1,Make decision_signed1,2023-11-17 05:52:39,Clerk-000001,collateral events(Make decision)
841,Make decision_signed2,Make decision_signed2,2023-11-17 05:52:40,Clerk-000001,collateral events(Make decision)
841,Make decision,Make decision,2023-11-17 05:58:16,Manager-000004,
841,Notify accept,Notify accept,2023-11-17 06:00:11,Manager-000002,
841,Make decision_signed1,Make decision_signed1,2023-11-17 06:00:12,Manager-000002,collateral events(Make decision)
841,Make decision_signed2,Make decision_signed2,2023-11-17 06:00:13,Manager-000002,collateral events(Make decision)
841,Deliver card,Deliver card,2023-11-17 06:00:33,Manager-000006,
841,Make decision_signed1,Make decision_signed1,2023-11-17 06:00:33,Manager-000006,collateral events(Make decision)
841,Make decision_signed2,Make decision_signed2,2023-11-17 06:00:34,Manager-000006,collateral events(Make decision)
841,EVENT 13 END,EVENT 13 END,2023-11-17 06:14:36,,
