Case,Timestamp,Activity,Activity_fixed,label,Resource
660,2023-11-07 15:40:52,EVENT 13 END,EVENT 13 END,,
660,2023-11-07 15:40:52,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
660,2023-11-07 15:40:53,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
661,2023-11-07 14:46:17,Check for completeness,Check for completeness,,Clerk-000003
661,2023-11-07 14:46:17,New online application received,New online application received,,
661,2023-11-07 14:48:38,Perform checks,Perform checks,,Clerk-000005
661,2023-11-07 14:48:52,Make decision,Make decision,,Manager-000004
661,2023-11-07 14:49:34,notify reject,notify reject,,Manager-000005
661,2023-11-07 15:31:25,time out,time out,,
661,2023-11-07 15:31:35,EVENT 13 END,EVENT 13 END,,
662,2023-11-07 14:48:55,Check for completeness,Check for completeness,,Clerk-000006
662,2023-11-07 14:48:55,New online application received,New online application received,,
662,2023-11-07 14:53:16,Request info,Request info,,Manager-000006
662,2023-11-07 14:54:46,info received,info received,,
662,2023-11-07 14:54:56,Check for completeness,Check for completeness,,Clerk-000001
662,2023-11-07 15:03:56,Request info,Request info,,Manager-000001
662,2023-11-07 15:10:29,info received,info received,,
662,2023-11-07 15:10:39,Check for completeness,Check for completeness,,Clerk-000003
662,2023-11-07 15:22:09,Perform checks,Perform checks,,Clerk-000005
662,2023-11-07 15:36:23,Make decision,Make decision,,Manager-000002
662,2023-11-07 15:39:58,notify reject,notify reject,,Manager-000006
662,2023-11-07 15:42:59,time out,time out,,
662,2023-11-07 15:43:09,EVENT 13 END,EVENT 13 END,,
663,2023-11-07 15:52:50,Check for completeness,Check for completeness,,Clerk-000001
663,2023-11-07 15:52:50,New online application received,New online application received,,
663,2023-11-07 15:52:51,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
663,2023-11-07 15:53:06,Perform checks,Perform checks,,Clerk-000004
663,2023-11-07 15:53:07,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
663,2023-11-07 15:53:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
663,2023-11-07 16:06:14,Make decision,Make decision,,Manager-000005
663,2023-11-07 16:22:26,Notify accept,Notify accept,,Manager-000003
663,2023-11-07 16:22:26,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
663,2023-11-07 16:22:27,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
663,2023-11-07 16:38:04,Deliver card,Deliver card,,Manager-000006
663,2023-11-07 16:38:04,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
663,2023-11-07 16:38:05,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
663,2023-11-07 16:45:02,EVENT 13 END,EVENT 13 END,,
663,2023-11-07 16:45:03,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
663,2023-11-07 16:45:04,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
664,2023-11-07 16:06:12,Check for completeness,Check for completeness,,Clerk-000002
664,2023-11-07 16:06:12,New online application received,New online application received,,
664,2023-11-07 16:17:05,Request info,Request info,,Manager-000002
664,2023-11-07 16:44:22,info received,info received,,
664,2023-11-07 16:44:32,Check for completeness,Check for completeness,,Clerk-000004
664,2023-11-07 16:54:06,Perform checks,Perform checks,,Clerk-000002
664,2023-11-07 16:54:44,Make decision,Make decision,,Manager-000002
664,2023-11-07 17:16:40,notify reject,notify reject,,Manager-000006
664,2023-11-07 17:26:41,review request received,review request received,,
664,2023-11-07 17:26:51,Check for completeness,Check for completeness,,Clerk-000004
664,2023-11-07 18:00:48,Request info,Request info,,Manager-000001
664,2023-11-07 18:08:19,info received,info received,,
664,2023-11-07 18:08:29,Check for completeness,Check for completeness,,Clerk-000005
664,2023-11-07 18:21:23,Request info,Request info,,Manager-000003
664,2023-11-07 18:24:25,info received,info received,,
664,2023-11-07 18:24:35,Check for completeness,Check for completeness,,Clerk-000002
664,2023-11-07 18:54:02,Request info,Request info,,Manager-000001
664,2023-11-07 19:40:12,info received,info received,,
664,2023-11-07 19:40:22,Check for completeness,Check for completeness,,Clerk-000001
664,2023-11-07 19:57:38,Request info,Request info,,Manager-000005
664,2023-11-07 20:02:10,info received,info received,,
664,2023-11-07 20:02:20,Check for completeness,Check for completeness,,Clerk-000003
664,2023-11-07 20:25:41,Request info,Request info,,Manager-000004
664,2023-11-07 20:34:11,info received,info received,,
664,2023-11-07 20:34:21,Check for completeness,Check for completeness,,Clerk-000006
664,2023-11-07 20:39:05,Perform checks,Perform checks,,Clerk-000002
664,2023-11-07 20:43:51,Make decision,Make decision,,Manager-000006
664,2023-11-07 20:48:58,Notify accept,Notify accept,,Manager-000003
664,2023-11-07 20:58:46,Deliver card,Deliver card,,Manager-000002
664,2023-11-07 21:06:45,EVENT 13 END,EVENT 13 END,,
665,2023-11-07 16:11:21,Check for completeness,Check for completeness,,Clerk-000003
665,2023-11-07 16:11:21,New online application received,New online application received,,
665,2023-11-07 16:39:57,Perform checks,Perform checks,,Clerk-000001
665,2023-11-07 16:45:42,Make decision,Make decision,,Manager-000004
665,2023-11-07 16:48:06,Notify accept,Notify accept,,Manager-000005
665,2023-11-07 16:56:10,Deliver card,Deliver card,,Manager-000006
665,2023-11-07 16:59:30,EVENT 13 END,EVENT 13 END,,
666,2023-11-07 16:38:01,Check for completeness,Check for completeness,,Clerk-000006
666,2023-11-07 16:38:01,New online application received,New online application received,,
666,2023-11-07 16:39:17,Perform checks,Perform checks,,Clerk-000005
666,2023-11-07 16:41:13,Make decision,Make decision,,Manager-000001
666,2023-11-07 16:48:31,Notify accept,Notify accept,,Manager-000003
666,2023-11-07 17:06:11,Deliver card,Deliver card,,Manager-000004
666,2023-11-07 17:16:52,EVENT 13 END,EVENT 13 END,,
667,2023-11-07 16:58:42,Check for completeness,Check for completeness,,Clerk-000006
667,2023-11-07 16:58:42,New online application received,New online application received,,
667,2023-11-07 17:08:50,Request info,Request info,,Manager-000001
667,2023-11-07 17:27:16,info received,info received,,
667,2023-11-07 17:27:26,Check for completeness,Check for completeness,,Clerk-000002
667,2023-11-07 17:28:35,Perform checks,Perform checks,,Clerk-000006
667,2023-11-07 17:37:03,Make decision,Make decision,,Manager-000002
667,2023-11-07 17:41:30,Notify accept,Notify accept,,Manager-000004
667,2023-11-07 17:56:03,Deliver card,Deliver card,,Manager-000006
667,2023-11-07 18:22:48,EVENT 13 END,EVENT 13 END,,
668,2023-11-07 17:07:30,Check for completeness,Check for completeness,,Clerk-000003
668,2023-11-07 17:07:30,New online application received,New online application received,,
668,2023-11-07 17:07:30,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
668,2023-11-07 17:13:27,Request info,Request info,,Manager-000005
668,2023-11-07 17:13:27,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
668,2023-11-07 17:13:28,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
668,2023-11-07 17:16:38,info received,info received,,
668,2023-11-07 17:16:38,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
668,2023-11-07 17:16:38,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
668,2023-11-07 17:16:48,Check for completeness,Check for completeness,,Clerk-000005
668,2023-11-07 17:16:48,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
668,2023-11-07 17:16:49,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
668,2023-11-07 17:17:50,Perform checks,Perform checks,,Clerk-000001
668,2023-11-07 17:17:50,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
668,2023-11-07 17:17:50,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
668,2023-11-07 17:22:47,Make decision,Make decision,,Manager-000003
668,2023-11-07 17:31:33,notify reject,notify reject,,Manager-000005
668,2023-11-07 17:31:33,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
668,2023-11-07 17:31:34,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
668,2023-11-07 17:32:34,time out,time out,,
668,2023-11-07 17:32:35,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
668,2023-11-07 17:32:35,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
668,2023-11-07 17:32:44,EVENT 13 END,EVENT 13 END,,
668,2023-11-07 17:32:45,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
668,2023-11-07 17:32:45,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
669,2023-11-07 18:08:01,Check for completeness,Check for completeness,,Clerk-000003
669,2023-11-07 18:08:01,New online application received,New online application received,,
669,2023-11-07 18:43:17,Perform checks,Perform checks,,Clerk-000006
669,2023-11-07 18:45:40,Make decision,Make decision,,Manager-000002
669,2023-11-07 18:50:32,notify reject,notify reject,,Manager-000004
669,2023-11-07 19:08:16,time out,time out,,
669,2023-11-07 19:08:26,EVENT 13 END,EVENT 13 END,,
670,2023-11-07 18:13:02,Check for completeness,Check for completeness,,Clerk-000001
670,2023-11-07 18:13:02,New online application received,New online application received,,
670,2023-11-07 18:34:04,Request info,Request info,,Manager-000005
670,2023-11-07 18:56:08,info received,info received,,
670,2023-11-07 18:56:18,Check for completeness,Check for completeness,,Clerk-000004
670,2023-11-07 19:01:39,Perform checks,Perform checks,,Clerk-000005
670,2023-11-07 19:12:21,Make decision,Make decision,,Manager-000006
670,2023-11-07 19:13:07,Notify accept,Notify accept,,Manager-000003
670,2023-11-07 19:17:16,Deliver card,Deliver card,,Manager-000002
670,2023-11-07 19:18:46,EVENT 13 END,EVENT 13 END,,
671,2023-11-07 22:46:07,Check for completeness,Check for completeness,,Clerk-000004
671,2023-11-07 22:46:07,New online application received,New online application received,,
671,2023-11-07 22:47:49,Perform checks,Perform checks,,Clerk-000005
671,2023-11-07 22:49:54,Make decision,Make decision,,Manager-000001
671,2023-11-07 22:49:59,Notify accept,Notify accept,,Manager-000005
671,2023-11-07 23:02:35,Deliver card,Deliver card,,Manager-000004
671,2023-11-07 23:09:27,EVENT 13 END,EVENT 13 END,,
672,2023-11-07 23:33:36,Check for completeness,Check for completeness,,Clerk-000001
672,2023-11-07 23:33:36,New online application received,New online application received,,
672,2023-11-07 23:33:36,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
672,2023-11-08 00:12:04,Perform checks,Perform checks,,Clerk-000003
672,2023-11-08 00:12:05,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
672,2023-11-08 00:12:05,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
672,2023-11-08 00:42:30,Make decision,Make decision,,Manager-000001
672,2023-11-08 00:55:03,Notify accept,Notify accept,,Manager-000004
672,2023-11-08 00:55:03,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
672,2023-11-08 00:55:04,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
672,2023-11-08 01:09:32,Deliver card,Deliver card,,Manager-000003
672,2023-11-08 01:09:32,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
672,2023-11-08 01:09:33,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
672,2023-11-08 01:32:35,EVENT 13 END,EVENT 13 END,,
672,2023-11-08 01:32:36,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
672,2023-11-08 01:32:36,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
673,2023-11-08 00:16:26,Check for completeness,Check for completeness,,Clerk-000006
673,2023-11-08 00:16:26,New online application received,New online application received,,
673,2023-11-08 00:16:26,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
673,2023-11-08 00:32:31,Perform checks,Perform checks,,Clerk-000004
673,2023-11-08 00:32:32,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
673,2023-11-08 00:32:32,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
673,2023-11-08 00:35:55,Make decision,Make decision,,Manager-000003
673,2023-11-08 00:36:53,Notify accept,Notify accept,,Manager-000002
673,2023-11-08 00:36:53,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
673,2023-11-08 00:36:54,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
673,2023-11-08 00:45:12,Deliver card,Deliver card,,Manager-000005
673,2023-11-08 00:45:12,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
673,2023-11-08 00:45:13,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
673,2023-11-08 00:50:46,EVENT 13 END,EVENT 13 END,,
673,2023-11-08 00:50:47,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
673,2023-11-08 00:50:48,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
674,2023-11-08 00:28:57,Check for completeness,Check for completeness,,Clerk-000002
674,2023-11-08 00:28:57,New online application received,New online application received,,
674,2023-11-08 00:33:25,Request info,Request info,,Manager-000006
674,2023-11-08 00:36:46,info received,info received,,
674,2023-11-08 00:36:56,Check for completeness,Check for completeness,,Clerk-000005
674,2023-11-08 00:52:36,Perform checks,Perform checks,,Clerk-000001
674,2023-11-08 00:56:25,Make decision,Make decision,,Manager-000006
674,2023-11-08 01:11:35,notify reject,notify reject,,Manager-000002
674,2023-11-08 01:11:52,review request received,review request received,,
674,2023-11-08 01:12:02,Check for completeness,Check for completeness,,Clerk-000006
