Case,Timestamp,Activity,Resource,label,Activity_fixed
560,2023-11-01 06:10:33,Request info,Manager-000002,,Request info
560,2023-11-01 06:10:34,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
560,2023-11-01 06:20:20,info received,,,info received
560,2023-11-01 06:20:21,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
560,2023-11-01 06:20:30,Check for completeness,Clerk-000001,,Check for completeness
560,2023-11-01 06:20:31,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
560,2023-11-01 06:29:33,Perform checks,Clerk-000003,,Perform checks
560,2023-11-01 06:29:34,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
560,2023-11-01 07:13:45,Make decision,Manager-000006,,Make decision
560,2023-11-01 07:14:31,Notify accept,Manager-000002,,Notify accept
560,2023-11-01 07:14:32,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
560,2023-11-01 07:22:24,Deliver card,Manager-000001,,Deliver card
560,2023-11-01 07:22:25,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
560,2023-11-01 07:25:42,EVENT 13 END,,,EVENT 13 END
560,2023-11-01 07:25:42,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
561,2023-11-01 04:54:51,Check for completeness,Clerk-000002,,Check for completeness
561,2023-11-01 04:54:51,New online application received,,,New online application received
561,2023-11-01 05:03:26,Request info,Manager-000002,,Request info
561,2023-11-01 05:19:21,info received,,,info received
561,2023-11-01 05:19:31,Check for completeness,Clerk-000003,,Check for completeness
561,2023-11-01 05:29:12,Perform checks,Clerk-000005,,Perform checks
561,2023-11-01 05:31:41,Make decision,Manager-000001,,Make decision
561,2023-11-01 05:55:10,notify reject,Manager-000004,,notify reject
561,2023-11-01 05:56:26,time out,,,time out
561,2023-11-01 05:56:36,EVENT 13 END,,,EVENT 13 END
562,2023-11-01 06:27:51,Check for completeness,Clerk-000006,,Check for completeness
562,2023-11-01 06:27:51,New online application received,,,New online application received
562,2023-11-01 06:35:41,Perform checks,Clerk-000005,,Perform checks
562,2023-11-01 06:52:15,Make decision,Manager-000003,,Make decision
562,2023-11-01 07:05:18,Notify accept,Manager-000001,,Notify accept
562,2023-11-01 07:09:30,Deliver card,Manager-000004,,Deliver card
562,2023-11-01 07:26:33,EVENT 13 END,,,EVENT 13 END
563,2023-11-01 06:46:35,Check for completeness,Clerk-000004,,Check for completeness
563,2023-11-01 06:46:35,New online application received,,,New online application received
563,2023-11-01 06:46:36,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
563,2023-11-01 06:46:46,Perform checks,Clerk-000002,,Perform checks
563,2023-11-01 06:46:47,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
563,2023-11-01 06:56:55,Make decision,Manager-000005,,Make decision
563,2023-11-01 07:20:04,Notify accept,Manager-000003,,Notify accept
563,2023-11-01 07:20:05,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
563,2023-11-01 07:46:17,Deliver card,Manager-000006,,Deliver card
563,2023-11-01 07:46:17,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
563,2023-11-01 08:00:20,EVENT 13 END,,,EVENT 13 END
563,2023-11-01 08:00:20,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
564,2023-11-01 08:57:52,Check for completeness,Clerk-000001,,Check for completeness
564,2023-11-01 08:57:52,New online application received,,,New online application received
564,2023-11-01 09:02:38,Request info,Manager-000005,,Request info
564,2023-11-01 09:21:16,info received,,,info received
564,2023-11-01 09:21:26,Check for completeness,Clerk-000005,,Check for completeness
564,2023-11-01 09:24:22,Request info,Manager-000004,,Request info
564,2023-11-01 09:30:22,info received,,,info received
564,2023-11-01 09:30:32,Check for completeness,Clerk-000002,,Check for completeness
564,2023-11-01 09:33:28,Request info,Manager-000003,,Request info
564,2023-11-01 09:38:18,info received,,,info received
564,2023-11-01 09:38:28,Check for completeness,Clerk-000003,,Check for completeness
564,2023-11-01 09:41:25,Request info,Manager-000006,,Request info
564,2023-11-01 09:43:57,info received,,,info received
564,2023-11-01 09:44:07,Check for completeness,Clerk-000001,,Check for completeness
564,2023-11-01 09:44:49,Perform checks,Clerk-000006,,Perform checks
564,2023-11-01 09:45:02,Make decision,Manager-000002,,Make decision
564,2023-11-01 10:05:36,notify reject,Manager-000001,,notify reject
564,2023-11-01 10:18:01,time out,,,time out
564,2023-11-01 10:18:11,EVENT 13 END,,,EVENT 13 END
565,2023-11-01 09:01:40,Check for completeness,Clerk-000006,,Check for completeness
565,2023-11-01 09:01:40,New online application received,,,New online application received
565,2023-11-01 09:07:30,Perform checks,Clerk-000004,,Perform checks
565,2023-11-01 09:16:17,Make decision,Manager-000002,,Make decision
565,2023-11-01 09:17:52,notify reject,Manager-000001,,notify reject
565,2023-11-01 09:19:35,time out,,,time out
565,2023-11-01 09:19:45,EVENT 13 END,,,EVENT 13 END
566,2023-11-01 10:09:23,Check for completeness,Clerk-000004,,Check for completeness
566,2023-11-01 10:09:23,New online application received,,,New online application received
566,2023-11-01 10:09:24,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:11:36,Request info,Manager-000005,,Request info
566,2023-11-01 10:11:36,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:20:44,info received,,,info received
566,2023-11-01 10:20:44,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:20:54,Check for completeness,Clerk-000005,,Check for completeness
566,2023-11-01 10:20:54,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:23:58,Request info,Manager-000004,,Request info
566,2023-11-01 10:23:58,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:34:10,info received,,,info received
566,2023-11-01 10:34:10,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:34:20,Check for completeness,Clerk-000002,,Check for completeness
566,2023-11-01 10:34:20,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
566,2023-11-01 10:53:47,Perform checks,Clerk-000003,,Perform checks
566,2023-11-01 10:53:47,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
566,2023-11-01 11:14:18,Make decision,Manager-000003,,Make decision
566,2023-11-01 11:23:15,notify reject,Manager-000006,,notify reject
566,2023-11-01 11:23:15,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
566,2023-11-01 11:28:18,review request received,,,review request received
566,2023-11-01 11:28:18,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 11:28:28,Check for completeness,Clerk-000001,,Check for completeness
566,2023-11-01 11:28:28,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
566,2023-11-01 11:30:23,Perform checks,Clerk-000006,,Perform checks
566,2023-11-01 11:30:23,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
566,2023-11-01 11:55:28,Make decision,Manager-000002,,Make decision
566,2023-11-01 12:01:48,notify reject,Manager-000001,,notify reject
566,2023-11-01 12:01:48,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
566,2023-11-01 12:22:00,review request received,,,review request received
566,2023-11-01 12:22:00,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 12:22:10,Check for completeness,Clerk-000004,,Check for completeness
566,2023-11-01 12:22:11,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
566,2023-11-01 12:49:32,Request info,Manager-000005,,Request info
566,2023-11-01 12:49:32,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
566,2023-11-01 12:56:57,info received,,,info received
566,2023-11-01 12:56:58,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 12:57:07,Check for completeness,Clerk-000002,,Check for completeness
566,2023-11-01 12:57:07,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:03:02,Request info,Manager-000004,,Request info
566,2023-11-01 13:03:03,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:16:43,info received,,,info received
566,2023-11-01 13:16:43,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:16:53,Check for completeness,Clerk-000003,,Check for completeness
566,2023-11-01 13:16:53,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:26:11,Perform checks,Clerk-000006,,Perform checks
566,2023-11-01 13:26:11,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:29:22,Make decision,Manager-000006,,Make decision
566,2023-11-01 13:29:27,Notify accept,Manager-000002,,Notify accept
566,2023-11-01 13:29:28,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:40:23,Deliver card,Manager-000001,,Deliver card
566,2023-11-01 13:40:24,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
566,2023-11-01 13:40:39,EVENT 13 END,,,EVENT 13 END
566,2023-11-01 13:40:39,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
567,2023-11-01 12:43:11,Check for completeness,Clerk-000005,,Check for completeness
567,2023-11-01 12:43:11,New online application received,,,New online application received
567,2023-11-01 12:43:11,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
567,2023-11-01 13:05:41,Request info,Manager-000003,,Request info
567,2023-11-01 13:05:41,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
567,2023-11-01 13:17:34,info received,,,info received
567,2023-11-01 13:17:35,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
567,2023-11-01 13:17:44,Check for completeness,Clerk-000001,,Check for completeness
567,2023-11-01 13:17:45,Make decision_signed2,Clerk-000001,collateral events(Make decision),Make decision_signed2
567,2023-11-01 13:33:43,Perform checks,Clerk-000004,,Perform checks
567,2023-11-01 13:33:43,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
567,2023-11-01 13:55:28,Make decision,Manager-000005,,Make decision
567,2023-11-01 14:06:52,Notify accept,Manager-000004,,Notify accept
567,2023-11-01 14:06:52,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
567,2023-11-01 14:11:42,Deliver card,Manager-000003,,Deliver card
567,2023-11-01 14:11:43,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
567,2023-11-01 14:24:07,EVENT 13 END,,,EVENT 13 END
567,2023-11-01 14:24:07,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
568,2023-11-01 14:36:11,Check for completeness,Clerk-000002,,Check for completeness
568,2023-11-01 14:36:11,New online application received,,,New online application received
568,2023-11-01 14:36:11,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
568,2023-11-01 14:37:04,Perform checks,Clerk-000005,,Perform checks
568,2023-11-01 14:37:04,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
568,2023-11-01 14:51:19,Make decision,Manager-000006,,Make decision
568,2023-11-01 15:16:56,Notify accept,Manager-000002,,Notify accept
568,2023-11-01 15:16:56,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
568,2023-11-01 15:26:30,Deliver card,Manager-000005,,Deliver card
568,2023-11-01 15:26:30,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
568,2023-11-01 15:31:16,EVENT 13 END,,,EVENT 13 END
568,2023-11-01 15:31:17,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:11:49,Check for completeness,Clerk-000003,,Check for completeness
569,2023-11-01 15:11:49,New online application received,,,New online application received
569,2023-11-01 15:11:50,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:25:04,Request info,Manager-000001,,Request info
569,2023-11-01 15:25:05,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:29:08,info received,,,info received
569,2023-11-01 15:29:09,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:29:18,Check for completeness,Clerk-000006,,Check for completeness
569,2023-11-01 15:29:19,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:38:25,Request info,Manager-000004,,Request info
569,2023-11-01 15:38:26,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:48:27,info received,,,info received
569,2023-11-01 15:48:27,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:48:37,Check for completeness,Clerk-000001,,Check for completeness
569,2023-11-01 15:48:37,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:51:31,Request info,Manager-000003,,Request info
569,2023-11-01 15:51:31,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:58:11,info received,,,info received
569,2023-11-01 15:58:11,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
569,2023-11-01 15:58:21,Check for completeness,Clerk-000004,,Check for completeness
569,2023-11-01 15:58:22,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
569,2023-11-01 16:00:02,Perform checks,Clerk-000002,,Perform checks
569,2023-11-01 16:00:02,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
