Case,Activity,Timestamp,Activity_fixed,label,Resource
7865622,create letter requesting missing data,2013-08-09 07:00:08,create letter requesting missing data,,3273854
7865622,create subcases completeness,2013-08-09 07:00:09,treat subcases content,,3273854
7865622,phase asked additional information,2013-08-09 07:00:10,receive additional information,,3273854
7865622,procedure change,2013-08-09 07:00:11,procedure change,,3273854
7865622,request complete,2013-08-09 07:00:12,request complete,,3273854
7865622,retrieve missing data,2013-08-09 07:00:13,retrieve missing data,,3273854
7865622,term for supplying missing data,2013-08-09 07:00:14,term for supplying missing data,,3273854
7865622,MER present in supplement,2013-08-12 07:00:45,MER present in supplement,,560872
7865622,enter receipt of additional data,2013-08-12 07:00:46,enter receipt of additional data,,560872
7865622,phase additional information received,2013-08-12 07:00:47,receive additional information,,560872
7865622,receive additional information,2013-08-12 07:00:48,receive additional information,,560872
7865622,send confirmation receipt additional data,2013-08-12 07:00:49,send confirmation receipt,,560872
7865622,article 34  WABO applies,2013-09-02 07:00:31,article 34  WABO applies,,3273854
7865622,ask stakeholders views,2013-09-02 07:00:32,ask stakeholders views,,3273854
7865622,assessment of content completed,2013-09-02 07:00:33,assessment of content completed,,3273854
7865622,by law,2013-09-02 07:00:34,by law,,3273854
7865622,completed subcases content,2013-09-02 07:00:35,treat subcases content,,3273854
7865622,coordination of application,2013-09-02 07:00:36,coordination of application,,3273854
7865622,creating cover letter decision,2013-09-02 07:00:37,creating cover letter decision,,560890
7865622,creating environmental permit decision,2013-09-02 07:00:38,enter senddate decision environmental permit,,3273854
7865622,decision date prior to decision,2013-09-02 07:00:39,decision date prior to decision,,3273854
7865622,enter senddate decision,2013-09-02 07:00:40,enter senddate decision,,560890
7865622,enter senddate decision environmental permit,2013-09-02 07:00:41,enter senddate decision environmental permit,,560890
7865622,generating decision environmental permit,2013-09-02 07:00:42,enter senddate decision environmental permit,,560890
7865622,grounds for refusal,2013-09-02 07:00:43,grounds for refusal,,3273854
7865622,phase advice known,2013-09-02 07:00:44,phase advice known,,3273854
7865622,phase application receptive,2013-09-02 07:00:45,phase application received,,3273854
7865622,phase decision ready,2013-09-02 07:00:46,phase decision sent,,560890
7865622,phase decision sent,2013-09-02 07:00:47,phase decision sent,,560890
7865622,phase decision taken,2013-09-02 07:00:48,phase decision sent,,560890
7865622,procedure change,2013-09-02 07:00:49,procedure change,,3273854
7865622,procedure change after completeness,2013-09-02 07:00:50,procedure change after completeness,,3273854
7865622,register objection and appeal periods,2013-09-02 07:00:51,register objection and appeal periods,,560890
7865622,request complete,2013-09-02 07:00:52,request complete,,3273854
7865622,send letter in progress,2013-09-02 07:00:53,send letter in progress,,3273854
7865622,set decision status,2013-09-02 07:00:54,set decision status,,3273854
7865622,submit decision,2013-09-02 07:00:55,submit decision,,560890
7865622,suspension ground applicable,2013-09-02 07:00:56,suspension ground applicable,,3273854
7865622,transcript decision environmental permit to stakeholders,2013-09-02 07:00:57,transcript decision environmental permit to stakeholders,,560890
7865622,treat subcases content,2013-09-02 07:00:58,treat subcases content,,3273854
7865622,enter senddate decision environmental permit,2013-09-03 07:00:32,enter senddate decision environmental permit,,560890
7865622,record date of decision environmental permit,2013-09-03 07:00:33,enter senddate decision environmental permit,,560890
7865622,set decision phase decision permitting decided,2013-09-03 07:00:34,phase decision sent,,560890
7865622,start decision phase decision permitting sent,2013-09-03 07:00:35,phase decision sent,,560890
7868178,register submission date request,2013-07-12 07:00:14,register submission date request,,560872
7868178,OLO messaging active,2013-07-15 07:00:20,OLO messaging active,,560872
7868178,create procedure confirmation,2013-07-15 07:00:21,enter senddate procedure confirmation,,560872
7868178,create publication document,2013-07-15 07:00:22,create publication document,,560872
7868178,forward to the competent authority,2013-07-15 07:00:23,forward to the competent authority,,560872
7868178,phase application received,2013-07-15 07:00:24,phase application received,,560872
7868178,registration date publication,2013-07-15 07:00:25,registration date publication,,560872
7868178,regular procedure without MER,2013-07-15 07:00:26,regular procedure without MER,,560872
7868178,send confirmation receipt,2013-07-15 07:00:27,send confirmation receipt,,560872
7868178,send confirmation receipt,2013-07-15 07:00:28,send confirmation receipt,,560872
7868178,start WABOprocedure,2013-07-15 07:00:29,start WABOprocedure,,560872
7868178,create letter requesting missing data,2013-08-06 07:00:36,create letter requesting missing data,,3273854
7868178,create subcases completeness,2013-08-06 07:00:37,treat subcases content,,3273854
7868178,procedure change,2013-08-06 07:00:38,procedure change,,3273854
7868178,request complete,2013-08-06 07:00:39,request complete,,3273854
7868178,retrieve missing data,2013-08-06 07:00:40,retrieve missing data,,3273854
7868178,start WABOprocedure,2013-08-06 07:00:41,start WABOprocedure,,3273854
7868178,term for supplying missing data,2013-08-06 07:00:42,term for supplying missing data,,3273854
7868178,enter senddate retrieve missing data,2013-08-12 07:00:50,retrieve missing data,,3273854
7868178,enter receipt of additional data,2013-09-27 07:00:12,enter receipt of additional data,,3273854
7868178,phase additional information received,2013-09-27 07:00:13,receive additional information,,3273854
7868178,phase asked additional information,2013-09-27 07:00:14,receive additional information,,3273854
7868178,receive additional information,2013-09-27 07:00:15,receive additional information,,3273854
7876404,set decision phase decision permitting decided,2013-07-16 07:00:01,phase decision sent,,560872
7876404,start decision phase decision permitting sent,2013-07-16 07:00:02,phase decision sent,,560872
7876404,OLO messaging active,2013-07-17 07:00:10,OLO messaging active,,560872
7876404,article 34  WABO applies,2013-07-17 07:00:11,article 34  WABO applies,,560872
7876404,ask stakeholders views,2013-07-17 07:00:12,ask stakeholders views,,560872
7876404,assessment of content completed,2013-07-17 07:00:13,assessment of content completed,,560872
7876404,by law,2013-07-17 07:00:14,by law,,560872
7876404,completed subcases content,2013-07-17 07:00:15,treat subcases content,,560872
7876404,coordination of application,2013-07-17 07:00:16,coordination of application,,560872
7876404,create procedure confirmation,2013-07-17 07:00:17,enter senddate procedure confirmation,,560872
7876404,create subcases completeness,2013-07-17 07:00:18,treat subcases content,,560872
7876404,creating cover letter decision,2013-07-17 07:00:19,creating cover letter decision,,560872
7876404,creating environmental permit decision,2013-07-17 07:00:20,enter senddate decision environmental permit,,560872
7876404,decision date prior to decision,2013-07-17 07:00:21,decision date prior to decision,,560872
7876404,enter senddate decision,2013-07-17 07:00:22,enter senddate decision,,560872
7876404,enter senddate decision environmental permit,2013-07-17 07:00:23,enter senddate decision environmental permit,,560872
7876404,forward to the competent authority,2013-07-17 07:00:24,forward to the competent authority,,560872
7876404,generating decision environmental permit,2013-07-17 07:00:25,enter senddate decision environmental permit,,560872
7876404,grounds for refusal,2013-07-17 07:00:26,grounds for refusal,,560872
7876404,phase advice known,2013-07-17 07:00:27,phase advice known,,560872
7876404,phase application received,2013-07-17 07:00:28,phase application received,,560872
7876404,phase application receptive,2013-07-17 07:00:29,phase application received,,560872
7876404,phase decision ready,2013-07-17 07:00:30,phase decision sent,,560872
7876404,phase decision sent,2013-07-17 07:00:31,phase decision sent,,560872
7876404,phase decision taken,2013-07-17 07:00:32,phase decision sent,,560872
7876404,procedure change,2013-07-17 07:00:33,procedure change,,560872
7876404,procedure change,2013-07-17 07:00:34,procedure change,,560872
7876404,register objection and appeal periods,2013-07-17 07:00:35,register objection and appeal periods,,560872
7876404,register submission date request,2013-07-17 07:00:36,register submission date request,,560872
7876404,regular procedure without MER,2013-07-17 07:00:37,regular procedure without MER,,560872
7876404,request complete,2013-07-17 07:00:38,request complete,,560872
7876404,send confirmation receipt,2013-07-17 07:00:39,send confirmation receipt,,560872
7876404,send confirmation receipt,2013-07-17 07:00:40,send confirmation receipt,,560872
7876404,send letter in progress,2013-07-17 07:00:41,send letter in progress,,560872
7876404,set decision status,2013-07-17 07:00:42,set decision status,,560872
7876404,start WABOprocedure,2013-07-17 07:00:43,start WABOprocedure,,560872
7876404,submit decision,2013-07-17 07:00:44,submit decision,,560872
7876404,suspension ground applicable,2013-07-17 07:00:45,suspension ground applicable,,560872
7876404,transcript decision environmental permit to stakeholders,2013-07-17 07:00:46,transcript decision environmental permit to stakeholders,,560872
7876404,treat subcases content,2013-07-17 07:00:47,treat subcases content,,560872
7876404,register deadline,2013-09-06 07:00:03,register deadline,,560872
7876404,set phase: phase permitting irrevocable,2013-09-06 07:00:04,set phase: phase permitting irrevocable,,560872
7876404,close case,2013-10-07 07:00:19,close case,,560872
7876404,objection lodged against decision,2013-10-07 07:00:20,objection lodged against decision,,560872
7876404,phase archived case,2013-10-07 07:00:21,phase archived case,,560872
7876404,phase case handled,2013-10-07 07:00:22,phase case handled,,560872
7876404,phase decision irrevocable,2013-10-07 07:00:23,phase decision irrevocable,,560872
7876404,read publication date field,2013-10-07 07:00:24,read publication date field,,560872
7876404,read publication date field,2013-10-07 07:00:25,read publication date field,,560872
7876404,registration date publication,2013-10-07 07:00:26,registration date publication,,560872
7876404,stop all running subcases 2b,2013-10-07 07:00:27,stop all running subcases 2b,,560872
7945125,register submission date request,2013-07-25 07:00:05,register submission date request,,560912
