Case,Activity,Timestamp,Resource,Event,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,Activity_fixed
7205355,article 34  WABO applies,2013-05-28 07:00:34,2670601,41621,,article 34  WABO applies,0,article 34  WABO appl,article 34 wabo appl,article 34  WABO appl,0,article 34  WABO appl
7205355,ask stakeholders views,2013-05-28 07:00:35,2670601,41623,,ask stakeholders views,0,ask stakeholders view,ask stakeholders view,ask stakeholders view,0,ask stakeholders view
7205355,assessment of content completed,2013-05-28 07:00:36,2670601,41631,,assessment of content completed,0,assessment of content compl,assessment of content compl,assessment of content compl,0,assessment of content compl
7205355,by law,2013-05-28 07:00:37,2670601,41626,,by law,0,by law,by law,by law,0,by law
7205355,completed subcases content,2013-05-28 07:00:38,2670601,41639,,completed subcases content,0,completed subcases conten,completed subcases conten,treat subcases conten,1,treat subcases conten
7205355,coordination of application,2013-05-28 07:00:39,2670601,41625,,coordination of application,0,coordination of application,coordination of application,coordination of application,0,coordination of application
7205355,create publication document,2013-05-28 07:00:40,560890,41628,,create publication document,0,create publication documen,create publication documen,create publication documen,0,create publication documen
7205355,create subcases completeness,2013-05-28 07:00:41,2670601,41610,,create subcases completeness,0,create subcases completen,create subcases completen,treat subcases conten,1,treat subcases conten
7205355,create subcases present decision,2013-05-28 07:00:42,2670601,41612,,create subcases present decision,0,create subcases present decision,create subcases present decision,create subcases present decision,0,create subcases present decision
7205355,creating cover letter decision,2013-05-28 07:00:43,560890,41615,,creating cover letter decision,0,creating cover letter decision,creating cover letter decision,creating cover letter decision,0,creating cover letter decision
7205355,creating environmental permit decision,2013-05-28 07:00:44,2670601,41640,,creating environmental permit decision,0,creating environmental permit decision,creating environmental permit decision,enter senddate decision environmental perm,1,enter senddate decision environmental perm
7205355,decision date prior to decision,2013-05-28 07:00:45,2670601,41627,,decision date prior to decision,0,decision date prior to decision,decision date prior to decision,decision date prior to decision,0,decision date prior to decision
7205355,enrich decision,2013-05-28 07:00:46,2670601,41613,,enrich decision,0,enrich decision,enrich decision,enrich draft decision,1,enrich draft decision
7205355,enter senddate decision environmental permit,2013-05-28 07:00:47,560890,41642,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
7205355,generating decision environmental permit,2013-05-28 07:00:48,2670601,41644,,generating decision environmental permit,0,generating decision environmental perm,generating decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
7205355,grounds for refusal,2013-05-28 07:00:49,2670601,41622,,grounds for refusal,0,grounds for refusal,grounds for refusal,grounds for refusal,0,grounds for refusal
7205355,phase advice known,2013-05-28 07:00:50,2670601,41638,,phase advice known,0,phase advice known,phase advice known,phase advice known,0,phase advice known
7205355,phase application receptive,2013-05-28 07:00:51,2670601,41641,,phase application receptive,0,phase application receptiv,phase application receptiv,phase application receiv,1,phase application receiv
7205355,phase concept decision ready,2013-05-28 07:00:52,2670601,41635,,phase concept decision ready,0,phase concept decision ready,phase concept decision ready,phase decision sen,1,phase decision sen
7205355,phase decision ready,2013-05-28 07:00:53,2670601,41630,,phase decision ready,0,phase decision ready,phase decision ready,phase decision sen,1,phase decision sen
7205355,phase decision sent,2013-05-28 07:00:54,560890,41636,,phase decision sent,0,phase decision sen,phase decision sen,phase decision sen,0,phase decision sen
7205355,phase decision taken,2013-05-28 07:00:55,560890,41634,,phase decision taken,0,phase decision taken,phase decision taken,phase decision sen,1,phase decision sen
7205355,procedure change,2013-05-28 07:00:56,2670601,41616,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
7205355,procedure change,2013-05-28 07:00:57,2670601,41620,,procedure change,0,procedure chang,procedure chang,procedure chang,0,procedure chang
7205355,procedure change after completeness,2013-05-28 07:00:58,2670601,41618,,procedure change after completeness,0,procedure change after completen,procedure change after completen,procedure change after completen,0,procedure change after completen
7205355,register objection and appeal periods,2013-05-28 07:00:59,560890,41614,,register objection and appeal periods,0,register objection and appeal p,register objection and appeal p,register objection and appeal p,0,register objection and appeal p
7205355,request complete,2013-05-28 07:01:00,2670601,41617,,request complete,0,request compl,request compl,request compl,0,request compl
7205355,send letter in progress,2013-05-28 07:01:01,2670601,41619,,send letter in progress,0,send letter in prog,send letter in prog,send letter in prog,0,send letter in prog
7205355,set decision phase decision permitting decided,2013-05-28 07:01:02,560890,41643,,set decision phase decision permitting decided,0,set decision phase decision permitting dec,set decision phase decision permitting dec,phase decision sen,1,phase decision sen
7205355,set decision status,2013-05-28 07:01:03,2670601,41637,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
7205355,start decision phase decision permitting sent,2013-05-28 07:01:04,560890,41633,,start decision phase decision permitting sent,0,start decision phase decision permitting sen,start decision phase decision permitting sen,phase decision sen,1,phase decision sen
7205355,submit decision,2013-05-28 07:01:05,2670601,41611,,submit decision,0,submit decision,submit decision,submit decision,0,submit decision
7205355,suspension ground applicable,2013-05-28 07:01:06,2670601,41624,,suspension ground applicable,0,suspension ground applicabl,suspension ground applicabl,suspension ground applicabl,0,suspension ground applicabl
7205355,transcript decision environmental permit to stakeholders,2013-05-28 07:01:07,560890,41632,,transcript decision environmental permit to stakeholders,0,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,0,transcript decision environmental permit to stakehol
7205355,treat subcases content,2013-05-28 07:01:08,2670601,41629,,treat subcases content,0,treat subcases conten,treat subcases conten,treat subcases conten,0,treat subcases conten
