Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
6941059,send confirmation receipt_signed1,2013-06-13 07:00:15,560872,39716,collateral events(send confirmation receipt),send confirmation receipt_signed1
6941059,phase case handled,2013-06-13 07:00:16,560872,39719,,phase case handled
6941059,phase decision irrevocable,2013-06-13 07:00:17,560872,39721,,phase decision irrevocable
6941059,send confirmation receipt_signed2,2013-06-13 07:00:17,560872,39719,collateral events(send confirmation receipt),send confirmation receipt_signed2
6941059,read publication date field,2013-06-13 07:00:18,560872,39720,,read publication date field
6941059,stop all running subcases 2b,2013-06-13 07:00:19,560872,39718,,stop all running subcases 2b
6941059,send confirmation receipt_signed1,2013-06-13 07:00:19,560872,39718,collateral events(send confirmation receipt),send confirmation receipt_signed1
6942918,register submission date request,2013-03-08 08:00:04,560872,39722,,register submission date request
6942918,phase application received,2013-03-12 00:20:14,560872,39724,,phase application received
6942918,regular procedure without MER,2013-03-12 00:25:12,560872,39728,,regular procedure without MER
6942918,start WABOprocedure,2013-03-12 00:25:13,560872,39729,,start WABOprocedure
6942918,create procedure confirmation,2013-03-12 00:25:14,560872,39730,,create procedure confirmation
6942918,enter senddate acknowledgement,2013-03-12 08:00:09,560872,39732,,enter senddate acknowledgement
6942918,retrieve missing data,2013-03-28 17:23:02,560462,39737,,retrieve missing data
6942918,MER present in supplement,2013-06-28 07:00:21,560462,39743,,MER present in supplement
6942918,article 34  WABO applies,2013-06-28 07:00:22,560462,39748,,article 34  WABO applies
6942918,ask stakeholders views,2013-06-28 07:00:23,560462,39751,,ask stakeholders views
6942918,assessment of content completed,2013-06-28 07:00:24,560462,39760,,assessment of content completed
6942918,by law,2013-06-28 07:00:25,560462,39752,,by law
6942918,completed subcases content,2013-06-28 07:00:26,560462,39767,,completed subcases content
6942918,create publication document,2013-06-28 07:00:27,560462,39756,,create publication document
6942918,creating cover letter decision,2013-06-28 07:00:28,560462,39755,,creating cover letter decision
6942918,creating environmental permit decision,2013-06-28 07:00:29,560462,39762,,creating environmental permit decision
6942918,decision date prior to decision,2013-06-28 07:00:30,560462,39753,,decision date prior to decision
6942918,enter receipt of additional data,2013-06-28 07:00:31,560462,39741,,enter receipt of additional data
6942918,enter senddate decision environmental permit,2013-06-28 07:00:32,560462,39765,,enter senddate decision environmental permit
6942918,generating decision environmental permit,2013-06-28 07:00:33,560462,39759,,generating decision environmental permit
6942918,grounds for refusal,2013-06-28 07:00:34,560462,39749,,grounds for refusal
6942918,phase additional information received,2013-06-28 07:00:35,560462,39766,,phase additional information received
6942918,phase advice known,2013-06-28 07:00:36,560462,39768,,phase advice known
6942918,phase application receptive,2013-06-28 07:00:37,560462,39757,,phase application receptive
6942918,phase decision sent,2013-06-28 07:00:38,560462,39763,,phase decision sent
6942918,phase decision taken,2013-06-28 07:00:39,560462,39769,,phase decision taken
6942918,procedure change,2013-06-28 07:00:40,560462,39747,,procedure change
6942918,procedure change after completeness,2013-06-28 07:00:41,560462,39745,,procedure change after completeness
6942918,receive additional information,2013-06-28 07:00:42,560462,39740,,receive additional information
6942918,register objection and appeal periods,2013-06-28 07:00:43,560462,39754,,register objection and appeal periods
6942918,request complete,2013-06-28 07:00:44,560462,39744,,request complete
6942918,send confirmation receipt additional data,2013-06-28 07:00:45,560462,39742,,send confirmation receipt additional data
6942918,send letter in progress,2013-06-28 07:00:46,560462,39746,,send letter in progress
6942918,set decision status,2013-06-28 07:00:47,560462,39758,,set decision status
6942918,transcript decision environmental permit to stakeholders,2013-06-28 07:00:48,560462,39764,,transcript decision environmental permit to stakeholders
6942918,treat subcases content,2013-06-28 07:00:49,560462,39761,,treat subcases content
6942918,updated plan after review,2013-06-28 07:00:50,560462,39750,,updated plan after review
6942918,enter senddate decision,2013-07-01 07:01:12,560462,39770,,enter senddate decision
6942918,enter senddate decision environmental permit,2013-07-01 07:01:13,560462,39771,,enter senddate decision environmental permit
6942918,register date environmental permit decision,2013-07-01 07:01:14,560462,39772,,register date environmental permit decision
6942918,set decision phase decision permitting decided,2013-07-01 07:01:15,560462,39773,,set decision phase decision permitting decided
6942918,start decision phase decision permitting sent,2013-07-01 07:01:16,560462,39774,,start decision phase decision permitting sent
6942918,objections and preliminary injunction in system,2013-08-15 07:00:01,560462,39776,,objections and preliminary injunction in system
6942918,phase objection filed,2013-08-15 07:00:02,560462,39777,,phase objection filed
6942918,treat objection subcase,2013-08-15 07:00:03,560462,39778,,treat objection subcase
6942918,appeal and preliminary injunction in system,2014-05-16 07:00:02,560462,39781,,appeal and preliminary injunction in system
6942918,appeal logded,2014-05-16 07:00:03,560462,39780,,appeal logded
6942918,objection subcase completed,2014-05-16 07:00:04,560462,39782,,objection subcase completed
6942918,phase appeal lodged,2014-05-16 07:00:05,560462,39783,,phase appeal lodged
6942918,request for preliminary injunction received,2014-05-16 07:00:06,560462,39779,,request for preliminary injunction received
6943694,register submission date request,2013-03-06 08:00:03,560872,39784,,register submission date request
6943694,phase application received,2013-03-12 00:51:56,560872,39786,,phase application received
6943694,regular procedure without MER,2013-03-12 00:54:07,560872,39790,,regular procedure without MER
6943694,start WABOprocedure,2013-03-12 00:54:08,560872,39791,,start WABOprocedure
6943694,create procedure confirmation,2013-03-12 00:54:09,560872,39792,,create procedure confirmation
6943694,enter senddate acknowledgement,2013-03-14 08:00:02,3273854,39795,,enter senddate acknowledgement
6943694,start decision phase extension granted,2013-04-22 07:00:16,3273854,39796,,start decision phase extension granted
6943694,start decision phase extension granted,2013-04-22 07:00:17,3273854,39797,,start decision phase extension granted
6943694,request complete,2013-04-22 18:26:17,3273854,39802,,request complete
6943694,phase advice known,2013-04-22 18:26:30,3273854,39811,,phase advice known
6943694,register number of days extension period,2013-04-22 18:27:01,3273854,39813,,register number of days extension period
6943694,enter date decision procedure term extension,2013-04-22 18:27:57,3273854,39818,,enter date decision procedure term extension
6943694,enter senddate decision procedure term extension,2013-04-22 18:28:04,3273854,39821,,enter senddate decision procedure term extension
6943694,ask stakeholders views,2013-06-05 07:00:03,3273854,39824,,ask stakeholders views
6943694,by law,2013-06-05 07:00:04,3273854,39827,,by law
6943694,coordination of application,2013-06-05 07:00:05,3273854,39826,,coordination of application
6943694,creating environmental permit decision,2013-06-05 07:00:06,3273854,39830,,creating environmental permit decision
6943694,decision date prior to decision,2013-06-05 07:00:07,3273854,39828,,decision date prior to decision
6943694,grounds for refusal,2013-06-05 07:00:08,3273854,39823,,grounds for refusal
6943694,set decision status,2013-06-05 07:00:09,3273854,39829,,set decision status
6943694,suspension ground applicable,2013-06-05 07:00:10,3273854,39825,,suspension ground applicable
6943694,create publication document,2013-06-07 07:00:08,560890,39834,,create publication document
6943694,creating cover letter decision,2013-06-07 07:00:09,560890,39833,,creating cover letter decision
6943694,enter senddate decision environmental permit,2013-06-07 07:00:10,560890,39839,,enter senddate decision environmental permit
6943694,generating decision environmental permit,2013-06-07 07:00:11,560890,39841,,generating decision environmental permit
6943694,phase decision ready,2013-06-07 07:00:12,560890,39837,,phase decision ready
6943694,phase decision sent,2013-06-07 07:00:13,560890,39835,,phase decision sent
6943694,phase decision taken,2013-06-07 07:00:14,560890,39842,,phase decision taken
6943694,register objection and appeal periods,2013-06-07 07:00:15,560890,39832,,register objection and appeal periods
6943694,set decision phase decision permitting decided,2013-06-07 07:00:16,560890,39836,,set decision phase decision permitting decided
6943694,start decision phase decision permitting sent,2013-06-07 07:00:17,560890,39838,,start decision phase decision permitting sent
6943694,submit decision,2013-06-07 07:00:18,560890,39831,,submit decision
6943694,transcript decision environmental permit to stakeholders,2013-06-07 07:00:19,560890,39840,,transcript decision environmental permit to stakeholders
6943694,enter senddate decision environmental permit,2013-06-07 16:06:51,560890,39844,,enter senddate decision environmental permit
6969255,register submission date request,2013-03-11 08:00:04,560912,39846,,register submission date request
6969255,phase application received,2013-03-14 18:11:26,560912,39848,,phase application received
6969255,send confirmation receipt,2013-03-14 18:11:27,560912,39849,,send confirmation receipt
6969255,send confirmation receipt,2013-03-14 18:19:12,560912,39851,,send confirmation receipt
6969255,regular procedure without MER,2013-03-14 18:19:15,560912,39853,,regular procedure without MER
6969255,start WABOprocedure,2013-03-14 18:19:16,560912,39854,,start WABOprocedure
6969255,create cover letter permanent suspension,2013-05-23 07:00:26,2670601,39866,,create cover letter permanent suspension
6969255,creating decision permanently suspended,2013-05-23 07:00:27,2670601,39868,,creating decision permanently suspended
6969255,decision date prior to decision,2013-05-23 07:00:28,2670601,39865,,decision date prior to decision
6969255,decision keep permanently suspended,2013-05-23 07:00:29,2670601,39870,,decision keep permanently suspended
6969255,keep permanently suspended,2013-05-23 07:00:30,2670601,39864,,keep permanently suspended
6969255,phase permanently suspended,2013-05-23 07:00:31,2670601,39871,,phase permanently suspended
6969255,receive additional information,2013-05-23 07:00:32,2670601,39863,,receive additional information
