Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
3138,2024-04-02 04:07:50,Clerk-000001,Check for completeness,Check for completeness,0,
3138,2024-04-02 04:07:50,,New online application received,New online application received,0,
3138,2024-04-02 04:12:51,Manager-000003,Request info,Request info,0,
3138,2024-04-02 04:13:28,,info received,info received,0,
3138,2024-04-02 04:13:38,Clerk-000002,Check for completeness,Check for completeness,0,
3138,2024-04-02 04:17:45,Clerk-000004,Perform checks,Perform checks,0,
3138,2024-04-02 04:22:18,Manager-000004,Make decision,Make decision,0,
3138,2024-04-02 04:35:35,Manager-000001,notify reject,notify reject,0,
3138,2024-04-02 04:38:07,,review request received,review request received,0,
3138,2024-04-02 04:38:17,Clerk-000006,Check for completeness,Check for completeness,0,
3138,2024-04-02 04:45:51,Clerk-000005,Perform checks,Perform checks,0,
3138,2024-04-02 04:59:19,Manager-000005,Make decision,Make decision,0,
3138,2024-04-02 05:21:01,Manager-000003,notify reject,notify reject,0,
3138,2024-04-02 05:29:06,,time out,time out,0,
3138,2024-04-02 05:29:16,,EVENT 13 END,EVENT 13 END,0,
3139,2024-04-02 05:52:17,Clerk-000003,Check for completeness,Check for completeness,0,
3139,2024-04-02 05:52:17,,New online application received,New online application received,0,
3139,2024-04-02 06:06:12,Manager-000002,Request info,Request info,0,
3139,2024-04-02 06:49:04,,info received,info received,0,
3139,2024-04-02 06:49:14,Clerk-000002,Check for completeness,Check for completeness,0,
3139,2024-04-02 07:15:56,Clerk-000005,Perform checks,Perform checks,0,
3139,2024-04-02 07:18:08,Manager-000005,Make decision,Make decision,0,
3139,2024-04-02 07:26:17,Manager-000003,notify reject,notify reject,0,
3139,2024-04-02 07:40:51,,review request received,review request received,0,
3139,2024-04-02 07:41:01,Clerk-000002,Check for completeness,Check for completeness,0,
3139,2024-04-02 07:42:41,Clerk-000005,Perform checks,Perform checks,0,
3139,2024-04-02 08:03:55,Manager-000005,Make decision,Make decision,0,
3139,2024-04-02 08:08:05,Manager-000003,Notify accept,Notify accept,0,
3139,2024-04-02 08:09:39,Manager-000001,Deliver card,Deliver card,0,
3139,2024-04-02 08:21:43,,EVENT 13 END,EVENT 13 END,0,
3140,2024-04-02 06:42:48,Clerk-000001,Check for completeness,Check for completeness,0,
3140,2024-04-02 06:42:48,,New online application received,New online application received,0,
3140,2024-04-02 07:05:11,Manager-000004,Request info,Request info,0,
3140,2024-04-02 07:24:29,,info received,info received,0,
3140,2024-04-02 07:24:39,Clerk-000003,Check for completeness,Check for completeness,0,
3140,2024-04-02 07:29:52,Manager-000002,Request info,Request info,0,
3140,2024-04-02 07:31:30,,info received,info received,0,
3140,2024-04-02 07:31:40,Clerk-000004,Check for completeness,Check for completeness,0,
3140,2024-04-02 07:33:26,Clerk-000001,Perform checks,Perform checks,0,
3140,2024-04-02 07:36:00,Manager-000004,Make decision,Make decision,0,
3140,2024-04-02 08:07:11,Manager-000006,notify reject,notify reject,0,
3140,2024-04-02 08:25:05,,time out,time out,0,
3140,2024-04-02 08:25:15,,EVENT 13 END,EVENT 13 END,0,
3141,2024-04-02 06:52:43,Clerk-000004,Check for completeness,Check for completeness,0,
3141,2024-04-02 06:52:43,,New online application received,New online application received,0,
3141,2024-04-02 07:04:13,Manager-000006,Request info,Request info,0,
3141,2024-04-02 07:35:26,,info received,info received,0,
3141,2024-04-02 07:35:36,Clerk-000006,Check for completeness,Check for completeness,0,
3141,2024-04-02 07:46:07,Clerk-000004,Perform checks,Perform checks,0,
3141,2024-04-02 08:30:02,Manager-000002,Make decision,Make decision,0,
3141,2024-04-02 08:36:44,Manager-000006,Notify accept,Notify accept,0,
3141,2024-04-02 08:37:17,Manager-000004,Deliver card,Deliver card,0,
3141,2024-04-02 08:47:33,,EVENT 13 END,EVENT 13 END,0,
3142,2024-04-02 06:58:36,Clerk-000006,Check for completeness,Check for completeness,0,
3142,2024-04-02 06:58:36,,New online application received,New online application received,0,
3142,2024-04-02 07:08:24,Manager-000001,Request info,Request info,0,
3142,2024-04-02 07:55:23,,info received,info received,0,
3142,2024-04-02 07:55:33,Clerk-000001,Check for completeness,Check for completeness,0,
3142,2024-04-02 07:59:29,Clerk-000002,Perform checks,Perform checks,0,
3142,2024-04-02 08:05:41,Manager-000002,Make decision,Make decision,0,
3142,2024-04-02 08:10:13,Manager-000004,Notify accept,Notify accept,0,
3142,2024-04-02 08:29:34,Manager-000003,Deliver card,Deliver card,0,
3142,2024-04-02 08:29:59,,EVENT 13 END,EVENT 13 END,0,
3143,2024-04-02 07:45:51,Clerk-000003,Check for completeness,Check for completeness,0,
3143,2024-04-02 07:45:51,,New online application received,New online application received,0,
3143,2024-04-02 08:25:50,Manager-000005,Request info,Request info,0,
3143,2024-04-02 08:30:40,,info received,info received,0,
3143,2024-04-02 08:30:50,Clerk-000001,Check for completeness,Check for completeness,0,
3143,2024-04-02 08:35:16,Clerk-000002,Perform checks,Perform checks,0,
3143,2024-04-02 08:53:49,Manager-000005,Make decision,Make decision,0,
3143,2024-04-02 08:55:26,Manager-000001,Notify accept,Notify accept,0,
3143,2024-04-02 08:59:05,Manager-000002,Deliver card,Deliver card,0,
3143,2024-04-02 09:14:35,,EVENT 13 END,EVENT 13 END,0,
3144,2024-04-02 08:20:25,Clerk-000006,Check for completeness,Check for completeness,0,
3144,2024-04-02 08:20:25,,New online application received,New online application received,0,
3144,2024-04-02 08:31:02,Manager-000001,Request info,Request info,0,
3144,2024-04-02 08:34:16,,info received,info received,0,
3144,2024-04-02 08:34:26,Clerk-000005,Check for completeness,Check for completeness,0,
3144,2024-04-02 08:47:37,Manager-000003,Request info,Request info,0,
3144,2024-04-02 09:11:07,,info received,info received,0,
3144,2024-04-02 09:11:17,Clerk-000003,Check for completeness,Check for completeness,0,
3144,2024-04-02 09:21:06,Clerk-000004,Perform checks,Perform checks,0,
3144,2024-04-02 09:23:29,Manager-000006,Make decision,Make decision,0,
3144,2024-04-02 09:34:18,Manager-000004,notify reject,notify reject,0,
3144,2024-04-02 09:39:27,,review request received,review request received,0,
3144,2024-04-02 09:39:37,Clerk-000001,Check for completeness,Check for completeness,0,
3144,2024-04-02 09:39:51,Clerk-000005,Perform checks,Perform checks,0,
3144,2024-04-02 09:43:52,Manager-000001,Make decision,Make decision,0,
3144,2024-04-02 10:31:23,Manager-000006,Notify accept,Notify accept,0,
3144,2024-04-02 10:34:29,Manager-000004,Deliver card,Deliver card,0,
3144,2024-04-02 10:38:58,,EVENT 13 END,EVENT 13 END,0,
3145,2024-04-02 09:33:23,Clerk-000006,Check for completeness,Check for completeness,0,
3145,2024-04-02 09:33:23,,New online application received,New online application received,0,
3145,2024-04-02 09:35:58,Manager-000005,Request info,Request info,0,
3145,2024-04-02 09:47:50,,info received,info received,0,
3145,2024-04-02 09:48:00,Clerk-000002,Check for completeness,Check for completeness,0,
3145,2024-04-02 09:59:07,Manager-000003,Request info,Request info,0,
3145,2024-04-02 10:09:38,,info received,info received,0,
3145,2024-04-02 10:09:48,Clerk-000003,Check for completeness,Check for completeness,0,
3145,2024-04-02 10:22:32,Manager-000002,Request info,Request info,0,
3145,2024-04-02 10:27:50,,info received,info received,0,
3145,2024-04-02 10:28:00,Clerk-000004,Check for completeness,Check for completeness,0,
3145,2024-04-02 10:30:39,Clerk-000006,Perform checks,Perform checks,0,
3145,2024-04-02 10:58:56,Manager-000005,Make decision,Make decision,0,
3145,2024-04-02 11:22:43,Manager-000003,Notify accept,Notify accept,0,
3145,2024-04-02 11:39:17,Manager-000002,Deliver card,Deliver card,0,
3145,2024-04-02 11:48:15,,EVENT 13 END,EVENT 13 END,0,
3146,2024-04-02 11:40:49,Clerk-000001,Check for completeness,Check for completeness,0,
3146,2024-04-02 11:40:49,,New online application received,New online application received,0,
3146,2024-04-02 11:49:28,Manager-000001,Request info,Request info,0,
3146,2024-04-02 11:50:08,,info received,info received,0,
3146,2024-04-02 11:50:18,Clerk-000005,Check for completeness,Check for completeness,0,
3146,2024-04-02 12:04:46,Clerk-000002,Perform checks,Perform checks,0,
3146,2024-04-02 12:13:31,Manager-000006,Make decision,Make decision,0,
3146,2024-04-02 12:14:34,Manager-000004,notify reject,notify reject,0,
3146,2024-04-02 12:40:37,,time out,time out,0,
3146,2024-04-02 12:40:47,,EVENT 13 END,EVENT 13 END,0,
3147,2024-04-02 12:53:23,Clerk-000003,Check for completeness,Check for completeness,0,
3147,2024-04-02 12:53:23,,New online application received,New online application received,0,
3147,2024-04-02 13:15:06,Clerk-000004,Perform checks,Perform checks,0,
3147,2024-04-02 13:20:47,Manager-000005,Make decision,Make decision,0,
3147,2024-04-02 13:33:24,Manager-000001,notify reject,notify reject,0,
3147,2024-04-02 13:42:27,,review request received,review request received,0,
3147,2024-04-02 13:42:37,Clerk-000006,Check for completeness,Check for completeness,0,
3147,2024-04-02 14:04:37,Clerk-000005,Perform checks,Perform checks,0,
3147,2024-04-02 14:09:22,Manager-000002,Make decision,Make decision,0,
3147,2024-04-02 14:09:30,Manager-000001,notify reject,notify reject,0,
3147,2024-04-02 14:11:50,,review request received,review request received,0,
3147,2024-04-02 14:12:00,Clerk-000006,Check for completeness,Check for completeness,0,
3147,2024-04-02 14:12:21,Clerk-000005,Perform checks,Perform checks,0,
3147,2024-04-02 14:13:19,Manager-000003,Make decision,Make decision,0,
3147,2024-04-02 14:35:39,Manager-000005,Notify accept,Notify accept,0,
3147,2024-04-02 14:36:20,Manager-000004,Deliver card,Deliver card,0,
3147,2024-04-02 14:40:01,,EVENT 13 END,EVENT 13 END,0,
3148,2024-04-02 13:15:17,Clerk-000006,Check for completeness,Check for completeness,0,
3148,2024-04-02 13:15:17,,New online application received,New online application received,0,
3148,2024-04-02 13:26:29,Clerk-000005,Perform checks,Perform checks,0,
3148,2024-04-02 13:38:23,Manager-000006,Make decision,Make decision,0,
3148,2024-04-02 13:53:56,Manager-000004,notify reject,notify reject,0,
3148,2024-04-02 14:06:00,,review request received,review request received,0,
3148,2024-04-02 14:06:10,Clerk-000004,Check for completeness,Check for completeness,0,
3148,2024-04-02 14:20:32,Clerk-000001,Perform checks,Perform checks,0,
3148,2024-04-02 14:30:35,Manager-000004,Make decision,Make decision,0,
3148,2024-04-02 14:35:30,Manager-000006,Notify accept,Notify accept,0,
3148,2024-04-02 14:38:49,Manager-000003,Deliver card,Deliver card,0,
3148,2024-04-02 14:40:39,,EVENT 13 END,EVENT 13 END,0,
3149,2024-04-02 13:26:10,Clerk-000001,Check for completeness,Check for completeness,0,
3149,2024-04-02 13:26:10,,New online application received,New online application received,0,
3149,2024-04-02 13:27:49,Manager-000003,Request info,Request info,0,
3149,2024-04-02 13:29:06,,info received,info received,0,
3149,2024-04-02 13:29:16,Clerk-000002,Check for completeness,Check for completeness,0,
3149,2024-04-02 13:33:17,Manager-000002,Request info,Request info,0,
3149,2024-04-02 13:33:42,,info received,info received,0,
3149,2024-04-02 13:33:52,Clerk-000003,Check for completeness,Check for completeness,0,
3149,2024-04-02 13:34:20,Clerk-000004,Perform checks,Perform checks,0,
3149,2024-04-02 13:54:24,Manager-000003,Make decision,Make decision,0,
3149,2024-04-02 14:03:16,Manager-000005,notify reject,notify reject,0,
3149,2024-04-02 14:03:31,,review request received,review request received,0,
3149,2024-04-02 14:03:41,Clerk-000003,Check for completeness,Check for completeness,0,
3149,2024-04-02 14:09:32,Clerk-000001,Perform checks,Perform checks,0,
3149,2024-04-02 14:09:35,Manager-000006,Make decision,Make decision,0,
3149,2024-04-02 14:34:57,Manager-000002,notify reject,notify reject,0,
3149,2024-04-02 14:45:15,,review request received,review request received,0,
3149,2024-04-02 14:45:25,Clerk-000005,Check for completeness,Check for completeness,0,
3149,2024-04-02 14:53:07,Clerk-000003,Perform checks,Perform checks,0,
3149,2024-04-02 14:57:44,Manager-000003,Make decision,Make decision,0,
3149,2024-04-02 15:00:20,Manager-000001,notify reject,notify reject,0,
3149,2024-04-02 15:43:53,,review request received,review request received,0,
3149,2024-04-02 15:44:03,Clerk-000003,Check for completeness,Check for completeness,0,
3149,2024-04-02 16:00:10,Clerk-000002,Perform checks,Perform checks,0,
3149,2024-04-02 16:02:31,Manager-000002,Make decision,Make decision,0,
3149,2024-04-02 16:21:56,Manager-000006,Notify accept,Notify accept,0,
3149,2024-04-02 16:22:19,Manager-000005,Deliver card,Deliver card,0,
3149,2024-04-02 16:23:02,,EVENT 13 END,EVENT 13 END,0,
3150,2024-04-02 13:46:21,Clerk-000001,Check for completeness,Check for completeness,0,
3150,2024-04-02 13:46:21,,New online application received,New online application received,0,
3150,2024-04-02 14:03:35,Clerk-000002,Perform checks,Perform checks,0,
3150,2024-04-02 14:27:28,Manager-000005,Make decision,Make decision,0,
3150,2024-04-02 14:35:03,Manager-000001,notify reject,notify reject,0,
3150,2024-04-02 14:43:10,,review request received,review request received,0,
3150,2024-04-02 14:43:20,Clerk-000006,Check for completeness,Check for completeness,0,
3150,2024-04-02 14:49:06,Clerk-000002,Perform checks,Perform checks,0,
3150,2024-04-02 14:50:26,Manager-000006,Make decision,Make decision,0,
3150,2024-04-02 15:09:44,Manager-000005,notify reject,notify reject,0,
3150,2024-04-02 15:13:35,,review request received,review request received,0,
3150,2024-04-02 15:13:45,Clerk-000002,Check for completeness,Check for completeness,0,
3150,2024-04-02 15:22:29,Manager-000003,Request info,Request info,0,
3150,2024-04-02 15:26:39,,info received,info received,0,
3150,2024-04-02 15:26:49,Clerk-000003,Check for completeness,Check for completeness,0,
3150,2024-04-02 15:37:49,Clerk-000002,Perform checks,Perform checks,0,
3150,2024-04-02 15:44:59,Manager-000004,Make decision,Make decision,0,
3150,2024-04-02 15:51:28,Manager-000005,notify reject,notify reject,0,
3150,2024-04-02 16:01:32,,time out,time out,0,
3150,2024-04-02 16:01:42,,EVENT 13 END,EVENT 13 END,0,
3151,2024-04-02 14:13:08,Clerk-000003,Check for completeness,Check for completeness,0,
3151,2024-04-02 14:13:08,,New online application received,New online application received,0,
3151,2024-04-02 14:43:53,Manager-000005,Request info,Request info,0,
3151,2024-04-02 14:48:16,,info received,info received,0,
3151,2024-04-02 14:48:26,Clerk-000004,Check for completeness,Check for completeness,0,
3151,2024-04-02 14:55:38,Manager-000004,Request info,Request info,0,
3151,2024-04-02 15:14:07,,info received,info received,0,
3151,2024-04-02 15:14:17,Clerk-000005,Check for completeness,Check for completeness,0,
3151,2024-04-02 15:40:00,Manager-000005,Request info,Request info,0,
3151,2024-04-02 15:45:59,,info received,info received,0,
3151,2024-04-02 15:46:09,Clerk-000005,Check for completeness,Check for completeness,0,
3151,2024-04-02 15:48:16,Clerk-000004,Perform checks,Perform checks,0,
3151,2024-04-02 15:55:52,Manager-000006,Make decision,Make decision,0,
3151,2024-04-02 16:00:21,Manager-000003,Notify accept,Notify accept,0,
3151,2024-04-02 16:24:29,Manager-000001,Deliver card,Deliver card,0,
3151,2024-04-02 16:49:01,,EVENT 13 END,EVENT 13 END,0,
3152,2024-04-02 14:53:02,Clerk-000001,Check for completeness,Check for completeness,0,
3152,2024-04-02 14:53:02,,New online application received,New online application received,0,
3152,2024-04-02 15:07:21,Manager-000002,Request info,Request info,0,
3152,2024-04-02 15:24:18,,info received,info received,0,
3152,2024-04-02 15:24:28,Clerk-000004,Check for completeness,Check for completeness,0,
3152,2024-04-02 15:42:59,Clerk-000006,Perform checks,Perform checks,0,
3152,2024-04-02 15:48:14,Manager-000002,Make decision,Make decision,0,
3152,2024-04-02 15:51:24,Manager-000001,notify reject,notify reject,0,
3152,2024-04-02 16:06:11,,review request received,review request received,0,
3152,2024-04-02 16:06:21,Clerk-000006,Check for completeness,Check for completeness,0,
3152,2024-04-02 16:26:52,Clerk-000004,Perform checks,Perform checks,0,
3152,2024-04-02 16:27:09,Manager-000002,Make decision,Make decision,0,
3152,2024-04-02 16:41:35,Manager-000005,notify reject,notify reject,0,
3152,2024-04-02 16:44:31,,time out,time out,0,
3152,2024-04-02 16:44:41,,EVENT 13 END,EVENT 13 END,0,
3153,2024-04-02 15:12:55,Clerk-000006,Check for completeness,Check for completeness,0,
