Case,Activity,Timestamp,Resource,label,Activity_fixed
8860525,send confirmation receipt_signed1,2014-04-14 07:00:09,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,phase advice known,2014-04-14 07:00:10,2670601,,phase advice known
8860525,phase application receptive,2014-04-14 07:00:11,2670601,,phase application receptive
8860525,send confirmation receipt_signed2,2014-04-14 07:00:11,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,phase decision ready,2014-04-14 07:00:12,2670601,,phase decision ready
8860525,procedure change,2014-04-14 07:00:13,2670601,,procedure change
8860525,send confirmation receipt_signed2,2014-04-14 07:00:13,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,procedure change after completeness,2014-04-14 07:00:14,2670601,,procedure change after completeness
8860525,request complete,2014-04-14 07:00:15,2670601,,request complete
8860525,send confirmation receipt_signed2,2014-04-14 07:00:15,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,send letter in progress,2014-04-14 07:00:16,2670601,,send letter in progress
8860525,set decision status,2014-04-14 07:00:17,2670601,,set decision status
8860525,send confirmation receipt_signed1,2014-04-14 07:00:17,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,submit decision,2014-04-14 07:00:18,2670601,,submit decision
8860525,suspension ground applicable,2014-04-14 07:00:19,2670601,,suspension ground applicable
8860525,send confirmation receipt_signed1,2014-04-14 07:00:19,2670601,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,treat subcases content,2014-04-14 07:00:20,2670601,,treat subcases content
8860525,creating cover letter decision,2014-04-15 07:00:09,560912,,creating cover letter decision
8860525,send confirmation receipt_signed1,2014-04-15 07:00:09,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,enter senddate decision,2014-04-15 07:00:10,560912,,enter senddate decision
8860525,enter senddate decision environmental permit,2014-04-15 07:00:11,560912,,enter senddate decision environmental permit
8860525,send confirmation receipt_signed2,2014-04-15 07:00:11,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,phase decision sent,2014-04-15 07:00:12,560912,,phase decision sent
8860525,phase decision taken,2014-04-15 07:00:13,560912,,phase decision taken
8860525,send confirmation receipt_signed2,2014-04-15 07:00:13,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,record date of decision environmental permit,2014-04-15 07:00:14,560912,,record date of decision environmental permit
8860525,register objection and appeal periods,2014-04-15 07:00:15,560912,,register objection and appeal periods
8860525,send confirmation receipt_signed2,2014-04-15 07:00:15,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,set decision phase decision permitting decided,2014-04-15 07:00:16,560912,,set decision phase decision permitting decided
8860525,start decision phase decision permitting sent,2014-04-15 07:00:17,560912,,start decision phase decision permitting sent
8860525,send confirmation receipt_signed1,2014-04-15 07:00:17,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,transcript decision environmental permit to stakeholders,2014-04-15 07:00:18,560912,,transcript decision environmental permit to stakeholders
8860525,objection lodged against decision,2014-07-22 07:00:17,560912,,objection lodged against decision
8860525,send confirmation receipt_signed1,2014-07-22 07:00:17,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
8860525,phase decision irrevocable,2014-07-22 07:00:18,560912,,phase decision irrevocable
8860525,read publication date field,2014-07-22 07:00:19,560912,,read publication date field
8860525,send confirmation receipt_signed2,2014-07-22 07:00:19,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
8860525,read publication date field,2014-07-22 07:00:20,560912,,read publication date field
8860525,stop all running subcases 2b,2014-07-22 07:00:21,560912,,stop all running subcases 2b
8860525,send confirmation receipt_signed2,2014-07-22 07:00:21,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
8907457,register submission date request,2013-12-02 08:00:28,560872,,register submission date request
8907457,send confirmation receipt_signed1,2013-12-02 08:00:28,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8907457,OLO messaging active,2013-12-05 08:00:02,560872,,OLO messaging active
8907457,send confirmation receipt_signed1,2013-12-05 08:00:02,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8907457,create procedure confirmation,2013-12-05 08:00:03,560872,,create procedure confirmation
8907457,create publication document,2013-12-05 08:00:04,560872,,create publication document
8907457,send confirmation receipt_signed1,2013-12-05 08:00:04,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8907457,forward to the competent authority,2013-12-05 08:00:05,560872,,forward to the competent authority
8907457,phase application received,2013-12-05 08:00:06,560872,,phase application received
8907457,send confirmation receipt_signed2,2013-12-05 08:00:06,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
8907457,registration date publication,2013-12-05 08:00:07,560872,,registration date publication
8907457,regular procedure without MER,2013-12-05 08:00:08,560872,,regular procedure without MER
8907457,send confirmation receipt,2013-12-05 08:00:09,560872,,send confirmation receipt
8907457,start WABOprocedure,2013-12-05 08:00:11,560872,,start WABOprocedure
8907457,send confirmation receipt_signed1,2013-12-05 08:00:11,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
8909682,register submission date request,2013-12-03 08:00:41,560912,,register submission date request
8909682,OLO messaging active,2013-12-05 08:00:12,560912,,OLO messaging active
8909682,create procedure confirmation,2013-12-05 08:00:13,560912,,create procedure confirmation
8909682,forward to the competent authority,2013-12-05 08:00:14,560912,,forward to the competent authority
8909682,phase application received,2013-12-05 08:00:15,560912,,phase application received
8909682,regular procedure without MER,2013-12-05 08:00:16,560912,,regular procedure without MER
8909682,send confirmation receipt,2013-12-05 08:00:17,560912,,send confirmation receipt
8909682,start WABOprocedure,2013-12-05 08:00:19,560912,,start WABOprocedure
8909682,create publication document,2013-12-30 08:00:06,560872,,create publication document
8909682,create subcases completeness,2013-12-30 08:00:07,560872,,create subcases completeness
8909682,registration date publication,2013-12-30 08:00:08,560872,,registration date publication
8909682,article 34  WABO applies,2014-01-16 08:00:14,2670601,,article 34  WABO applies
8909682,ask stakeholders views,2014-01-16 08:00:15,2670601,,ask stakeholders views
8909682,assessment of content completed,2014-01-16 08:00:16,2670601,,assessment of content completed
8909682,completed subcases content,2014-01-16 08:00:17,2670601,,completed subcases content
8909682,contacting applicant,2014-01-16 08:00:18,2670601,,contacting applicant
8909682,create draft environtmental permit,2014-01-16 08:00:19,2670601,,create draft environtmental permit
8909682,grounds for refusal,2014-01-16 08:00:20,2670601,,grounds for refusal
8909682,partly permit,2014-01-16 08:00:21,2670601,,partly permit
8909682,phase advice known,2014-01-16 08:00:22,2670601,,phase advice known
8909682,phase application receptive,2014-01-16 08:00:23,2670601,,phase application receptive
8909682,procedure change,2014-01-16 08:00:24,2670601,,procedure change
8909682,request complete,2014-01-16 08:00:26,2670601,,request complete
8909682,send letter in progress,2014-01-16 08:00:27,2670601,,send letter in progress
8909682,set decision status,2014-01-16 08:00:28,2670601,,set decision status
8909682,treat subcases content,2014-01-16 08:00:29,2670601,,treat subcases content
8909682,updated plan after review,2014-01-16 08:00:30,2670601,,updated plan after review
8909682,generate draft decision environmental permit,2014-01-21 08:00:16,2670601,,generate draft decision environmental permit
8909682,phase concept draft decision ready,2014-01-21 08:00:17,2670601,,phase concept draft decision ready
8909682,submit draft decision,2014-01-21 08:00:18,2670601,,submit draft decision
8909682,by law,2014-01-23 08:00:26,560912,,by law
8909682,create cover letter draft decision,2014-01-23 08:00:27,560912,,create cover letter draft decision
8909682,create publication document,2014-01-23 08:00:28,560912,,create publication document
8909682,creating cover letter decision,2014-01-23 08:00:29,560912,,creating cover letter decision
8909682,creating environmental permit decision,2014-01-23 08:00:30,560912,,creating environmental permit decision
8909682,decision date prior to decision,2014-01-23 08:00:31,560912,,decision date prior to decision
8909682,enrich draft decision,2014-01-23 08:00:32,560912,,enrich draft decision
8909682,enter date advice on treatment of environmental permit,2014-01-23 08:00:33,560912,,enter date advice on treatment of environmental permit
8909682,enter senddate draft decision,2014-01-23 08:00:34,560912,,enter senddate draft decision
8909682,generating decision environmental permit,2014-01-23 08:00:35,560912,,generating decision environmental permit
8909682,open draft decision for inspection,2014-01-23 08:00:36,560912,,open draft decision for inspection
8909682,perspective on draft decision environmental permit received,2014-01-23 08:00:37,560912,,perspective on draft decision environmental permit received
8909682,phase decision taken,2014-01-23 08:00:38,560912,,phase decision taken
8909682,phase draft decision made,2014-01-23 08:00:39,560912,,phase draft decision made
