send confirmation receipt_signed1 -> send confirmation receipt_signed2 (frequency = 1490, performance = 0.37)
enter senddate procedure confirmation -> assessment of content completed (frequency = 1, performance = 4194533.00)
enter senddate procedure confirmation -> enter date advice on treatment of environmental permit (frequency = 1, performance = 345603.00)
enter senddate procedure confirmation -> enter senddate acknowledgement (frequency = 1, performance = 1123196.00)
enter senddate procedure confirmation -> enter senddate confirmation request (frequency = 1, performance = 86401.00)
enter senddate procedure confirmation -> enter senddate decision environmental permit (frequency = 1, performance = 4792814.00)
enter senddate procedure confirmation -> enter senddate decision procedure term extension (frequency = 1, performance = 512330.00)
enter senddate procedure confirmation -> enter senddate decision suspension (frequency = 1, performance = 604810.00)
enter senddate procedure confirmation -> enter senddate request termination (frequency = 1, performance = 12790798.00)
enter senddate procedure confirmation -> investigate BAG objects (frequency = 1, performance = 1241020.00)
enter senddate procedure confirmation -> message terminate request (frequency = 1, performance = 17590653.00)
enter senddate procedure confirmation -> publication date draft decision (frequency = 1, performance = 604805.00)
enter senddate procedure confirmation -> read field phased application (frequency = 1, performance = 18265090.00)
enter senddate procedure confirmation -> reception through OLO (frequency = 1, performance = 2469539.00)
enter senddate procedure confirmation -> register deadline (frequency = 1, performance = 3538800.00)
enter senddate procedure confirmation -> send confirmation receipt (frequency = 1, performance = 36617.00)
enter senddate procedure confirmation -> terminate on request (frequency = 1, performance = 37051.00)
enter senddate procedure confirmation -> treat subcases completeness (frequency = 1, performance = 2117236.00)
enter senddate procedure term extension -> phase additional information received (frequency = 1, performance = 3391917.00)
enter senddate procedure term extension -> phase advice known (frequency = 1, performance = 2430007.00)
enter senddate procedure term extension -> phase asked additional information (frequency = 1, performance = 1.00)
enter senddate procedure term extension -> record date of decision environmental permit (frequency = 1, performance = 1332056.00)
enter senddate procedure term extension -> retrieve missing data (frequency = 1, performance = 891.00)
enter senddate procedure term extension -> send confirmation receipt_signed1 (frequency = 1, performance = 0.40)
enter senddate procedure term extension -> set decision phase suspension sent (frequency = 1, performance = 3570979.00)
enter senddate procedure term extension -> submit decision (frequency = 1, performance = 1792790.00)
enter senddate retrieve missing data -> WAW permit aspect (frequency = 1, performance = 297113.00)
enter senddate retrieve missing data -> article 34  WABO applies (frequency = 1, performance = 2592007.00)
enter senddate retrieve missing data -> create letter requesting missing data (frequency = 1, performance = 86398.00)
enter senddate retrieve missing data -> enter date termination request received (frequency = 1, performance = 2851208.00)
enter senddate retrieve missing data -> enter senddate acknowledgement (frequency = 1, performance = 3459601.00)
enter senddate retrieve missing data -> enter senddate decision environmental permit (frequency = 1, performance = 3456001.00)
enter senddate retrieve missing data -> register number of days extension period (frequency = 1, performance = 2808390.00)
enter senddate retrieve missing data -> set decision phase: suspension cancelled (frequency = 1, performance = 12224049.00)
enter senddate retrieve missing data -> start WABOprocedure (frequency = 1, performance = 45391.00)
enter senddate retrieve missing data -> start decision phase permanently suspended decided (frequency = 1, performance = 1123196.00)
enter senddate retrieve missing data -> subcases completeness completed (frequency = 1, performance = 378796.00)
enter senddate retrieve missing data -> term for supplying missing data (frequency = 1, performance = 1.00)
enter senddate retrieve missing data -> treat subcases completeness (frequency = 1, performance = 58105.00)
enter senddate suspension by competent authority -> forward to the competent authority (frequency = 1, performance = 5138443.00)
enter senddate suspension by competent authority -> register number of days extension period (frequency = 1, performance = 41142.00)
enter senddate updated plan -> phase updated plan requested (frequency = 1, performance = 1.00)
entering senddate draft decision environmental permit -> create publication document (frequency = 1, performance = 5097600.00)
entering senddate draft decision environmental permit -> creating environmental permit decision (frequency = 1, performance = 5835745.00)
entering senddate draft decision environmental permit -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
entering senddate draft decision environmental permit -> open draft decision for inspection (frequency = 1, performance = 1.00)
environmental permit irrevocable -> determine cause for suspension article 34 WABO (frequency = 1, performance = 1.00)
