send confirmation receipt -> send confirmation receipt (frequency = 466, performance = 126.65)
generate publication document decision environmental permit -> set phase: phase permitting irrevocable (frequency = 1, performance = 20.00)
generate publication document decision environmental permit -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
generatin decision environmental permit -> register submission date request (frequency = 1, performance = 0.00)
generating decision egvironmental permit -> grounds for refusaGl (frequency = 1, performance = 1.00)
generating decision environmental permit -> create subcases present decision (frequency = 1, performance = 1468880.00)
generating decision environmental permit -> enter senddate decision environmental permit (frequency = 1, performance = 127629.00)
generating decision environmental permit -> register date environmental permit decision (frequency = 1, performance = 1.00)
generating decision environmental permit -> submit decision (frequency = 1, performance = 155087.00)
generating decision no permit required -> no permit needed or only notification needed (frequency = 1, performance = 1.00)
generating decsiion environmental permit -> grounds Kfor refusal (frequency = 1, performance = 1.00)
generating decsion environmental permit -> set decision stauts (frequency = 1, performance = 12.00)
genrate publication document decision environmental permit -> register submission date request (frequency = 1, performance = 0.00)
gronuds for refusal -> subcade art. 33 WABO completed (frequency = 1, performance = 509161.00)
groudns for refusal -> register submission date request (frequency = 1, performance = 0.00)
ground for refusal after reassessment plan -> hearing about draft (frequency = 1, performance = 1.00)
ground for refusal after reassessment plan -> perspective regarding draft founded (frequency = 1, performance = 1.00)
grounds Kfor refusal -> Send letter in progress (frequency = 1, performance = 7.00)
grounds for refsal -> OLO messaging active (frequency = 1, performance = 0.00)
grounds for refusaGl -> suspension groundapplicable (frequency = 1, performance = 10.00)
grounds for refusal -> create draft environtmental permit (frequency = 1, performance = 65.00)
grounds for refusal -> create publication document (frequency = 1, performance = 2246407.00)
grounds for refusal -> enter date publication decision environmental permit (frequency = 1, performance = 559523.00)
grounds for refusal -> generate draft decision environmental permit (frequency = 1, performance = 1.00)
grounds for refusal -> hearing about draft (frequency = 1, performance = 1.00)
grounds for refusal -> keep permanently suspended (frequency = 1, performance = 1.00)
grounds for refusal -> message terminate request (frequency = 1, performance = 1038598.00)
grounds for refusal -> no permit needed or only notification needed (frequency = 1, performance = 1.00)
grounds for refusal -> phase decision sent (frequency = 1, performance = 1.00)
grounds for refusal -> submit decision (frequency = 1, performance = 1962.00)
grounds for refusaql -> Phase decision taken (frequency = 1, performance = 4841999.00)
grounds forr efusal -> register submission date request (frequency = 1, performance = 0.00)
groundw for refusal -> register submission date request (frequency = 1, performance = 0.00)
hearing about draft -> open draft decision for inspection (frequency = 1, performance = 1.00)
hpase decision taken -> reaAd publication date field (frequency = 1, performance = 5443194.00)
inform BAG administrator -> article 34  WABO applies (frequency = 1, performance = 1123105.00)
inform BAG administrator -> investigate BAG objects (frequency = 1, performance = 1.00)
initiative competent authority -> phase archived case (frequency = 1, performance = 1.00)
initiative competent authority -> phase procedure aborted (frequency = 1, performance = 1.00)
injunction made ??by court -> new decision or reassessment (frequency = 1, performance = 1.00)
investigat BAG objects -> Decision date prior to decision (frequency = 1, performance = 5094032.00)
investigate BAG objects -> assessment of content completed (frequency = 1, performance = 10.00)
investigate BAG objects -> creating environmental permit decision (frequency = 1, performance = 1646230.00)
investigate BAG objects -> retrieve missing data (frequency = 1, performance = 286.00)
investigate BAG objects -> subcases completeness completed (frequency = 1, performance = 2.00)
keep permanently suspended -> creating decision permanently suspended (frequency = 1, performance = 1.00)
keep permanently suspended -> enter senddate decision permanent suspension (frequency = 1, performance = 236800.00)
