send confirmation receipt -> send confirmation receipt (frequency = 474, performance = 124.12)
enter receipt of additional data -> enter date advice on treatment of environmental permit (frequency = 1, performance = 4838383.00)
enter receipt of additional data -> enter senddate decision (frequency = 1, performance = 1.00)
enter receipt of additional data -> forward to the competent authority (frequency = 1, performance = 1.00)
enter receipt of additional data -> procedure change (frequency = 1, performance = 1.00)
enter receipt of additional data -> request complete_44qcLOd_20110415 214903000000 (frequency = 1, performance = 1435722.00)
enter receipt of additional data -> request complete_78GTOdJ_20110906 192851000000 (frequency = 1, performance = 390530.00)
enter senddate acknowledgement -> MER present in supplement (frequency = 1, performance = 2588376.00)
enter senddate acknowledgement -> OLO messaging active (frequency = 1, performance = 32655599.00)
enter senddate acknowledgement -> create subcases completeness (frequency = 1, performance = 1987234.00)
enter senddate acknowledgement -> create subcases content (frequency = 1, performance = 2509251.00)
enter senddate acknowledgement -> enter date draft decisionenvironmental permit (frequency = 1, performance = 29030399.00)
enter senddate acknowledgement -> keep permanently suspended (frequency = 1, performance = 5067804.00)
enter senddate acknowledgement -> message terminate request (frequency = 1, performance = 3591232.00)
enter senddate acknowledgement -> phase additional information received (frequency = 1, performance = 2724477.00)
enter senddate acknowledgement -> phase advice known (frequency = 1, performance = 644192.00)
enter senddate acknowledgement -> phased application (frequency = 1, performance = 1.00)
enter senddate acknowledgement -> record date of decision environmental permit (frequency = 1, performance = 3145697.00)
enter senddate acknowledgement -> register deadline (frequency = 1, performance = 2156409.00)
enter senddate acknowledgement -> registration date publication (frequency = 1, performance = 1036804.00)
enter senddate acknowledgement -> regular procedure without MER (frequency = 1, performance = 223155.00)
enter senddate acknowledgement -> retrieve missing data (frequency = 1, performance = 1416173.00)
enter senddate acknowledgement -> set phase: phase permitting irrevocable (frequency = 1, performance = 19781991.00)
enter senddate acknowledgement -> start decision phase extension granted (frequency = 1, performance = 3366014.00)
enter senddate acknowledgement -> treat subcases completeness (frequency = 1, performance = 1787017.00)
enter senddate continuation -> enter senddate decision procedure term extension (frequency = 1, performance = 1.00)
enter senddate decision -> enter senddate decision environmental permit_04nHmKR_20130628 070103000000 (frequency = 1, performance = 1.00)
enter senddate decision -> enter senddate decision environmental permit_18mDbOD_20140604 070003000000 (frequency = 1, performance = 1.00)
enter senddate decision -> enter senddate decision environmental permit_49VLrbD_20150210 080008000000 (frequency = 1, performance = 1.00)
enter senddate decision -> enter senddate decision environmental permit_63xLWwo_20140107 080004000000 (frequency = 1, performance = 1.00)
enter senddate decision -> enter senddate decision environmental permit_83dThAB_20140707 070010000000 (frequency = 1, performance = 1.00)
enter senddate decision -> enter senddate decision environmental permit_85vmGhC_20140501 070024000000 (frequency = 1, performance = 1.00)
enter senddate decision -> record date of decision environmental permit (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> close case (frequency = 1, performance = 10540800.00)
enter senddate decision environmental permit -> contested decision affected (frequency = 1, performance = 29289600.00)
enter senddate decision environmental permit -> enter senddate procedure term extension (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> generate publication document decision environmental permit (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> grounds for refusal (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> phase concept decision ready (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> phase decision taken (frequency = 1, performance = 1.00)
enter senddate decision environmental permit -> phase perspective submitted (frequency = 1, performance = 54805.00)
enter senddate decision environmental permit -> registration date publication (frequency = 1, performance = 1.00)
