Case,Timestamp,Activity,Activity_fixed,Resource,label
2375,2024-08-16 20:08:40.464,Review drinks,Review drinks,Waiter-000001,
2375,2024-08-21 22:24:47.088,Prepare main course,Prepare main course,Cook-000002,
2375,2024-08-27 21:10:20.522,Signal food complete,Signal food complete,Cook-000001,
2375,2024-08-27 21:44:20.358,Bring food,Bring food,Cook helper-000002,
2375,2024-08-27 21:44:31.476,Deliver to customer,Deliver to customer,Waiter-000004,
2375,2024-08-27 21:49:37.123,EVENT 8 END,EVENT 8 END,,
2378,2024-08-16 20:30:00.000,Take order,Take order,Waiter-000002,
2378,2024-08-16 20:30:00.000,start,start,,
2378,2024-08-16 20:39:35.446,Review order,Review order,Waiter-000004,
2378,2024-08-16 20:40:07.039,prepare drinks,prepare drinks,Barman-000003,
2378,2024-08-16 20:41:30.985,Bring drinks,Bring drinks,Barman-000001,
2378,2024-08-16 20:46:29.437,Review drinks,Review drinks,Waiter-000001,
2378,2024-08-16 20:47:47.304,prepare drinks,prepare drinks,Barman-000002,
2378,2024-08-16 20:53:18.416,Bring drinks,Bring drinks,Barman-000001,
2378,2024-08-16 20:56:08.795,Review drinks,Review drinks,Waiter-000005,
2378,2024-08-16 20:56:45.599,prepare drinks,prepare drinks,Barman-000003,
2378,2024-08-16 21:01:51.731,Bring drinks,Bring drinks,Barman-000002,
2378,2024-08-16 21:02:08.960,Review drinks,Review drinks,Waiter-000004,
2378,2024-08-16 21:02:14.096,prepare drinks,prepare drinks,Barman-000003,
2378,2024-08-16 21:04:07.932,Bring drinks,Bring drinks,Barman-000002,
2378,2024-08-16 21:20:54.703,Review drinks,Review drinks,Waiter-000004,
2378,2024-08-16 21:22:09.161,prepare drinks,prepare drinks,Barman-000002,
2378,2024-08-16 21:23:00.197,Bring drinks,Bring drinks,Barman-000003,
2378,2024-08-16 21:32:46.033,Review drinks,Review drinks,Waiter-000005,
2378,2024-08-16 21:33:00.154,prepare drinks,prepare drinks,Barman-000002,
2378,2024-08-16 21:33:24.384,Bring drinks,Bring drinks,Barman-000001,
2378,2024-08-16 21:40:52.987,Review drinks,Review drinks,Waiter-000001,
2378,2024-08-16 21:41:50.506,prepare drinks,prepare drinks,Barman-000002,
2378,2024-08-16 21:44:49.073,Bring drinks,Bring drinks,Barman-000003,
2378,2024-08-16 21:57:22.670,Review drinks,Review drinks,Waiter-000005,
2378,2024-08-21 23:30:32.779,Prepare main course,Prepare main course,Cook-000002,
2378,2024-08-27 21:39:28.119,Signal food complete,Signal food complete,Cook-000002,
2378,2024-08-27 21:53:51.982,Bring food,Bring food,Cook helper-000001,
2378,2024-08-27 21:55:36.636,Deliver to customer,Deliver to customer,Waiter-000002,
2378,2024-08-27 21:56:40.635,EVENT 8 END,EVENT 8 END,,
238,2024-05-15 21:30:00.000,Take order,Take order,Waiter-000004,
238,2024-05-15 21:30:00.000,start,start,,
238,2024-05-15 21:32:24.537,Review order,Review order,Waiter-000005,
238,2024-05-15 21:32:41.431,prepare drinks,prepare drinks,Barman-000002,
238,2024-05-15 21:32:54.729,Bring drinks,Bring drinks,Barman-000003,
238,2024-05-15 21:40:42.967,Review drinks,Review drinks,Waiter-000003,
238,2024-05-15 21:41:08.878,prepare drinks,prepare drinks,Barman-000001,
238,2024-05-15 21:49:18.505,Bring drinks,Bring drinks,Barman-000002,
238,2024-05-15 21:52:48.572,Review drinks,Review drinks,Waiter-000004,
238,2024-05-16 00:20:37.330,Prepare main course,Prepare main course,Cook-000003,
238,2024-05-16 18:15:13.724,Signal food complete,Signal food complete,Cook-000003,
238,2024-05-16 18:41:51.292,Bring food,Bring food,Cook helper-000002,
238,2024-05-16 18:42:47.642,Deliver to customer,Deliver to customer,Waiter-000001,
238,2024-05-16 18:43:15.658,EVENT 8 END,EVENT 8 END,,
2380,2024-08-16 21:00:00.000,Take order,Take order,Waiter-000001,
2380,2024-08-16 21:00:00.000,start,start,,
2380,2024-08-16 21:01:12.159,Review order,Review order,Waiter-000003,
2380,2024-08-16 21:01:19.764,prepare drinks,prepare drinks,Barman-000001,
2380,2024-08-16 21:07:29.156,Bring drinks,Bring drinks,Barman-000003,
2380,2024-08-16 21:10:24.253,Review drinks,Review drinks,Waiter-000005,
2380,2024-08-22 00:06:29.062,Prepare main course,Prepare main course,Cook-000003,
2380,2024-08-27 22:02:14.719,Signal food complete,Signal food complete,Cook-000002,
2380,2024-08-27 23:00:41.982,Bring food,Bring food,Cook helper-000001,
2380,2024-08-27 23:17:11.662,Deliver to customer,Deliver to customer,Waiter-000003,
2380,2024-08-27 23:17:31.832,EVENT 8 END,EVENT 8 END,,
2381,2024-08-16 21:15:00.000,Take order,Take order,Waiter-000002,
2381,2024-08-16 21:15:00.000,start,start,,
2381,2024-08-16 21:15:22.758,Review order,Review order,Waiter-000001,
2381,2024-08-16 21:17:39.547,prepare drinks,prepare drinks,Barman-000001,
2381,2024-08-16 21:19:02.923,Bring drinks,Bring drinks,Barman-000003,
2381,2024-08-16 21:20:57.756,Review drinks,Review drinks,Waiter-000005,
2381,2024-08-16 21:21:38.539,prepare drinks,prepare drinks,Barman-000001,
2381,2024-08-16 21:33:06.212,Bring drinks,Bring drinks,Barman-000001,
2381,2024-08-16 21:33:19.213,Review drinks,Review drinks,Waiter-000003,
2381,2024-08-22 00:14:11.956,Prepare main course,Prepare main course,Cook-000002,
2381,2024-08-27 22:11:20.252,Signal food complete,Signal food complete,Cook-000003,
2381,2024-08-27 22:35:04.990,Bring food,Bring food,Cook helper-000003,
2381,2024-08-27 22:46:13.647,Deliver to customer,Deliver to customer,Waiter-000002,
2381,2024-08-27 22:46:17.225,EVENT 8 END,EVENT 8 END,,
2383,2024-08-16 21:45:00.000,Take order,Take order,Waiter-000005,
2383,2024-08-16 21:45:00.000,start,start,,
2383,2024-08-16 21:45:31.670,Review order,Review order,Waiter-000004,
2383,2024-08-16 21:46:41.411,Prepare starter,Prepare starter,Cook helper-000003,
2383,2024-08-16 21:46:41.411,prepare drinks,prepare drinks,Barman-000001,
2383,2024-08-16 21:47:37.422,Bring drinks,Bring drinks,Barman-000002,
2383,2024-08-16 21:56:14.173,Review drinks,Review drinks,Waiter-000001,
2383,2024-08-16 21:57:25.820,prepare drinks,prepare drinks,Barman-000001,
2383,2024-08-16 22:00:54.700,Bring drinks,Bring drinks,Barman-000002,
2383,2024-08-16 22:09:28.305,Review drinks,Review drinks,Waiter-000005,
2383,2024-08-22 01:05:56.632,Signal food complete,Signal food complete,Cook-000001,
2383,2024-08-22 01:10:24.463,Bring food,Bring food,Cook helper-000003,
2383,2024-08-22 01:34:32.906,Deliver to customer,Deliver to customer,Waiter-000003,
2383,2024-08-22 01:35:58.741,EVENT 8 END,EVENT 8 END,,
2384,2024-08-16 22:00:00.000,Take order,Take order,Waiter-000004,
2384,2024-08-16 22:00:00.000,start,start,,
2384,2024-08-16 22:00:06.431,Review order,Review order,Waiter-000003,
2384,2024-08-16 22:02:11.207,prepare drinks,prepare drinks,Barman-000003,
2384,2024-08-16 22:03:07.476,Bring drinks,Bring drinks,Barman-000001,
2384,2024-08-16 22:06:43.265,Review drinks,Review drinks,Waiter-000001,
2384,2024-08-22 01:10:24.463,Prepare main course,Prepare main course,Cook-000001,
2384,2024-08-28 00:04:31.169,Signal food complete,Signal food complete,Cook-000002,
2384,2024-08-28 01:08:46.288,Bring food,Bring food,Cook helper-000003,
2384,2024-08-28 01:27:18.615,Deliver to customer,Deliver to customer,Waiter-000001,
2384,2024-08-28 01:28:33.746,EVENT 8 END,EVENT 8 END,,
2385,2024-08-16 22:15:00.000,Take order,Take order,Waiter-000004,
2385,2024-08-16 22:15:00.000,start,start,,
2385,2024-08-16 22:16:10.504,Review order,Review order,Waiter-000003,
2385,2024-08-16 22:16:42.476,prepare drinks,prepare drinks,Barman-000003,
2385,2024-08-16 22:34:00.156,Bring drinks,Bring drinks,Barman-000002,
2385,2024-08-16 22:35:23.768,Review drinks,Review drinks,Waiter-000005,
2385,2024-08-22 01:10:46.599,Prepare main course,Prepare main course,Cook-000002,
2385,2024-08-27 23:52:46.595,Signal food complete,Signal food complete,Cook-000002,
2385,2024-08-28 00:04:31.169,Bring food,Bring food,Cook helper-000002,
2385,2024-08-28 00:09:59.530,Deliver to customer,Deliver to customer,Waiter-000004,
2385,2024-08-28 00:14:05.598,EVENT 8 END,EVENT 8 END,,
2386,2024-08-16 22:30:00.000,Take order,Take order,Waiter-000002,
2386,2024-08-16 22:30:00.000,start,start,,
2386,2024-08-16 22:32:54.749,Review order,Review order,Waiter-000001,
2386,2024-08-16 22:33:18.906,prepare drinks,prepare drinks,Barman-000001,
2386,2024-08-16 22:35:07.242,Bring drinks,Bring drinks,Barman-000003,
2386,2024-08-16 22:36:52.422,Review drinks,Review drinks,Waiter-000004,
2386,2024-08-16 22:38:21.531,prepare drinks,prepare drinks,Barman-000001,
2386,2024-08-16 22:39:03.336,Bring drinks,Bring drinks,Barman-000002,
2386,2024-08-16 22:41:58.816,Review drinks,Review drinks,Waiter-000002,
2386,2024-08-22 01:20:17.751,Prepare main course,Prepare main course,Cook-000002,
2386,2024-08-28 00:45:56.463,Signal food complete,Signal food complete,Cook-000003,
2386,2024-08-28 00:47:10.750,Bring food,Bring food,Cook helper-000002,
2386,2024-08-28 00:48:33.252,Deliver to customer,Deliver to customer,Waiter-000003,
2386,2024-08-28 00:49:57.591,EVENT 8 END,EVENT 8 END,,
2387,2024-08-16 22:45:00.000,Take order,Take order,Waiter-000001,
2387,2024-08-16 22:45:00.000,start,start,,
2387,2024-08-16 22:45:45.702,Review order,Review order,Waiter-000005,
2387,2024-08-16 22:46:58.051,prepare drinks,prepare drinks,Barman-000003,
2387,2024-08-16 22:51:28.895,Bring drinks,Bring drinks,Barman-000001,
2387,2024-08-16 22:51:49.834,Review drinks,Review drinks,Waiter-000004,
2387,2024-08-22 01:23:36.015,Prepare main course,Prepare main course,Cook-000003,
2387,2024-08-28 00:18:10.687,Signal food complete,Signal food complete,Cook-000001,
2387,2024-08-28 00:43:25.763,Bring food,Bring food,Cook helper-000001,
2387,2024-08-28 01:01:42.618,Deliver to customer,Deliver to customer,Waiter-000002,
2387,2024-08-28 01:05:40.191,EVENT 8 END,EVENT 8 END,,
2389,2024-08-16 23:15:00.000,Take order,Take order,Waiter-000002,
2389,2024-08-16 23:15:00.000,start,start,,
2389,2024-08-16 23:16:34.505,Review order,Review order,Waiter-000001,
2389,2024-08-16 23:16:35.323,prepare drinks,prepare drinks,Barman-000001,
2389,2024-08-16 23:20:15.272,Bring drinks,Bring drinks,Barman-000002,
2389,2024-08-16 23:29:26.569,Review drinks,Review drinks,Waiter-000003,
2389,2024-08-16 23:30:52.745,prepare drinks,prepare drinks,Barman-000003,
2389,2024-08-16 23:32:50.172,Bring drinks,Bring drinks,Barman-000002,
2389,2024-08-16 23:36:11.423,Review drinks,Review drinks,Waiter-000002,
2389,2024-08-22 18:35:31.386,Prepare main course,Prepare main course,Cook-000001,
2389,2024-08-28 01:24:37.021,Signal food complete,Signal food complete,Cook-000002,
2389,2024-08-28 01:49:53.127,Bring food,Bring food,Cook helper-000002,
2389,2024-08-28 18:09:04.765,Deliver to customer,Deliver to customer,Waiter-000005,
2389,2024-08-28 18:09:56.179,EVENT 8 END,EVENT 8 END,,
2390,2024-08-16 23:30:00.000,Take order,Take order,Waiter-000005,
2390,2024-08-16 23:30:00.000,start,start,,
2390,2024-08-16 23:30:08.901,Review order,Review order,Waiter-000004,
2390,2024-08-16 23:31:54.525,Prepare starter,Prepare starter,Cook helper-000003,
2390,2024-08-16 23:31:54.525,prepare drinks,prepare drinks,Barman-000001,
2390,2024-08-16 23:34:15.433,Bring drinks,Bring drinks,Barman-000003,
2390,2024-08-16 23:38:15.785,Review drinks,Review drinks,Waiter-000001,
2390,2024-08-22 18:39:25.261,Prepare main course,Prepare main course,Cook-000003,
2390,2024-08-28 01:08:46.288,Signal food complete,Signal food complete,Cook-000002,
2390,2024-08-28 01:19:10.110,Bring food,Bring food,Cook helper-000002,
2390,2024-08-28 01:32:42.450,Deliver to customer,Deliver to customer,Waiter-000001,
2390,2024-08-28 01:35:54.824,EVENT 8 END,EVENT 8 END,,
2391,2024-08-16 23:45:00.000,Take order,Take order,Waiter-000005,
2391,2024-08-16 23:45:00.000,start,start,,
2391,2024-08-16 23:45:33.271,Review order,Review order,Waiter-000003,
2391,2024-08-16 23:45:59.490,prepare drinks,prepare drinks,Barman-000001,
2391,2024-08-16 23:46:49.321,Bring drinks,Bring drinks,Barman-000002,
2391,2024-08-16 23:50:20.211,Review drinks,Review drinks,Waiter-000004,
2391,2024-08-22 18:52:48.476,Prepare main course,Prepare main course,Cook-000002,
2391,2024-08-28 01:19:10.110,Signal food complete,Signal food complete,Cook-000002,
2391,2024-08-28 01:20:12.523,Bring food,Bring food,Cook helper-000001,
2391,2024-08-28 01:20:55.987,Deliver to customer,Deliver to customer,Waiter-000004,
2391,2024-08-28 01:20:56.466,EVENT 8 END,EVENT 8 END,,
2392,2024-08-17 00:00:00.000,Take order,Take order,Waiter-000005,
2392,2024-08-17 00:00:00.000,start,start,,
2392,2024-08-17 00:01:29.474,Review order,Review order,Waiter-000003,
2392,2024-08-17 00:02:40.697,Prepare starter,Prepare starter,Cook helper-000003,
2392,2024-08-17 00:02:40.697,prepare drinks,prepare drinks,Barman-000003,
2392,2024-08-17 00:03:45.474,Bring drinks,Bring drinks,Barman-000001,
2392,2024-08-17 00:09:37.007,Review drinks,Review drinks,Waiter-000004,
2392,2024-08-22 18:56:40.231,Prepare main course,Prepare main course,Cook-000003,
2392,2024-08-28 01:25:04.300,Signal food complete,Signal food complete,Cook-000003,
2392,2024-08-28 01:30:48.380,Bring food,Bring food,Cook helper-000003,
2392,2024-08-28 01:42:33.282,Deliver to customer,Deliver to customer,Waiter-000005,
2392,2024-08-28 01:42:52.539,EVENT 8 END,EVENT 8 END,,
2394,2024-08-17 00:30:00.000,Take order,Take order,Waiter-000004,
2394,2024-08-17 00:30:00.000,start,start,,
2394,2024-08-17 00:30:14.043,Review order,Review order,Waiter-000001,
2394,2024-08-17 00:30:44.289,Prepare starter,Prepare starter,Cook helper-000003,
2394,2024-08-17 00:30:44.289,prepare drinks,prepare drinks,Barman-000001,
2394,2024-08-17 00:34:47.983,Bring drinks,Bring drinks,Barman-000002,
2394,2024-08-17 00:35:52.174,Review drinks,Review drinks,Waiter-000002,
2394,2024-08-22 19:32:16.459,Prepare main course,Prepare main course,Cook-000001,
2394,2024-08-28 01:35:54.670,Signal food complete,Signal food complete,Cook-000001,
2394,2024-08-28 01:41:45.099,Bring food,Bring food,Cook helper-000001,
2394,2024-08-28 01:43:25.084,Deliver to customer,Deliver to customer,Waiter-000002,
2394,2024-08-28 01:47:19.659,EVENT 8 END,EVENT 8 END,,
2395,2024-08-17 00:45:00.000,Take order,Take order,Waiter-000004,
2395,2024-08-17 00:45:00.000,start,start,,
2395,2024-08-17 00:49:10.934,Review order,Review order,Waiter-000001,
2395,2024-08-17 00:54:24.118,prepare drinks,prepare drinks,Barman-000003,
2395,2024-08-17 00:57:52.372,Bring drinks,Bring drinks,Barman-000001,
2395,2024-08-17 00:58:27.404,Review drinks,Review drinks,Waiter-000005,
2395,2024-08-17 00:59:51.290,prepare drinks,prepare drinks,Barman-000002,
2395,2024-08-17 01:16:39.099,Bring drinks,Bring drinks,Barman-000001,
2395,2024-08-17 01:21:44.188,Review drinks,Review drinks,Waiter-000001,
2395,2024-08-22 19:50:47.702,Prepare main course,Prepare main course,Cook-000002,
2395,2024-08-28 01:57:25.974,Signal food complete,Signal food complete,Cook-000003,
2395,2024-08-28 18:02:27.109,Bring food,Bring food,Cook helper-000001,
2395,2024-08-28 18:07:18.126,Deliver to customer,Deliver to customer,Waiter-000001,
2395,2024-08-28 18:08:04.574,EVENT 8 END,EVENT 8 END,,
2396,2024-08-17 01:00:00.000,Take order,Take order,Waiter-000004,
2396,2024-08-17 01:00:00.000,start,start,,
2396,2024-08-17 01:01:32.806,Review order,Review order,Waiter-000003,
2396,2024-08-17 01:02:43.688,prepare drinks,prepare drinks,Barman-000003,
2396,2024-08-17 01:13:51.552,Bring drinks,Bring drinks,Barman-000001,
2396,2024-08-17 01:15:39.453,Review drinks,Review drinks,Waiter-000001,
2396,2024-08-17 01:16:07.101,prepare drinks,prepare drinks,Barman-000003,
2396,2024-08-17 01:19:18.250,Bring drinks,Bring drinks,Barman-000003,
2396,2024-08-17 01:29:24.999,Review drinks,Review drinks,Waiter-000002,
2396,2024-08-17 01:30:01.017,prepare drinks,prepare drinks,Barman-000001,
2396,2024-08-17 01:41:53.145,Bring drinks,Bring drinks,Barman-000003,
2396,2024-08-17 01:42:53.055,Review drinks,Review drinks,Waiter-000002,
2396,2024-08-17 01:43:37.032,prepare drinks,prepare drinks,Barman-000001,
2396,2024-08-17 01:45:21.186,Bring drinks,Bring drinks,Barman-000003,
2396,2024-08-17 01:50:13.807,Review drinks,Review drinks,Waiter-000002,
2396,2024-08-17 01:52:07.638,prepare drinks,prepare drinks,Barman-000002,
2396,2024-08-17 01:55:34.507,Bring drinks,Bring drinks,Barman-000003,
2396,2024-08-19 18:03:31.936,Review drinks,Review drinks,Waiter-000003,
2396,2024-08-19 18:03:34.962,prepare drinks,prepare drinks,Barman-000001,
2396,2024-08-19 18:18:10.080,Bring drinks,Bring drinks,Barman-000002,
2396,2024-08-19 18:20:27.362,Review drinks,Review drinks,Waiter-000005,
2396,2024-08-22 20:41:15.283,Prepare main course,Prepare main course,Cook-000003,
2396,2024-08-28 18:10:07.682,Signal food complete,Signal food complete,Cook-000002,
2396,2024-08-28 18:15:02.558,Bring food,Bring food,Cook helper-000001,
2396,2024-08-28 18:15:05.323,Deliver to customer,Deliver to customer,Waiter-000001,
2396,2024-08-28 18:15:45.093,EVENT 8 END,EVENT 8 END,,
2397,2024-08-17 01:15:00.000,Take order,Take order,Waiter-000002,
2397,2024-08-17 01:15:00.000,start,start,,
2397,2024-08-17 01:17:10.469,Review order,Review order,Waiter-000004,
2397,2024-08-17 01:18:02.647,Prepare starter,Prepare starter,Cook helper-000003,
2397,2024-08-17 01:18:02.647,prepare drinks,prepare drinks,Barman-000002,
2397,2024-08-17 01:19:34.637,Bring drinks,Bring drinks,Barman-000002,
2397,2024-08-17 01:22:08.547,Review drinks,Review drinks,Waiter-000005,
2397,2024-08-22 20:44:41.247,Prepare main course,Prepare main course,Cook-000002,
2397,2024-08-28 18:28:35.445,Signal food complete,Signal food complete,Cook-000001,
2397,2024-08-28 18:52:23.825,Bring food,Bring food,Cook helper-000003,
2397,2024-08-28 18:59:26.245,Deliver to customer,Deliver to customer,Waiter-000005,
2397,2024-08-28 18:59:46.856,EVENT 8 END,EVENT 8 END,,
2398,2024-08-17 01:30:00.000,Take order,Take order,Waiter-000004,
2398,2024-08-17 01:30:00.000,start,start,,
2398,2024-08-17 01:30:37.845,Review order,Review order,Waiter-000003,
2398,2024-08-17 01:30:42.506,Prepare starter,Prepare starter,Cook helper-000001,
2398,2024-08-17 01:30:42.506,prepare drinks,prepare drinks,Barman-000002,
2398,2024-08-17 01:32:26.647,Bring drinks,Bring drinks,Barman-000003,
2398,2024-08-17 01:34:11.043,Review drinks,Review drinks,Waiter-000001,
2398,2024-08-17 01:35:14.768,prepare drinks,prepare drinks,Barman-000002,
2398,2024-08-17 01:37:49.169,Bring drinks,Bring drinks,Barman-000003,
2398,2024-08-17 01:39:27.360,Review drinks,Review drinks,Waiter-000005,
2398,2024-08-17 01:39:43.421,prepare drinks,prepare drinks,Barman-000002,
2398,2024-08-17 01:45:25.412,Bring drinks,Bring drinks,Barman-000002,
2398,2024-08-17 01:51:11.147,Review drinks,Review drinks,Waiter-000004,
2398,2024-08-17 01:53:58.640,prepare drinks,prepare drinks,Barman-000001,
2398,2024-08-17 01:59:56.759,Bring drinks,Bring drinks,Barman-000002,
2398,2024-08-19 18:02:31.075,Review drinks,Review drinks,Waiter-000005,
2398,2024-08-22 21:22:01.873,Prepare main course,Prepare main course,Cook-000001,
2398,2024-08-28 18:22:32.480,Signal food complete,Signal food complete,Cook-000002,
2398,2024-08-28 20:44:49.549,Bring food,Bring food,Cook helper-000001,
2398,2024-08-28 20:45:25.784,Deliver to customer,Deliver to customer,Waiter-000004,
