Case,Timestamp,Activity,Resource,label
2568,2024-08-26 20:03:37,Bring drinks,Barman-000002,
2568,2024-08-26 20:07:03,Review drinks,Waiter-000002,
2568,2024-08-26 20:07:04,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2568,2024-08-30 20:50:13,Prepare main course,Cook-000002,
2568,2024-08-30 20:50:14,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
2568,2024-09-05 20:12:38,Signal food complete,Cook-000002,
2568,2024-09-05 20:12:38,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
2568,2024-09-05 20:22:44,Bring food,Cook helper-000002,
2568,2024-09-05 20:22:44,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
2568,2024-09-05 20:34:28,Deliver to customer,Waiter-000004,
2568,2024-09-05 20:34:29,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
2568,2024-09-05 20:37:06,EVENT 8 END,,
2568,2024-09-05 20:37:07,Bring drinks_signed1,,collateral events(Bring drinks)
2569,2024-08-26 20:15:00,Take order,Waiter-000003,
2569,2024-08-26 20:15:00,start,,
2569,2024-08-26 20:15:00,Bring drinks_signed1,,collateral events(Bring drinks)
2569,2024-08-26 20:15:43,Review order,Waiter-000001,
2569,2024-08-26 20:15:44,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
2569,2024-08-26 20:15:56,prepare drinks,Barman-000002,
2569,2024-08-26 20:15:56,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
2569,2024-08-26 20:17:17,Bring drinks,Barman-000001,
2569,2024-08-26 20:18:55,Review drinks,Waiter-000002,
2569,2024-08-26 20:18:56,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2569,2024-08-26 20:20:45,prepare drinks,Barman-000003,
2569,2024-08-26 20:20:45,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
2569,2024-08-26 20:24:40,Bring drinks,Barman-000002,
2569,2024-08-26 20:27:41,Review drinks,Waiter-000005,
2569,2024-08-26 20:27:41,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
2569,2024-08-26 20:28:07,prepare drinks,Barman-000001,
2569,2024-08-26 20:28:08,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
2569,2024-08-26 20:33:58,Bring drinks,Barman-000003,
2569,2024-08-26 20:37:06,Review drinks,Waiter-000002,
2569,2024-08-26 20:37:06,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2569,2024-08-30 20:54:19,Prepare main course,Cook-000003,
2569,2024-08-30 20:54:19,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
2569,2024-09-05 20:22:44,Signal food complete,Cook-000002,
2569,2024-09-05 20:22:44,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
2569,2024-09-05 20:29:49,Bring food,Cook helper-000003,
2569,2024-09-05 20:29:49,Bring drinks_signed1,Cook helper-000003,collateral events(Bring drinks)
2569,2024-09-05 20:41:26,Deliver to customer,Waiter-000003,
2569,2024-09-05 20:41:27,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
2569,2024-09-05 20:43:30,EVENT 8 END,,
2569,2024-09-05 20:43:31,Bring drinks_signed1,,collateral events(Bring drinks)
2570,2024-08-26 20:30:00,Take order,Waiter-000004,
2570,2024-08-26 20:30:00,start,,
2570,2024-08-26 20:31:07,Review order,Waiter-000003,
2570,2024-08-26 20:32:40,prepare drinks,Barman-000003,
2570,2024-08-26 20:32:58,Bring drinks,Barman-000002,
2570,2024-08-26 20:32:59,Review drinks,Waiter-000001,
2570,2024-08-26 20:35:30,prepare drinks,Barman-000002,
2570,2024-08-26 20:40:20,Bring drinks,Barman-000001,
2570,2024-08-26 20:44:09,Review drinks,Waiter-000005,
2570,2024-08-26 20:44:35,prepare drinks,Barman-000003,
2570,2024-08-26 20:50:39,Bring drinks,Barman-000001,
2570,2024-08-26 21:00:40,Review drinks,Waiter-000001,
2570,2024-08-30 20:55:20,Prepare main course,Cook-000002,
2570,2024-09-05 20:55:29,Signal food complete,Cook-000001,
2570,2024-09-05 20:56:35,Bring food,Cook helper-000001,
2570,2024-09-05 20:58:35,Deliver to customer,Waiter-000004,
2570,2024-09-05 20:58:39,EVENT 8 END,,
2571,2024-08-26 20:45:00,Take order,Waiter-000004,
2571,2024-08-26 20:45:00,start,,
2571,2024-08-26 20:45:51,Review order,Waiter-000003,
2571,2024-08-26 20:45:55,prepare drinks,Barman-000002,
2571,2024-08-26 20:53:05,Bring drinks,Barman-000003,
2571,2024-08-26 20:55:18,Review drinks,Waiter-000005,
2571,2024-08-26 20:57:36,prepare drinks,Barman-000002,
2571,2024-08-26 21:09:44,Bring drinks,Barman-000003,
2571,2024-08-26 21:10:29,Review drinks,Waiter-000001,
2571,2024-08-30 21:17:30,Prepare main course,Cook-000003,
2571,2024-09-05 20:56:26,Signal food complete,Cook-000003,
2571,2024-09-05 21:09:35,Bring food,Cook helper-000002,
2571,2024-09-05 21:14:21,Deliver to customer,Waiter-000003,
2571,2024-09-05 21:16:36,EVENT 8 END,,
2572,2024-08-26 21:00:00,Take order,Waiter-000003,
2572,2024-08-26 21:00:00,start,,
2572,2024-08-26 21:04:18,Review order,Waiter-000005,
2572,2024-08-26 21:06:56,prepare drinks,Barman-000003,
2572,2024-08-26 21:07:50,Bring drinks,Barman-000001,
2572,2024-08-26 21:20:39,Review drinks,Waiter-000001,
2572,2024-08-26 21:22:20,prepare drinks,Barman-000001,
2572,2024-08-26 21:23:42,Bring drinks,Barman-000002,
2572,2024-08-26 21:29:40,Review drinks,Waiter-000003,
2572,2024-08-26 21:29:46,prepare drinks,Barman-000003,
2572,2024-08-26 21:35:29,Bring drinks,Barman-000001,
2572,2024-08-26 21:51:58,Review drinks,Waiter-000005,
2572,2024-08-30 21:45:10,Prepare main course,Cook-000003,
2572,2024-09-05 21:09:35,Signal food complete,Cook-000003,
2572,2024-09-05 21:59:18,Bring food,Cook helper-000002,
2572,2024-09-05 22:06:57,Deliver to customer,Waiter-000005,
2572,2024-09-05 22:08:38,EVENT 8 END,,
2573,2024-08-26 21:15:00,Take order,Waiter-000004,
2573,2024-08-26 21:15:00,start,,
2573,2024-08-26 21:17:43,Review order,Waiter-000005,
2573,2024-08-26 21:19:54,Prepare starter,Cook helper-000003,
2573,2024-08-26 21:19:54,prepare drinks,Barman-000002,
2573,2024-08-26 21:21:42,Bring drinks,Barman-000003,
2573,2024-08-26 21:22:53,Review drinks,Waiter-000002,
2573,2024-08-30 21:46:22,Prepare main course,Cook-000001,
2573,2024-09-05 21:36:39,Signal food complete,Cook-000001,
2573,2024-09-05 21:55:15,Bring food,Cook helper-000003,
2573,2024-09-05 21:56:44,Deliver to customer,Waiter-000004,
2573,2024-09-05 22:01:34,EVENT 8 END,,
2574,2024-08-26 21:30:00,Take order,Waiter-000004,
2574,2024-08-26 21:30:00,start,,
2574,2024-08-26 21:30:00,Bring drinks_signed1,,collateral events(Bring drinks)
2574,2024-08-26 21:30:07,Review order,Waiter-000005,
2574,2024-08-26 21:30:07,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
2574,2024-08-26 21:30:19,prepare drinks,Barman-000001,
2574,2024-08-26 21:30:20,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
2574,2024-08-26 21:33:30,Bring drinks,Barman-000002,
2574,2024-08-26 21:35:50,Review drinks,Waiter-000001,
2574,2024-08-26 21:35:51,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
2574,2024-08-30 21:50:34,Prepare main course,Cook-000003,
2574,2024-08-30 21:50:34,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
2574,2024-09-05 21:24:37,Signal food complete,Cook-000001,
2574,2024-09-05 21:24:38,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
2574,2024-09-05 21:36:39,Bring food,Cook helper-000002,
2574,2024-09-05 21:36:40,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
2574,2024-09-05 21:38:23,Deliver to customer,Waiter-000001,
2574,2024-09-05 21:38:24,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
2574,2024-09-05 21:38:47,EVENT 8 END,,
2574,2024-09-05 21:38:48,Bring drinks_signed1,,collateral events(Bring drinks)
2575,2024-08-26 21:45:00,Take order,Waiter-000002,
2575,2024-08-26 21:45:00,start,,
2575,2024-08-26 21:48:43,Review order,Waiter-000003,
2575,2024-08-26 21:48:59,prepare drinks,Barman-000003,
2575,2024-08-26 21:52:10,Bring drinks,Barman-000002,
2575,2024-08-26 22:11:23,Review drinks,Waiter-000003,
2575,2024-08-30 21:55:10,Prepare main course,Cook-000003,
2575,2024-09-05 21:59:37,Signal food complete,Cook-000001,
2575,2024-09-05 22:11:59,Bring food,Cook helper-000003,
2575,2024-09-05 22:20:50,Deliver to customer,Waiter-000005,
2575,2024-09-05 22:21:02,EVENT 8 END,,
2576,2024-08-26 22:00:00,Take order,Waiter-000001,
2576,2024-08-26 22:00:00,start,,
2576,2024-08-26 22:00:00,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
2576,2024-08-26 22:01:47,Review order,Waiter-000002,
2576,2024-08-26 22:01:47,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2576,2024-08-26 22:03:11,prepare drinks,Barman-000001,
2576,2024-08-26 22:03:12,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
2576,2024-08-26 22:05:33,Bring drinks,Barman-000003,
2576,2024-08-26 22:13:46,Review drinks,Waiter-000005,
2576,2024-08-26 22:13:46,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
2576,2024-08-30 21:58:51,Prepare main course,Cook-000001,
2576,2024-08-30 21:58:51,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
2576,2024-09-05 21:55:15,Signal food complete,Cook-000001,
2576,2024-09-05 21:55:15,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
2576,2024-09-05 21:59:37,Bring food,Cook helper-000001,
2576,2024-09-05 21:59:38,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
2576,2024-09-05 22:05:46,Deliver to customer,Waiter-000003,
2576,2024-09-05 22:05:46,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
2576,2024-09-05 22:05:51,EVENT 8 END,,
2576,2024-09-05 22:05:52,Bring drinks_signed1,,collateral events(Bring drinks)
2577,2024-08-26 22:15:00,Take order,Waiter-000004,
2577,2024-08-26 22:15:00,start,,
2577,2024-08-26 22:15:51,Review order,Waiter-000001,
2577,2024-08-26 22:15:53,prepare drinks,Barman-000001,
2577,2024-08-26 22:18:54,Bring drinks,Barman-000002,
2577,2024-08-26 22:22:22,Review drinks,Waiter-000002,
2577,2024-08-30 22:04:29,Prepare main course,Cook-000001,
2577,2024-09-05 22:11:59,Signal food complete,Cook-000001,
2577,2024-09-05 22:23:34,Bring food,Cook helper-000001,
2577,2024-09-05 22:32:45,Deliver to customer,Waiter-000001,
2577,2024-09-05 22:35:02,EVENT 8 END,,
2578,2024-08-26 22:30:00,Take order,Waiter-000005,
2578,2024-08-26 22:30:00,start,,
2578,2024-08-26 22:30:08,Review order,Waiter-000004,
2578,2024-08-26 22:30:09,prepare drinks,Barman-000003,
2578,2024-08-26 22:31:11,Bring drinks,Barman-000001,
2578,2024-08-26 22:36:01,Review drinks,Waiter-000001,
2578,2024-08-30 22:13:42,Prepare main course,Cook-000002,
2578,2024-09-05 22:31:49,Signal food complete,Cook-000003,
2578,2024-09-05 23:11:15,Bring food,Cook helper-000001,
2578,2024-09-05 23:12:10,Deliver to customer,Waiter-000003,
2578,2024-09-05 23:15:22,EVENT 8 END,,
2579,2024-08-26 22:45:00,Take order,Waiter-000002,
2579,2024-08-26 22:45:00,start,,
2579,2024-08-26 22:45:12,Review order,Waiter-000003,
2579,2024-08-26 22:46:21,Prepare starter,Cook helper-000003,
2579,2024-08-26 22:46:21,prepare drinks,Barman-000002,
2579,2024-08-26 22:53:10,Bring drinks,Barman-000003,
2579,2024-08-26 22:56:36,Review drinks,Waiter-000004,
2579,2024-08-30 22:19:13,Signal food complete,Cook-000001,
2579,2024-08-30 23:08:59,Bring food,Cook helper-000001,
2579,2024-08-30 23:14:06,Deliver to customer,Waiter-000001,
2579,2024-08-30 23:14:26,EVENT 8 END,,
2580,2024-08-26 23:00:00,Take order,Waiter-000001,
2580,2024-08-26 23:00:00,start,,
2580,2024-08-26 23:00:52,Review order,Waiter-000002,
2580,2024-08-26 23:00:56,prepare drinks,Barman-000001,
2580,2024-08-26 23:19:42,Bring drinks,Barman-000003,
2580,2024-08-26 23:26:05,Review drinks,Waiter-000002,
2580,2024-08-30 23:03:03,Prepare main course,Cook-000002,
2580,2024-09-05 23:01:09,Signal food complete,Cook-000002,
2580,2024-09-06 00:14:58,Bring food,Cook helper-000003,
2580,2024-09-06 00:16:36,Deliver to customer,Waiter-000001,
2580,2024-09-06 00:18:19,EVENT 8 END,,
2581,2024-08-26 23:15:00,Take order,Waiter-000005,
2581,2024-08-26 23:15:00,start,,
2581,2024-08-26 23:17:10,Review order,Waiter-000004,
2581,2024-08-26 23:17:42,prepare drinks,Barman-000002,
2581,2024-08-26 23:23:40,Bring drinks,Barman-000001,
2581,2024-08-26 23:28:01,Review drinks,Waiter-000003,
2581,2024-08-26 23:30:54,prepare drinks,Barman-000002,
2581,2024-08-26 23:33:27,Bring drinks,Barman-000001,
2581,2024-08-26 23:38:45,Review drinks,Waiter-000005,
2581,2024-08-26 23:40:11,prepare drinks,Barman-000003,
2581,2024-08-26 23:43:02,Bring drinks,Barman-000001,
2581,2024-08-26 23:47:53,Review drinks,Waiter-000002,
2581,2024-08-26 23:49:07,prepare drinks,Barman-000002,
2581,2024-08-26 23:51:33,Bring drinks,Barman-000002,
2581,2024-08-26 23:57:17,Review drinks,Waiter-000004,
2581,2024-08-30 23:07:09,Prepare main course,Cook-000003,
2581,2024-09-05 23:41:26,Signal food complete,Cook-000003,
2581,2024-09-05 23:48:13,Bring food,Cook helper-000003,
2581,2024-09-05 23:55:12,Deliver to customer,Waiter-000004,
2581,2024-09-05 23:55:35,EVENT 8 END,,
2582,2024-08-26 23:30:00,Take order,Waiter-000004,
2582,2024-08-26 23:30:00,start,,
2582,2024-08-26 23:30:38,Review order,Waiter-000001,
2582,2024-08-26 23:31:08,Prepare starter,Cook helper-000001,
2582,2024-08-26 23:31:08,prepare drinks,Barman-000003,
2582,2024-08-26 23:36:45,Bring drinks,Barman-000002,
2582,2024-08-26 23:46:52,Review drinks,Waiter-000001,
2582,2024-08-26 23:49:32,prepare drinks,Barman-000001,
2582,2024-08-26 23:52:48,Bring drinks,Barman-000001,
2582,2024-08-26 23:54:59,Review drinks,Waiter-000005,
2582,2024-08-30 23:08:59,Prepare main course,Cook-000001,
2582,2024-09-05 22:32:00,Signal food complete,Cook-000002,
2582,2024-09-05 22:46:05,Bring food,Cook helper-000002,
2582,2024-09-05 22:52:08,Deliver to customer,Waiter-000001,
2582,2024-09-05 23:00:08,EVENT 8 END,,
2583,2024-08-26 23:45:00,Take order,Waiter-000004,
2583,2024-08-26 23:45:00,start,,
2583,2024-08-26 23:45:00,Bring drinks_signed1,,collateral events(Bring drinks)
2583,2024-08-26 23:45:16,Review order,Waiter-000003,
2583,2024-08-26 23:45:16,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
2583,2024-08-26 23:47:41,prepare drinks,Barman-000003,
2583,2024-08-26 23:47:42,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
2583,2024-08-26 23:53:47,Bring drinks,Barman-000003,
2583,2024-08-27 00:01:54,Review drinks,Waiter-000002,
2583,2024-08-27 00:01:54,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2583,2024-08-30 23:18:10,Prepare main course,Cook-000001,
2583,2024-08-30 23:18:11,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
2583,2024-09-05 23:03:25,Signal food complete,Cook-000001,
2583,2024-09-05 23:03:26,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
2583,2024-09-05 23:34:35,Bring food,Cook helper-000001,
2583,2024-09-05 23:34:36,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
2583,2024-09-05 23:37:34,Deliver to customer,Waiter-000002,
2583,2024-09-05 23:37:35,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2583,2024-09-05 23:40:24,EVENT 8 END,,
2583,2024-09-05 23:40:25,Bring drinks_signed1,,collateral events(Bring drinks)
2584,2024-08-27 00:00:00,Take order,Waiter-000003,
2584,2024-08-27 00:00:00,start,,
2584,2024-08-27 00:03:14,Review order,Waiter-000001,
2584,2024-08-27 00:03:47,prepare drinks,Barman-000001,
2584,2024-08-27 00:08:44,Bring drinks,Barman-000002,
2584,2024-08-27 00:23:37,Review drinks,Waiter-000002,
2584,2024-08-27 00:23:46,prepare drinks,Barman-000003,
2584,2024-08-27 00:42:27,Bring drinks,Barman-000001,
2584,2024-08-27 00:50:13,Review drinks,Waiter-000003,
2584,2024-08-27 00:50:39,prepare drinks,Barman-000001,
2584,2024-08-27 00:55:41,Bring drinks,Barman-000001,
2584,2024-08-27 00:56:57,Review drinks,Waiter-000005,
2584,2024-08-27 00:57:46,prepare drinks,Barman-000003,
2584,2024-08-27 01:00:43,Bring drinks,Barman-000003,
2584,2024-08-27 01:04:46,Review drinks,Waiter-000001,
2584,2024-08-30 23:31:35,Prepare main course,Cook-000001,
2584,2024-09-05 23:21:17,Signal food complete,Cook-000003,
2584,2024-09-05 23:41:26,Bring food,Cook helper-000003,
2584,2024-09-05 23:41:57,Deliver to customer,Waiter-000004,
2584,2024-09-05 23:43:37,EVENT 8 END,,
2585,2024-08-27 00:15:00,Take order,Waiter-000005,
2585,2024-08-27 00:15:00,start,,
2585,2024-08-27 00:16:34,Review order,Waiter-000004,
2585,2024-08-27 00:17:58,prepare drinks,Barman-000003,
2585,2024-08-27 00:19:55,Bring drinks,Barman-000001,
2585,2024-08-27 00:20:16,Review drinks,Waiter-000003,
2585,2024-08-30 23:46:55,Prepare main course,Cook-000003,
2585,2024-09-05 23:48:13,Signal food complete,Cook-000003,
2585,2024-09-05 23:54:50,Bring food,Cook helper-000002,
2585,2024-09-06 00:00:53,Deliver to customer,Waiter-000003,
2585,2024-09-06 00:05:06,EVENT 8 END,,
2586,2024-08-27 00:30:00,Take order,Waiter-000005,
2586,2024-08-27 00:30:00,start,,
2586,2024-08-27 00:32:28,Review order,Waiter-000004,
2586,2024-08-27 00:33:01,prepare drinks,Barman-000001,
2586,2024-08-27 00:33:02,Bring drinks,Barman-000002,
2586,2024-08-27 00:34:22,Review drinks,Waiter-000003,
2586,2024-08-27 00:34:56,prepare drinks,Barman-000001,
2586,2024-08-27 00:35:54,Bring drinks,Barman-000002,
2586,2024-08-27 00:58:58,Review drinks,Waiter-000003,
2586,2024-08-27 00:59:07,prepare drinks,Barman-000002,
2586,2024-08-27 01:07:58,Bring drinks,Barman-000003,
2586,2024-08-27 01:23:39,Review drinks,Waiter-000005,
2586,2024-08-27 01:25:14,prepare drinks,Barman-000003,
2586,2024-08-27 01:25:36,Bring drinks,Barman-000002,
2586,2024-08-27 01:26:13,Review drinks,Waiter-000004,
2586,2024-08-27 01:26:43,prepare drinks,Barman-000003,
2586,2024-08-27 01:42:42,Bring drinks,Barman-000001,
2586,2024-08-27 01:46:25,Review drinks,Waiter-000002,
2586,2024-08-30 23:59:05,Prepare main course,Cook-000003,
2586,2024-09-06 00:03:38,Signal food complete,Cook-000003,
2586,2024-09-06 00:25:57,Bring food,Cook helper-000002,
2586,2024-09-06 00:26:19,Deliver to customer,Waiter-000005,
2586,2024-09-06 00:26:53,EVENT 8 END,,
2587,2024-08-27 00:45:00,Take order,Waiter-000002,
2587,2024-08-27 00:45:00,start,,
2587,2024-08-27 00:45:00,Bring drinks_signed1,,collateral events(Bring drinks)
2587,2024-08-27 00:46:28,Review order,Waiter-000001,
2587,2024-08-27 00:46:28,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
2587,2024-08-27 00:47:25,prepare drinks,Barman-000003,
2587,2024-08-27 00:47:25,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
2587,2024-08-27 00:57:46,Bring drinks,Barman-000001,
2587,2024-08-27 01:01:51,Review drinks,Waiter-000002,
2587,2024-08-27 01:01:52,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
2587,2024-08-31 00:24:49,Prepare main course,Cook-000002,
2587,2024-08-31 00:24:49,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
2587,2024-09-06 00:38:07,Signal food complete,Cook-000001,
2587,2024-09-06 00:38:07,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
2587,2024-09-06 00:49:03,Bring food,Cook helper-000003,
2587,2024-09-06 00:49:03,Bring drinks_signed1,Cook helper-000003,collateral events(Bring drinks)
2587,2024-09-06 00:51:10,Deliver to customer,Waiter-000003,
2587,2024-09-06 00:51:10,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
2587,2024-09-06 00:52:59,EVENT 8 END,,
2587,2024-09-06 00:53:00,Bring drinks_signed1,,collateral events(Bring drinks)
2588,2024-08-27 01:00:00,Take order,Waiter-000004,
2588,2024-08-27 01:00:00,start,,
2588,2024-08-27 01:05:48,Review order,Waiter-000005,
2588,2024-08-27 01:06:18,prepare drinks,Barman-000001,
2588,2024-08-27 01:22:12,Bring drinks,Barman-000002,
2588,2024-08-27 01:24:57,Review drinks,Waiter-000002,
2588,2024-08-31 00:38:49,Prepare main course,Cook-000003,
2588,2024-09-06 00:25:57,Signal food complete,Cook-000003,
2588,2024-09-06 00:52:31,Bring food,Cook helper-000002,
2588,2024-09-06 00:57:35,Deliver to customer,Waiter-000002,
2588,2024-09-06 00:57:38,EVENT 8 END,,
2589,2024-08-27 01:15:00,Take order,Waiter-000002,
2589,2024-08-27 01:15:00,start,,
2589,2024-08-27 01:15:00,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
